source_group,price,area_total,rooms,floor,floors_total,address,metro,metro_walk_min,kitchen_area,walls,link
all-strogino,5000000,58.6,3,9,9,"3к, 58.6м², 9/9 этаж, ул. Кулакова, 6, Москва, квартира",Строгино,18,9.0,Панельные,https://msk.etagi.com/realty/11770513/
all-strogino,76500000,146.5,4,20,30,"4к, 146.5м², 20/30 этаж, ул. Маршала Катукова, 24к5, Москва, квартира",На карте Строгино,9,44.0,,https://msk.etagi.com/realty/11961862/
all-strogino,25000000,60.0,2,2,23,"2к, 60м², 2/23 этаж, ул. Твардовского, 12к3, Москва, квартира",На карте Строгино,18,12.9,Монолитно-Кирпичный,https://msk.etagi.com/realty/12113730/
all-strogino,18450000,37.8,1,15,17,"1к, 37.8м², 15/17 этаж, ул. Маршала Катукова, 19к1, Москва, квартира",-,10,8.0,Панельные,https://msk.etagi.com/realty/12178795/
all-strogino,22300000,61.4,3,6,12,"3к, 61.4м², 6/12 этаж, ул. Кулакова, 25к1, Москва, квартира",На карте Строгино,11,6.4,Панельные,https://msk.etagi.com/realty/12191101/
all-strogino,27000000,72.0,3,9,17,"3к, 72м², 9/17 этаж, ул. Неманский проезд, 1к1, Москва, квартира",Мякинино,17,10.0,Монолитный железобетонный каркас,https://msk.etagi.com/realty/12247525/
all-taganskii,29990000,60.7,2,13,13,"2к, 60.7м², 13/13 этаж, ул. Большие Каменщики, 4, Москва, квартира",На карте Марксистская,6,10.0,Кирпич красный,https://msk.etagi.com/realty/11932664/
all-taganskii,10190000,24.0,0,5,7,"24м², 5/7 этаж, ул. Нижегородская, 32с3, Москва, апартаменты",Калитники,12,10.0,Кирпичные,https://msk.etagi.com/realty/12026191/
all-taganskii,3600000,15.0,0,1,5,"15м², 1/5 этаж, ул. Стройковская, 19/2, Москва, апартаменты",На карте Волгоградский проспект Крестьянская Застава,8,3.0,Кирпичные,https://msk.etagi.com/realty/12075716/
all-taganskii,24000000,57.0,3,6,9,"3к, 57м², 6/9 этаж, ул. Иерусалимская, 8, Москва, квартира",,,6.5,Кирпичные,https://msk.etagi.com/realty/12195713/
all-taganskii,36000000,60.3,2,6,8,"2к, 60.3м², 6/8 этаж, ул. Рогожский Вал, 17, Москва, квартира",,,8.8,Кирпичные,https://msk.etagi.com/realty/12264706/
all-taganskii,12300000,26.0,0,2,7,"26м², 2/7 этаж, ул. Нижегородская, 32с3, Москва, апартаменты",Калитники,12,16.0,Кирпичные,https://msk.etagi.com/realty/12269003/
all-tverskoi,130000000,167.9,5,3,9,"5к, 167.9м², 3/9 этаж, ул. Тверская, 28к2, Москва, квартира",На карте Маяковская,3,9.0,Кирпичные,https://msk.etagi.com/realty/12135151/
all-tverskoi,39000000,57.5,2,1,7,"2к, 57.5м², 1/7 этаж, ул. Новослободская, 73/68с2, Москва, квартира",На карте Савёловская,5,13.0,Кирпичные,https://msk.etagi.com/realty/12193357/
all-tekstilshiki,15000000,41.1,2,,,Посмотреть 5 фото,На карте Нижегородская,17,5.0,,https://msk.etagi.com/realty/11999745/
all-tekstilshiki,23000000,55.0,3,11,23,"3к, 55м², 11/23 этаж, ул. 1-й Грайвороновский проезд, 3а, Москва, квартира",На карте Новохохловская,11,10.0,Монолитные,https://msk.etagi.com/realty/12195407/
all-tekstilshiki,20000000,36.4,2,6,40,"2к, 36.4м², 6/40 этаж, ул. 1-й Грайвороновский проезд, 2с12, Москва, квартира",На карте Текстильщики,20,22.9,Монолитно-Кирпичный,https://msk.etagi.com/realty/12214634/
all-teplyi_stan,57000000,119.2,3,14,22,"3к, 119.2м², 14/22 этаж, ул. Островитянова, 9к2, Москва, квартира",Тропарёво,24,17.9,Панельные,https://msk.etagi.com/realty/10960728/
all-teplyi_stan,6600000,34.7,1,4,9,"1к, 34.7м², 4/9 этаж, ул. Генерала Тюленева, 7к2, Москва, квартира",Тютчевская,6,6.0,Монолитные,https://msk.etagi.com/realty/11758382/
all-teplyi_stan,23000000,73.6,3,9,16,"3к, 73.6м², 9/16 этаж, ул. Ленинский проспект, 135к1, Москва, квартира",На карте Тропарёво,6,10.2,Панельные,https://msk.etagi.com/realty/11784180/
all-teplyi_stan,12500000,25.0,1,5,9,"1к, 25м², 5/9 этаж, посёлок завода Мосрентген, квартира",,,10.0,Кирпичные,https://msk.etagi.com/realty/12134630/
all-teplyi_stan,17900000,60.4,3,1,12,"3к, 60.4м², 1/12 этаж, ул. Генерала Тюленева, 13, Москва, квартира",Тёплый Стан,24,6.7,Панельные,https://msk.etagi.com/realty/12189031/
all-teplyi_stan,16000000,45.0,2,1,9,"2к, 45м², 1/9 этаж, ул. Профсоюзная, 136к3, Москва, квартира",На карте Коньково,11,6.0,Панельные,https://msk.etagi.com/realty/12190501/
all-teplyi_stan,15500000,32.2,1,9,12,"1к, 32.2м², 9/12 этаж, ул. Академика Варги, 6, Москва, квартира",Тропарёво,26,7.1,Сборно-монолитный железобетонный каркас,https://msk.etagi.com/realty/12246346/
all-teplyi_stan,7750000,23.2,0,1,14,"23.2м², 1/14 этаж, ул. Академика Варги, 3, Москва, квартира",Тропарёво,27,1.0,Панельные,https://msk.etagi.com/realty/12262906/
all-timiryazevskii,11700000,20.1,0,16,24,Посмотреть 8 фото,На карте Лихоборы,9,5.1,Монолитно-Кирпичный,https://msk.etagi.com/realty/11680181/
all-timiryazevskii,8600000,20.1,0,4,14,Посмотреть 9 фото,На карте Лихоборы,8,5.0,Панельные,https://msk.etagi.com/realty/11874207/
all-timiryazevskii,18300000,42.0,2,5,5,"2к, 42м², 5/5 этаж, ул. Чуксин тупик, 2, Москва, квартира",Садик в,5,6.0,Блочные,https://msk.etagi.com/realty/12068866/
all-timiryazevskii,8000000,20.0,0,2,5,"20м², 2/5 этаж, ул. Вучетича, 18к1, Москва, квартира",Гражданская,11,12.0,Кирпич красный,https://msk.etagi.com/realty/12154748/
all-timiryazevskii,19500000,42.4,2,2,9,"2к, 42.4м², 2/9 этаж, ул. Тимирязевская, 34к2, Москва, квартира",На карте Тимирязевская,15,7.0,Монолитные,https://msk.etagi.com/realty/12178068/
all-timiryazevskii,28000000,73.9,3,9,15,"3к, 73.9м², 9/15 этаж, ул. Бутырская, 4, Москва, квартира",На карте Дмитровская Савёловская,3,8.0,Блочные,https://msk.etagi.com/realty/7742852/
all-troick,10800000,36.4,1,3,13,"1к, 36.4м², 3/13 этаж, ул. 1-я Ватутинская, 14к2, квартира",,,12.1,Монолитные,https://msk.etagi.com/realty/10653319/
all-troick,20000000,93.6,4,2,3,"4к, 93.6м², 2/3 этаж, ул. 1-я Изумрудная, 6к2, коттеджный посёлок Изумрудный, квартира",,,15.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/11674214/
all-troick,14000000,67.4,2,2,4,"2к, 67.4м², 2/4 этаж, ул. Прибрежная, 1, Троицк, квартира",,,15.4,Блочные+Кирпич,https://msk.etagi.com/realty/11801780/
all-troick,12500000,62.0,2,5,17,"2к, 62м², 5/17 этаж, ул. Октябрьский проспект, 3б, Троицк, квартира",,,10.0,Монолитные,https://msk.etagi.com/realty/11834167/
all-troick,8600000,53.3,2,3,5,"2к, 53.3м², 3/5 этаж, ул. Академика Дыхне, 16, Троицк, квартира",До автобусной остановки,15,10.0,Железобетонные,https://msk.etagi.com/realty/11894174/
all-troick,11500000,33.0,1,12,15,"1к, 33м², 12/15 этаж, ул. Яворки, 1к4, квартира",,,11.0,Монолитные,https://msk.etagi.com/realty/11958751/
all-troick,10250000,40.6,1,2,3,"1к, 40.6м², 2/3 этаж, ул. Прибрежная, 3, Троицк, квартира",,,12.0,Блоки железобетонные,https://msk.etagi.com/realty/12071369/
all-troick,10800000,62.7,2,3,5,"2к, 62.7м², 3/5 этаж, ул. Академика Дыхне, 8, Троицк, квартира",,,11.0,Монолитные,https://msk.etagi.com/realty/12137253/
all-troick,12500000,85.2,3,1,5,"3к, 85.2м², 1/5 этаж, ул. Академика Дыхне, 16, Троицк, квартира",,,12.0,Железобетонные,https://msk.etagi.com/realty/12157986/
all-troick,20500000,85.3,3,8,17,"3к, 85.3м², 8/17 этаж, ул. Академическая площадь, 3, Троицк, квартира",,,12.0,Кирпич красный,https://msk.etagi.com/realty/12162350/
all-troick,18000000,160.0,4,2,4,"4к, 160м², 2/4 этаж, ул. Прибрежная, 17, Троицк, квартира",,,12.0,Панельные,https://msk.etagi.com/realty/12180346/
all-troick,8500000,62.0,2,5,17,"2к, 62м², 5/17 этаж, ул. Октябрьский проспект, 3б, Троицк, квартира",,,10.0,Монолитные,https://msk.etagi.com/realty/12244901/
all-troick,35200000,104.0,3,2,6,"3к, 104м², 2/6 этаж, ул. Троицкий бульвар, 3, Троицк, квартира",,,18.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/12265781/
all-troparevo_nikylino,9400000,24.0,1,8,21,"1к, 24м², 8/21 этаж, ул. Востряковское шоссе, 7с3, Москва, квартира",На карте Озёрная,17,24.0,Панельные,https://msk.etagi.com/realty/11820242/
all-troparevo_nikylino,33900000,74.9,3,15,22,"3к, 74.9м², 15/22 этаж, ул. 26 Бакинских Комиссаров, 11, Москва, квартира",Юго-Западная,5,9.8,Панельные,https://msk.etagi.com/realty/11874060/
all-troparevo_nikylino,18500000,44.5,2,8,9,"2к, 44.5м², 8/9 этаж, ул. 26 Бакинских Комиссаров, 12к3, Москва, квартира",Проспект Вернадского Юго-Западная,6,6.2,Панельные,https://msk.etagi.com/realty/12094673/
all-troparevo_nikylino,53550000,119.0,4,22,32,"4к, 119м², 22/32 этаж, ул. проспект Вернадского, 80ак1, Москва, квартира",Юго-Западная,6,9.0,Монолитные,https://msk.etagi.com/realty/12155959/
all-filevskii_park,57000000,75.5,3,12,29,Посмотреть 18 фото,На карте Фили,6,25.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/11882925/
all-filevskii_park,37800000,73.0,2,3,13,"2к, 73м², 3/13 этаж, ул. Василисы Кожиной, 13, Москва, апартаменты",На карте Багратионовская,14,20.0,Монолитные,https://msk.etagi.com/realty/11949952/
all-filevskii_park,150000000,116.0,3,11,13,"3к, 116м², 11/13 этаж, ул. Василисы Кожиной, 13, Москва, апартаменты",На карте Багратионовская,14,30.0,Монолитные,https://msk.etagi.com/realty/12229242/
all-filevskii_park,20000000,36.0,1,3,16,"1к, 36м², 3/16 этаж, ул. Олеко Дундича, 7, Москва, квартира",На карте Багратионовская,5,6.0,Панельные,https://msk.etagi.com/realty/12229355/
all-fili_davydkovo,16290000,32.0,1,6,14,"1к, 32м², 6/14 этаж, ул. Рублёвское шоссе, 7, Москва, квартира",На карте Кунцевская,8,8.0,Кирпич красный,https://msk.etagi.com/realty/11855973/
all-fili_davydkovo,26400000,89.0,3,3,14,"3к, 89м², 3/14 этаж, ул. Ватутина, 16к3, Москва, квартира",Кунцевская,8,13.2,Панельные,https://msk.etagi.com/realty/11872692/
all-fili_davydkovo,36000000,95.9,3,18,29,"3к, 95.9м², 18/29 этаж, ул. Ивана Франко, 6, Москва, квартира",Кунцевская,2,,Монолитно-Кирпичный,https://msk.etagi.com/realty/11947849/
all-fili_davydkovo,19750000,27.0,0,,,"27м², 3 этаж, ул. Ивана Франко, 8, Москва, квартира",Кунцевская,2,7.0,,https://msk.etagi.com/realty/12035321/
all-filimonkovskii,12875000,52.0,2,2,4,"2к, 52м², 2/4 этаж, ул. Жемчужная, 1к10, деревня Марьино, квартира",,,7.0,Монолитные,https://msk.etagi.com/realty/10661366/
