source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km
all,9500000.0,19.0,0.0,1.0,5.0,"Москва, ул. проспект 60-летия Октября, 16к3 (8 км до центра)",55.690735,37.573223,Академическая,4.0,10.0,косметический ремонт,кирпичные,,,не угловая,,16к3,Детская площадка,,нет,https://msk.etagi.com/realty/12296494/,raw,0.32,geo_recomputed,7.33,9.13,0.12,0.08,0.22,0.22
all,24000000.0,41.5,2.0,1.0,9.0,"Москва, ул. Николаева, 1 (7 км до центра)",55.755282,37.567159,Краснопресненская,10.0,6.0,,кирпичные,1963.0,2.8,не угловая,пассажирский,1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12284243/,raw,0.84,geo_recomputed,3.05,12.0,0.15,0.18,0.46,0.6
all,16800000.0,45.7,2.0,4.0,12.0,"Москва, ул. Шенкурский проезд, 4 (13 км до центра)",55.891739,37.591261,Алтуфьево,10.0,6.8,косметический ремонт,блочные,1978.0,2.64,не угловая,"пассажирский, грузовой",4,Двор,"наземный паркинг, гараж во дворе",нет,https://msk.etagi.com/realty/12284646/,raw,0.86,geo_recomputed,15.59,1.72,0.12,0.13,0.22,0.21
all,15800000.0,43.9,2.0,5.0,9.0,"Москва, ул. Шоссейная, 19к3 (12 км до центра)",55.686827,37.727382,Печатники,8.0,6.0,евроремонт,панельные,1969.0,2.64,не угловая,"пассажирский, грузовой",19к3,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12284945/,raw,0.68,geo_recomputed,10.09,6.42,0.19,0.08,0.74,0.27
all,30800000.0,51.0,2.0,2.0,12.0,"Москва, ул. Большая Спасская, 8",55.775894,37.644145,Площадь трёх вокзалов,5.0,8.0,,панельные,1979.0,2.64,не угловая,,8,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12285113/,raw,0.44,geo_recomputed,3.18,12.2,0.28,0.17,0.2,0.19
all,29000000.0,50.8,2.0,6.0,23.0,"Москва, ул. Мичуринский проспект, 13к3 (9 км до центра)",55.697209,37.512586,Раменки,6.0,9.0,косметический ремонт,кирпичные,,,не угловая,,13к3,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12285433/,raw,0.49,geo_recomputed,8.89,6.16,0.16,0.26,0.15,0.21
all,6000000.0,45.5,2.0,5.0,5.0,"Москва, ул. Ватутина, 5к2",55.721305,37.45752,Давыдково,9.0,9.0,косметический ремонт,кирпичные,1961.0,2.64,не угловая,,5к2,Двор,,нет,https://msk.etagi.com/realty/12285522/,raw,0.76,geo_recomputed,10.48,4.22,0.2,0.07,0.11,0.43
all,89000000.0,85.0,3.0,6.0,9.0,"Москва, ул. Староконюшенный переулок, 32 (2 км до центра)",55.749587,37.595339,Арбатская,6.0,16.0,требует ремонта / частичный ремонт,кирпичные,,3.0,не угловая,,32,Двор,парковка во дворе,нет,https://msk.etagi.com/realty/12285555/,raw,0.48,geo_recomputed,1.3,13.18,0.15,0.14,0.07,0.12
all,33000000.0,78.0,3.0,5.0,7.0,"Москва, ул. 1-й Боткинский проезд, 2/6 (6 км до центра)",55.782096,37.555786,Динамо,10.0,8.5,косметический ремонт,арболитовые,,3.0,не угловая,пассажирский и грузовой,2/6,Двор,,нет,https://msk.etagi.com/realty/12285851/,raw,0.86,geo_recomputed,5.01,10.89,0.25,0.14,0.11,0.31
all,15850000.0,42.0,1.0,3.0,14.0,"Москва, ул. Суздальская, 22к3",55.742417,37.855734,Новокосино,7.0,6.0,косметический ремонт,монолитные,1991.0,2.64,не угловая,"пассажирский, грузовой",22к3,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12286057/,raw,0.6,geo_recomputed,15.07,0.86,0.16,0.07,0.44,0.24
all,29200000.0,48.3,2.0,22.0,34.0,"Москва, ул. Архитектора Власова, 71к2 (12 км до центра)",55.658677,37.530975,Калужская,7.0,15.59,,монолитно-кирпичный,2023.0,,не угловая,,71к2,Двор,"подземный паркинг, наземный паркинг",есть,https://msk.etagi.com/realty/12286067/,raw,0.61,geo_recomputed,11.67,4.95,0.47,0.4,0.42,0.26
all,12000000.0,38.1,1.0,9.0,10.0,"Москва, ул. Марьинский Парк, 39к2",55.668655,37.789914,Люблино,24.0,12.0,косметический ремонт,панельные,2003.0,2.64,не угловая,"пассажирский, грузовой",39к2,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12286277/,raw,1.98,geo_recomputed,14.34,2.92,0.12,0.11,0.85,0.22
all,48000000.0,106.1,3.0,37.0,42.0,"Москва, ул. Лобачевского, 120к1 (11 км до центра)",55.697088,37.470657,Аминьевская,4.0,30.0,без отделки,монолитные,2022.0,3.1,не угловая,"грузовой, пассажирский",120к1,Двор,"подземный паркинг, гостевой паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12265093/,raw,0.31,geo_recomputed,10.95,3.65,0.81,0.3,0.7,0.5
all,47000000.0,79.8,2.0,22.0,73.0,"Москва, ул. 5-й Донской проезд, вл21к6",55.703043,37.592716,Площадь Гагарина,7.0,14.0,чистовая отделка,монолитно-кирпичный,2026.0,3.46,не угловая,,вл21к6,Парковка,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12265433/,raw,0.61,geo_recomputed,5.65,10.91,0.44,0.67,0.4,0.07
all,29200000.0,55.8,2.0,9.0,30.0,"Москва, ул. Волгоградский проспект, 32/5к1",55.720139,37.690686,Угрешская,6.0,16.2,,монолитные,,,,,,,,,https://msk.etagi.com/realty/12265690/,raw,0.49,geo_recomputed,5.9,9.07,1.19,0.08,0.45,0.33
all,46799999.0,62.3,2.0,12.0,40.0,"Москва, ул. бульвар Братьев Весниных, 1 (6 км до центра)",55.699015,37.640767,ЗИЛ,5.0,16.0,,монолитные,2023.0,3.0,не угловая,,1,Двор,"гостевой паркинг, подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12265708/,raw,0.44,geo_recomputed,6.12,11.85,0.26,0.3,0.26,0.1
all,24800000.0,61.0,2.0,10.0,22.0,"Москва, ул. Академика Королёва, 23",55.820718,37.600019,Останкино,5.0,11.0,чистовая отделка,монолитные,2025.0,2.8,не угловая,,23,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12266149/,raw,0.45,geo_recomputed,7.68,8.92,0.35,0.3,0.46,0.41
all,14350000.0,25.5,0.0,7.0,24.0,"Москва, ул. Красного Маяка, 26а (17 км до центра)",55.606868,37.577094,Битцевский Парк,18.0,4.0,,монолитные,,2.7,не угловая,"грузовой, пассажирский",26а,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12266418/,raw,1.52,geo_recomputed,16.34,2.74,0.54,0.38,1.06,0.23
all,12500000.0,44.2,2.0,9.0,9.0,"Москва, ул. Россошанская, 13к3",55.59485,37.615237,Красный строитель,7.0,6.0,косметический ремонт,панельные,1972.0,2.64,не угловая,"пассажирский, грузовой",13к3,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12266524/,raw,0.6,geo_recomputed,17.5,2.19,0.45,0.37,0.35,0.07
all,7000000.0,50.7,2.0,10.0,12.0,"Москва, ул. Академика Янгеля, 14к10",55.602317,37.58252,Улица Академика Янгеля,16.0,8.0,косметический ремонт,панельные,1978.0,2.64,не угловая,"пассажирский, грузовой",14к10,Двор,,нет,https://msk.etagi.com/realty/12266868/,raw,1.34,geo_recomputed,16.79,2.41,0.11,0.25,0.45,0.48
all,16500000.0,29.1,0.0,19.0,23.0,"Москва, ул. 2-й Грайвороновский проезд, 44к1 (9 км до центра)",55.726051,37.745636,Стахановская,12.0,4.1,,монолитные,,,не угловая,,44к1,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12267950/,raw,1.0,geo_recomputed,8.64,5.89,0.27,0.18,0.5,0.1
all,27840000.0,87.0,3.0,19.0,19.0,"Москва, ул. Варшавское шоссе, 170ек6 (19 км до центра)",55.581566,37.581613,Лесопарковая,3.0,17.7,евроремонт,монолитные,,2.64,не угловая,,170ек6,Двор,,нет,https://msk.etagi.com/realty/12268095/,raw,0.24,geo_recomputed,19.09,0.26,0.82,0.65,0.19,0.34
all,9600000.0,20.0,0.0,24.0,32.0,"Москва, ул. Муравская, 38бк2 (21 км до центра)",55.864591,37.375539,Пятницкое шоссе,22.0,5.0,косметический ремонт,монолитные,2026.0,,не угловая,,38бк2,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12268412/,raw,1.86,geo_recomputed,19.52,1.5,0.32,0.08,1.62,1.43
all,26900000.0,77.0,2.0,12.0,21.0,"Москва, ул. Новогиреевская, 5ак2 (10 км до центра)",55.761411,37.796948,Перово,17.0,16.2,черновая отделка,монолитные,,,не угловая,"грузовой, пассажирский",5ак2,Парковка,подземный паркинг,нет,https://msk.etagi.com/realty/12253015/,raw,1.41,geo_recomputed,11.39,2.86,0.31,0.41,0.13,0.24
all,11500000.0,17.8,0.0,3.0,4.0,"Москва, ул. Ленинградский проспект, 47с2",55.798637,37.531919,Аэропорт,3.0,6.0,,кирпичные,,2.7,не угловая,"пассажирский, грузовой",47с2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12253617/,raw,0.22,geo_recomputed,7.35,9.04,0.32,0.37,0.25,0.23
all,13365000.0,32.0,1.0,5.0,9.0,"Москва, ул. Шипиловский проезд, 63к1 (18 км до центра)",55.601442,37.71053,Домодедовская,13.0,6.6,евроремонт,панельные,1974.0,2.64,не угловая,пассажирский,63к1,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12254315/,raw,1.05,geo_recomputed,17.79,1.56,0.17,0.08,0.28,0.25
all,20000000.0,55.0,2.0,2.0,25.0,"Москва, ул. Ясеневая, 12к6 (19 км до центра)",55.600516,37.733105,Домодедовская,18.0,10.0,косметический ремонт,панельные,2021.0,,не угловая,"пассажирский, грузовой",12к6,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12254493/,raw,1.47,geo_recomputed,18.41,0.63,0.14,0.11,0.49,0.37
all,37550000.0,48.1,2.0,14.0,22.0,"Москва, ул. Живописная, 21а",55.793348,37.448581,Щукинская,24.0,10.0,,монолитные,2018.0,3.0,не угловая,"пассажирский, грузовой",21а,Двор,"наземный паркинг, подземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12254922/,raw,2.01,geo_recomputed,11.4,4.08,0.45,0.81,0.59,0.86
all,15800000.0,45.2,1.0,13.0,24.0,"Москва, ул. Перерва, 72",55.668361,37.77511,Люблино,15.0,10.0,евроремонт,монолитные,2004.0,2.7,не угловая,,72,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12255623/,raw,1.25,geo_recomputed,13.67,3.84,0.22,0.23,0.31,0.08
all,18100000.0,57.0,2.0,12.0,17.0,"Москва, ул. Пятницкое шоссе, 6",55.836969,37.388987,Волоколамская,5.0,10.0,косметический ремонт,панельные,1997.0,2.64,не угловая,"пассажирский, грузовой",6,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12256208/,raw,0.46,geo_recomputed,17.01,0.42,0.51,0.26,0.73,0.19
all,19650000.0,35.9,1.0,8.0,27.0,"Москва, ул. Крузенштерна, 9 (5 км до центра)",55.752967,37.700047,Авиамоторная,13.0,12.0,без отделки,монолитные,,,не угловая,,9,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/12256372/,raw,1.09,geo_recomputed,5.29,8.91,0.32,0.36,0.27,0.42
all,55315000.0,97.5,3.0,17.0,21.0,"Москва, ул. 3-я Хорошёвская, 17а/2 (8 км до центра)",55.784607,37.495186,Зорге,8.0,31.3,черновая отделка,монолитно-кирпичный,2023.0,3.1,не угловая,,17а/2,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12256457/,raw,0.68,geo_recomputed,8.35,7.16,0.55,0.24,0.44,0.27
all,14900000.0,32.2,1.0,4.0,9.0,"Москва, ул. Профсоюзная, 85к1",55.643937,37.528864,Беляево,3.0,10.0,требует ремонта / частичный ремонт,панели железобетонные,,,не угловая,,85к1,Двор,"наземный паркинг, парковка во дворе",нет,https://msk.etagi.com/realty/12256774/,raw,0.25,geo_recomputed,13.21,3.93,0.33,0.19,0.29,0.14
all,15300000.0,57.7,3.0,5.0,9.0,"Москва, ул. 2-й Тушинский проезд, 10",55.834836,37.417491,Трикотажная,14.0,6.5,требует ремонта / частичный ремонт,блочные,1975.0,2.64,не угловая,пассажирский,10,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12257029/,raw,1.17,geo_recomputed,15.42,1.32,0.11,0.13,0.1,0.33
all,13700000.0,23.2,0.0,6.0,25.0,"Москва, ул. Домостроительная, 14 (16 км до центра)",55.662303,37.425486,Мещерская,6.0,6.0,евроремонт,панельные,2021.0,2.64,не угловая,"пассажирский, грузовой",14,Двор,"подземный паркинг, наземный паркинг",есть,https://msk.etagi.com/realty/12242393/,raw,0.49,geo_recomputed,15.55,0.38,0.15,0.22,1.41,0.44
all,13600000.0,38.5,1.0,3.0,14.0,"Москва, ул. Кантемировская, 17к1",55.636717,37.671166,Кантемировская,11.0,8.5,косметический ремонт,панельные,1990.0,2.64,не угловая,пассажирский,17к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12243767/,raw,0.94,geo_recomputed,13.3,6.19,0.38,0.37,0.28,0.15
all,14300000.0,23.5,0.0,15.0,24.0,"Москва, ул. Новоостаповская, 20 (6 км до центра)",55.723759,37.686025,Волгоградский проспект,2.0,6.0,евроремонт,монолитные,,,не угловая,грузовой,20,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/12243921/,raw,0.21,geo_recomputed,5.43,9.46,0.78,0.53,0.7,0.15
all,16500000.0,39.3,1.0,6.0,10.0,"Москва, ул. Татьянин Парк, 14к2 (16 км до центра)",55.654985,37.424479,Говорово,7.0,5.0,евроремонт,"кирпичные, монолитно-каркасные",,2.8,не угловая,пассажирский,14к2,Двор,,нет,https://msk.etagi.com/realty/12244578/,raw,0.61,geo_recomputed,16.13,0.83,0.28,0.08,0.9,0.37
all,14199999.0,20.9,0.0,7.0,26.0,"Москва, ул. Нагатинская набережная, 10а (8 км до центра)",55.682285,37.637515,Нагатинская,12.0,9.0,без отделки,монолитно-кирпичный,,,не угловая,,10а,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12244603/,raw,1.04,geo_recomputed,7.89,11.49,0.34,0.16,0.67,0.32
all,21000000.0,54.0,2.0,2.0,17.0,"Москва, ул. Хорошёвское шоссе, 62",55.778639,37.531792,Хорошевская,9.0,9.0,косметический ремонт,панельные,1983.0,2.64,не угловая,"пассажирский, грузовой",62,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12244748/,raw,0.79,geo_recomputed,6.01,9.55,0.17,0.08,0.04,0.06
all,26000000.0,76.3,3.0,22.0,25.0,"Москва, ул. Покровская, 17к5 (33 км до центра)",55.698802,37.930905,Некрасовка,6.0,14.0,евроремонт,панельные,2018.0,2.7,не угловая,грузовой,17к5,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12245048/,raw,0.54,geo_recomputed,20.62,6.06,0.26,0.1,0.08,0.34
all,7000000.0,36.6,1.0,5.0,20.0,"Москва, ул. Лермонтовский проспект, 14к1",55.698244,37.855958,Ухтомская,6.0,10.0,косметический ремонт,железо-бетон,,,не угловая,,14к1,Детская площадка,,нет,https://msk.etagi.com/realty/12245501/,raw,0.52,geo_recomputed,16.2,1.56,0.14,0.09,0.5,0.27
all,31000000.0,66.9,2.0,2.0,29.0,"23А с6, 2-й Амбулаторный проезд, район Аэропорт, Москва, Центральный федеральный округ, 125315, Россия",55.812605,37.522223,Красный Балтиец,5.0,22.2,без отделки,монолитные,,,,,,,,,https://msk.etagi.com/realty/12246279/,geo,0.41,geo_recomputed,8.9,8.17,0.49,0.4,0.27,0.53
all,15500000.0,32.2,1.0,9.0,12.0,"Москва, ул. Академика Варги, 6",55.630777,37.476411,Генерала Тюленева,9.0,7.1,косметический ремонт,сборно-монолитный железобетонный каркас,1974.0,2.64,не угловая,"пассажирский, грузовой",6,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12246346/,raw,0.79,geo_recomputed,16.07,0.37,0.13,0.13,0.82,0.13
all,15400000.0,50.2,2.0,8.0,14.0,"Москва, ул. Курганская, 12",55.829446,37.823394,Щелковская,32.0,8.0,евроремонт,панельные,1990.0,2.64,не угловая,,12,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12290472/,raw,2.68,geo_recomputed,15.57,0.22,0.19,0.1,1.03,0.38
all,25000000.0,57.2,2.0,12.0,14.0,"Москва, ул. Судостроительная, 17",55.681387,37.674445,Коломенская,10.0,10.0,косметический ремонт,монолитные,,2.64,не угловая,"пассажирский, грузовой",17,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12159704/,raw,0.8,geo_recomputed,8.69,9.79,0.26,0.2,0.63,0.1
all,21000000.0,38.6,1.0,15.0,21.0,"Москва, ул. Яблочкова, 16 (8 км до центра)",55.819939,37.581514,Тимирязевская,6.0,9.1,евроремонт,блочные,2008.0,3.0,не угловая,"пассажирский, грузовой",16,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12207998/,raw,0.46,geo_recomputed,7.83,9.34,0.28,0.09,0.3,0.08
all,28000000.0,57.4,2.0,6.0,25.0,"Москва, ул. Берзарина, 32",55.791086,37.471641,Октябрьское поле,17.0,11.0,евроремонт,монолитно-кирпичный,2025.0,2.74,не угловая,"грузовой, пассажирский",32,Двор,подземный паркинг,есть,https://msk.etagi.com/realty/12232215/,raw,1.38,geo_recomputed,9.99,5.54,0.15,0.28,0.22,0.26
all,17500000.0,53.7,2.0,2.0,16.0,"Москва, ул. Елецкая, 18 (17 км до центра)",55.606614,37.732808,Зябликово,12.0,8.4,косметический ремонт,панельные,1983.0,2.64,не угловая,"пассажирский, грузовой",18,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12232789/,raw,0.98,geo_recomputed,17.78,1.19,0.19,0.18,0.05,0.08
all,23400000.0,64.9,3.0,9.0,12.0,"Москва, ул. Загородное шоссе, 10к6",55.69314,37.600936,Крымская,5.0,10.0,без отделки,блочные,1970.0,2.64,не угловая,"пассажирский, грузовой",10к6,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12232985/,raw,0.43,geo_recomputed,6.63,10.73,0.17,0.28,0.2,0.21
all,22000000.0,35.4,1.0,19.0,23.0,"Москва, ул. Красноказарменная, 14к (5 км до центра)",55.753787,37.708257,Авиамоторная,7.0,9.0,евроремонт,монолитные,2018.0,,не угловая,,14к,Детская площадка,,нет,https://msk.etagi.com/realty/12233613/,raw,0.61,geo_recomputed,5.8,8.4,0.19,0.09,0.52,0.35
all,18500000.0,58.6,3.0,4.0,9.0,"Москва, ул. Уссурийская, 1к2 (20 км до центра)",55.825694,37.808878,Щелковская,22.0,6.1,косметический ремонт,панельные,1970.0,2.64,не угловая,пассажирский,1к2,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12233708/,raw,1.87,geo_recomputed,14.59,1.14,0.43,0.1,0.82,0.25
all,33590000.0,40.7,2.0,41.0,54.0,"Москва, ул. 2-я Хуторская, вл34кс (6 км до центра)",55.806095,37.571147,Дмитровская,8.0,5.0,,монолитные,,,не угловая,,вл34кс,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12234383/,raw,0.7,geo_recomputed,6.61,10.55,0.31,0.18,0.32,0.04
all,17800000.0,29.9,1.0,4.0,5.0,"Москва, ул. Земляной Вал, 50а",55.75129,37.65417,Чкаловская,7.0,6.0,косметический ремонт,блочные+кирпич,1960.0,,не угловая,,50а,Детская площадка,,нет,https://msk.etagi.com/realty/12234809/,raw,0.61,geo_recomputed,2.42,11.78,0.21,0.4,0.07,0.51
all,23450000.0,64.0,3.0,10.0,12.0,"Москва, ул. Ереванская, 26к1",55.627925,37.676987,Царицыно,11.0,9.0,,блочные,1968.0,2.64,не угловая,"пассажирский, грузовой",26к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12235159/,raw,0.9,geo_recomputed,14.34,5.19,0.2,0.32,0.14,0.22
all,17700000.0,47.5,2.0,2.0,12.0,"Москва, ул. Ясный проезд, 4к2",55.872577,37.631137,Отрадное,22.0,6.0,косметический ремонт,панельные,,,,,,,,,https://msk.etagi.com/realty/12235175/,raw,1.87,geo_recomputed,13.42,2.85,0.42,0.08,0.28,0.1
all,18800000.0,53.0,0.0,2.0,3.0,"Москва, ул. Электрозаводская, 33с1 (7 км до центра)",55.793166,37.70788,Преображенская площадь,6.0,10.0,,железобетонные,,,,,,,,,https://msk.etagi.com/realty/12099885/,raw,0.5,geo_recomputed,7.35,8.08,0.36,0.32,0.13,0.07
all,21500000.0,59.3,2.0,24.0,29.0,"Издание, Нижегородский район, Москва, Центральный федеральный округ, 109202, Россия",55.737149,37.748043,Андроновка,11.0,26.5,косметический ремонт,монолитно-кирпичный,,2.98,не угловая,,21,Двор,подземный паркинг,есть,https://msk.etagi.com/realty/12176188/,geo,0.92,geo_recomputed,8.46,5.83,0.27,0.2,0.27,0.41
all,17900000.0,26.4,0.0,17.0,29.0,"Москва, ул. Волгоградский проспект, 32/5к4 (5 км до центра)",55.720023,37.688782,Угрешская,7.0,8.0,евроремонт,монолитные,2023.0,3.0,не угловая,"пассажирский, грузовой",32/5к4,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12202260/,raw,0.59,geo_recomputed,5.81,9.19,1.07,0.09,0.41,0.37
all,50900000.0,127.0,3.0,30.0,33.0,"Москва, ул. 1-й Нагатинский проезд, 11к1",55.678707,37.634631,Нагатинская,11.0,19.8,,газобетонные блоки (сибит),,,не угловая,,11к1,Парковка,"парковка во дворе, подземный паркинг",нет,https://msk.etagi.com/realty/12226186/,raw,0.94,geo_recomputed,8.26,11.31,0.3,0.34,0.25,0.25
all,114000000.0,125.9,4.0,25.0,32.0,"Москва, ул. Летниковская, 11к1 (4 км до центра)",55.726183,37.644962,Павелецкая,7.0,15.0,без отделки,монолитные,,,не угловая,,11к1,Детская площадка,,нет,https://msk.etagi.com/realty/12227773/,raw,0.56,geo_recomputed,3.43,12.02,0.63,0.35,0.34,0.22
all,14900000.0,50.3,3.0,3.0,9.0,"Москва, ул. Чертановская, 39к2 (13 км до центра)",55.609472,37.594216,Пражская,6.0,6.0,косметический ремонт,панельные,1970.0,,,,,,,,https://msk.etagi.com/realty/12227899/,raw,0.54,geo_recomputed,15.93,3.43,0.18,0.1,0.85,0.14
all,24500000.0,74.7,3.0,7.0,17.0,"Москва, ул. Адмирала Лазарева, 43 (23 км до центра)",55.541805,37.521201,Бунинская аллея,6.0,10.1,косметический ремонт,панельные,2003.0,,не угловая,"пассажирский, грузовой",43,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12227983/,raw,0.54,geo_recomputed,24.13,5.28,0.14,0.16,0.33,0.3
all,39000000.0,62.3,3.0,19.0,32.0,"Москва, ул. Причальный проезд, 10к2 (6 км до центра)",55.760788,37.516322,Шелепиха,8.0,3.9,без отделки,монолитно-кирпичный,,,не угловая,,10к2,Двор,парковка во дворе,нет,https://msk.etagi.com/realty/12228291/,raw,0.68,geo_recomputed,6.28,9.22,0.17,0.14,0.66,0.73
all,29000000.0,75.8,3.0,1.0,9.0,"Москва, ул. Ивана Бабушкина, 11/2",55.592964,37.46287,Корниловская,15.0,7.4,косметический ремонт,монолитно-кирпичный,2019.0,3.0,не угловая,"пассажирский, грузовой",11/2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12228428/,raw,1.27,geo_recomputed,20.13,2.63,0.29,0.18,0.22,0.24
all,10600000.0,28.9,0.0,3.0,4.0,"Москва, ул. Подъёмная, 14с25",55.742448,37.710764,Калитники,13.0,2.0,косметический ремонт,кирпичные,,2.5,не угловая,,14с25,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12228575/,raw,1.08,geo_recomputed,6.05,8.2,0.5,0.57,0.33,0.61
all,150000000.0,116.0,3.0,11.0,13.0,"Москва, ул. Василисы Кожиной, 13",55.736184,37.499875,Багратионовская,10.0,30.0,,монолитные,2019.0,3.0,не угловая,"пассажирский, грузовой",13,Двор,подземный паркинг,есть,https://msk.etagi.com/realty/12229242/,raw,0.84,geo_recomputed,7.46,7.34,0.33,0.07,0.38,0.58
all,13000000.0,31.0,1.0,3.0,9.0,"Москва, ул. Бехтерева, 11к1",55.633922,37.649759,Кантемировская,6.0,5.0,косметический ремонт,блочные,1965.0,2.64,не угловая,"пассажирский, грузовой",11к1,Двор,,нет,https://msk.etagi.com/realty/12214229/,raw,0.47,geo_recomputed,13.33,6.7,0.22,0.09,0.32,0.48
all,7900000.0,17.1,0.0,2.0,3.0,"Москва, ул. Грайвороновская, 4с1 (8 км до центра)",55.716595,37.727005,Новохохловская,6.0,,,блоки железобетонные,,,,,,,,,https://msk.etagi.com/realty/12214355/,raw,0.53,geo_recomputed,8.02,6.77,0.54,0.25,0.22,0.26
all,18000000.0,48.3,2.0,4.0,12.0,"Москва, ул. Введенского, 12к2 (13 км до центра)",55.644028,37.541647,Беляево,12.0,9.0,евроремонт,блочные,1974.0,2.48,не угловая,"пассажирский, грузовой",12к2,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12214411/,raw,0.99,geo_recomputed,12.89,4.61,0.39,0.11,0.1,0.16
all,10850000.0,19.8,0.0,24.0,32.0,"Москва, ул. Иловайская, 2 (13 км до центра)",55.65784,37.725056,Перерва,8.0,5.1,евроремонт,монолитные,,,не угловая,,2,Двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12214609/,raw,0.64,geo_recomputed,12.53,5.7,0.26,0.46,0.93,0.13
all,18500000.0,36.4,2.0,6.0,40.0,"Москва, ул. 1-й Грайвороновский проезд, 2с12",55.720728,37.727634,Новохохловская,7.0,22.9,черновая отделка,монолитно-кирпичный,,,не угловая,,2с12,Детская площадка,,нет,https://msk.etagi.com/realty/12214634/,raw,0.58,geo_recomputed,7.84,6.86,0.62,0.2,0.24,0.24
all,17580000.0,38.8,1.0,6.0,24.0,"Москва, ул. Тагильская, 4а (11 км до центра)",55.818103,37.752868,Бульвар Рокоссовского,12.0,6.9,,монолитные,2024.0,2.64,не угловая,"пассажирский, грузовой",4а,Двор,"гостевой паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12215313/,raw,1.0,geo_recomputed,11.29,4.13,0.25,0.22,0.49,0.16
all,54400000.0,83.0,2.0,4.0,6.0,"Москва, ул. 3-я Тверская-Ямская, 12 (3 км до центра)",55.771818,37.59657,Маяковская,3.0,25.0,,кирпичные,,3.2,не угловая,,12,Детская площадка,,нет,https://msk.etagi.com/realty/12216365/,raw,0.22,geo_recomputed,2.49,13.66,0.38,0.29,0.06,0.44
all,21500000.0,51.6,2.0,2.0,25.0,"Баерн, 1 к1, Новорижское шоссе, район Кунцево, Москва, городской округ Красногорск, Москва, Центральный федеральный округ, 143405, Россия",55.80148,37.348976,Павшино,19.0,19.5,,панельные,2021.0,2.63,не угловая,пассажирский,1к1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12216368/,geo,1.6,geo_recomputed,17.55,1.93,0.17,0.21,1.73,2.33
all,,,,,,,,,,,,,,,,,,,,,,https://msk.etagi.com/realty/12217477/,missing,,missing,,,,,,
