source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km
1k,13700000.0,37.5,1.0,2.0,14.0,"Москва, ул. Боровское шоссе, 20к1 (20 км до центра)",55.649901,37.367427,Боровское шоссе,4.0,9.0,евроремонт,панельные,,,не угловая,,20к1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12290900/,raw,0.36,geo_recomputed,19.27,4.28,0.15,0.08,1.18,0.58
1k,27100000.0,49.2,1.0,3.0,22.0,"Москва, ул. проспект Вернадского, 52",55.673778,37.496695,Проспект Вернадского,7.0,10.0,евроремонт,монолитные,2.0,2.7,не угловая,пассажирский,52,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12291252/,raw,0.58,geo_recomputed,11.47,4.08,0.24,0.19,0.32,0.23
1k,13500000.0,32.0,1.0,1.0,9.0,"Москва, ул. Пивченкова, 3к2 (18 км до центра)",55.733487,37.475899,Славянский бульвар,6.0,10.0,требует ремонта / частичный ремонт,кирпичные,1965.0,,не угловая,пассажирский,3к2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12297406/,raw,0.54,geo_recomputed,8.99,5.96,0.27,0.18,0.26,0.17
1k,12500000.0,32.7,1.0,5.0,5.0,"Москва, ул. Красноказарменная, 2к2",55.759598,37.689968,Лефортово,12.0,8.0,требует ремонта / частичный ремонт,монолитно-кирпичный,1961.0,2.64,не угловая,,2к2,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12298188/,raw,0.97,geo_recomputed,4.73,9.57,0.16,0.51,0.63,0.31
1k,20500000.0,42.4,1.0,20.0,26.0,"Москва, ул. Кронштадтский бульвар, 6к3 (17 км до центра)",55.840912,37.495231,Водный стадион,6.0,10.6,косметический ремонт,монолитные,2015.0,,,,,,,,https://msk.etagi.com/realty/12298856/,raw,0.53,geo_recomputed,12.41,5.03,0.48,0.06,0.39,0.17
1k,10300000.0,34.4,1.0,4.0,16.0,"Ozon, улица Ивана Гераськина, 5-й квартал Капотня, район Капотня, Москва, Центральный федеральный округ, 109649, Россия",55.630533,37.798691,Алма-Атинская,25.0,9.0,косметический ремонт,панельные,,,не угловая,,24,Детская площадка,,нет,https://msk.etagi.com/realty/12299354/,geo,2.1,geo_recomputed,17.74,0.26,0.12,0.22,0.81,0.08
1k,11500000.0,34.0,1.0,1.0,12.0,"Москва, ул. Генерала Белова, 33/19",55.613316,37.722091,Домодедовская,6.0,6.0,косметический ремонт,панельные,1975.0,2.64,не угловая,"пассажирский, грузовой",33/19,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12301275/,raw,0.47,geo_recomputed,16.82,2.19,0.1,0.29,0.51,0.12
1k,15350000.0,38.0,1.0,3.0,9.0,"Москва, ул. Коптевская, 32а",55.838283,37.524139,Коптево,4.0,8.5,косметический ремонт,панели железобетонные,,2.75,не угловая,,32а,Детская площадка,,нет,https://msk.etagi.com/realty/12302863/,raw,0.3,geo_recomputed,11.15,6.01,0.14,0.32,0.19,0.41
1k,17990000.0,32.5,1.0,4.0,9.0,"Москва, ул. 2-я Сокольническая, 1",55.785974,37.68076,Сокольники,4.0,6.7,косметический ремонт,панельные,1974.0,2.64,не угловая,пассажирский,1,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12303188/,raw,0.37,geo_recomputed,5.54,9.82,0.28,0.22,0.46,0.15
1k,13200000.0,30.1,1.0,3.0,9.0,"Москва, ул. Ленинградское шоссе, 112/1к1",55.863687,37.466916,Беломорская,7.0,8.0,,блоки железобетонные,,,не угловая,,112/1к1,Двор,парковка во дворе,нет,https://msk.etagi.com/realty/12304272/,raw,0.61,geo_recomputed,15.49,2.13,0.5,0.31,0.34,0.09
1k,13250000.0,35.0,1.0,9.0,9.0,"Москва, ул. Мусоргского, 11",55.863959,37.624049,Отрадное,14.0,6.0,,панельные,1974.0,2.5,не угловая,пассажирский,11,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12304994/,raw,1.19,geo_recomputed,12.44,3.89,0.07,0.32,0.38,0.13
1k,14880621.0,39.3,1.0,8.0,18.0,"Москва, ул. Полярная, 3",55.872344,37.63676,Бабушкинская,21.0,10.9,черновая отделка,газобетонные блоки,2025.0,,не угловая,,3,Детская площадка,,нет,https://msk.etagi.com/realty/12250394/,raw,1.73,geo_recomputed,13.42,2.8,0.42,0.32,0.24,0.23
1k,15795956.0,41.5,1.0,9.0,18.0,"Москва, ул. Полярная, 3",55.872344,37.63676,Бабушкинская,21.0,10.9,черновая отделка,газобетонные блоки,2025.0,,не угловая,,3,Детская площадка,,нет,https://msk.etagi.com/realty/12250481/,raw,1.73,geo_recomputed,13.42,2.8,0.42,0.32,0.24,0.23
1k,14500000.0,29.8,1.0,1.0,5.0,"Москва, ул. Аэродромная, 12к1",55.847831,37.43393,Сходненская,5.0,5.08,требует ремонта / частичный ремонт,панельные,1961.0,2.64,не угловая,,12к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12252180/,raw,0.45,geo_recomputed,15.56,2.53,0.09,0.37,0.22,0.17
1k,13250000.0,41.0,1.0,17.0,17.0,"Москва, ул. Ухтомского Ополчения, 1 (20 км до центра)",55.700958,37.924509,Некрасовка,3.0,10.0,косметический ремонт,панельные,2013.0,2.5,не угловая,"пассажирский, грузовой",1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12252429/,raw,0.25,geo_recomputed,20.17,5.61,0.19,0.1,0.37,0.27
1k,16950000.0,32.2,1.0,4.0,5.0,"Москва, ул. Большая Почтовая, 18/20к11 (7 км до центра)",55.774755,37.691701,Бауманская,10.0,4.5,требует ремонта / частичный ремонт,кирпичные,1930.0,2.64,не угловая,,18/20к11,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12252809/,raw,0.83,geo_recomputed,5.38,9.46,0.21,0.11,0.3,0.35
1k,15850000.0,39.4,1.0,1.0,12.0,"Москва, Юго-Восточный административный округ, район Кузьминки, Волжский Бульвар квартал 114А, к7",55.702074,37.750766,Кузьминки,10.0,9.0,евроремонт,кирпич керамический,,,не угловая,,к7,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12257191/,raw,0.87,geo_recomputed,10.13,4.98,0.1,0.17,0.26,0.25
1k,15200000.0,38.8,1.0,7.0,17.0,"Москва, ул. Открытое шоссе, 24к1 (15 км до центра)",55.820986,37.752886,Бульвар Рокоссовского,13.0,8.9,косметический ремонт,блочные,2011.0,2.64,не угловая,"пассажирский, грузовой",24к1,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12257511/,raw,1.08,geo_recomputed,11.5,3.9,0.11,0.26,0.21,0.07
1k,14500000.0,36.0,1.0,2.0,5.0,"Москва, ул. 2-я Пугачёвская, 10к2",55.793288,37.726412,Преображенская площадь,10.0,5.0,косметический ремонт,монолитно-каркасные,,2.5,не угловая,"пассажирский, грузовой",10к2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12206520/,raw,0.87,geo_recomputed,8.3,7.16,0.1,0.06,0.07,0.41
1k,16290000.0,32.6,1.0,13.0,13.0,"Москва, ул. Шереметьевская, 21 (5 км до центра)",55.799851,37.615255,Марьина Роща,3.0,15.05,,монолитные,,2.8,не угловая,"грузовой, пассажирский, пассажирский и грузовой",21,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12221070/,raw,0.21,geo_recomputed,5.3,10.98,0.45,0.15,0.21,0.07
1k,12800000.0,38.4,1.0,2.0,14.0,"Москва, ул. Академика Понтрягина, 11 (24 км до центра)",55.534658,37.500953,Бунинская аллея,12.0,7.4,косметический ремонт,панельные,2006.0,2.64,не угловая,"пассажирский, грузовой",11,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12221111/,raw,1.01,geo_recomputed,25.24,6.51,0.18,0.08,0.82,0.26
1k,18600000.0,38.0,1.0,20.0,21.0,"Москва, ул. Дмитровское шоссе, 107ак1 (15 км до центра)",55.879495,37.539886,Яхромская,5.0,12.0,,монолитно-кирпичный,,,не угловая,,107ак1,Двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12221815/,raw,0.43,geo_recomputed,14.92,2.77,0.46,0.08,0.15,0.2
1k,6900000.0,39.2,1.0,14.0,14.0,"Москва, ул. Красных Зорь, 23",55.724601,37.43463,Кунцевская,11.0,10.5,косметический ремонт,монолитно-заливные,,,не угловая,,23,Детская площадка,,нет,https://msk.etagi.com/realty/12221884/,raw,0.94,geo_recomputed,11.74,3.27,0.48,0.37,0.3,0.31
1k,25700000.0,45.4,1.0,26.0,27.0,"Москва, ул. Крузенштерна, 3к3 (5 км до центра)",55.752678,37.690308,Серп и Молот,9.0,15.3,без отделки,монолитные,,,не угловая,,3к3,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12222554/,raw,0.73,geo_recomputed,4.68,9.52,0.37,0.6,0.46,0.64
1k,33000000.0,67.0,1.0,5.0,20.0,"Москва, ул. Автозаводская, 26/1 (6 км до центра)",55.705853,37.631874,Тульская,9.0,21.0,требует ремонта / частичный ремонт,монолитные,,4.2,не угловая,,26/1,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/12229329/,raw,0.72,geo_recomputed,5.25,12.46,0.66,0.57,0.46,0.09
1k,20000000.0,36.0,1.0,3.0,16.0,"Москва, ул. Олеко Дундича, 7 (16 км до центра)",55.741262,37.494854,Багратионовская,3.0,6.0,косметический ремонт,панельные,2003.0,,не угловая,пассажирский,7,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12229355/,raw,0.29,geo_recomputed,7.65,7.41,0.1,0.26,0.17,0.32
1k,11700000.0,38.2,1.0,6.0,17.0,"Москва, ул. Некрасовская, 7",55.681128,37.92423,Панки,16.0,8.7,евроремонт,панельные,2007.0,2.64,не угловая,"пассажирский, грузовой",7,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12163095/,raw,1.37,geo_recomputed,20.88,5.61,0.2,0.15,0.54,0.48
1k,16400000.0,43.3,1.0,14.0,16.0,"Москва, ул. Кусковская, 12/1",55.737552,37.774867,Перово,8.0,11.0,чистовая отделка,панели железобетонные,2025.0,,не угловая,"грузовой, пассажирский",12/1,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12173266/,raw,0.66,geo_recomputed,10.1,4.15,0.74,0.65,0.67,0.57
1k,14000000.0,41.0,1.0,6.0,21.0,"Москва, ул. Новогиреевская, 5ак2 (10 км до центра)",55.761411,37.796948,Перово,17.0,10.0,без отделки,монолитные,,3.05,не угловая,"грузовой, пассажирский",5ак2,Парковка,подземный паркинг,нет,https://msk.etagi.com/realty/12177501/,raw,1.41,geo_recomputed,11.39,2.86,0.31,0.41,0.13,0.24
1k,16500000.0,41.0,1.0,12.0,17.0,"Москва, ул. Дмитровское шоссе, 169к7",55.930065,37.540156,Лианозово,3.0,9.0,косметический ремонт,,2015.0,2.64,не угловая,"пассажирский, грузовой",169к7,Двор,,нет,https://msk.etagi.com/realty/12179472/,raw,0.24,geo_recomputed,20.33,2.46,0.22,0.15,0.32,0.35
1k,,,,,,,,,,,,,,,,,,,,,,https://msk.etagi.com/realty/12183755/,missing,,missing,,,,,,
1k,25000000.0,43.2,1.0,19.0,19.0,"Москва, ул. Старый Петровско-Разумовский проезд, 1 (7 км до центра)",55.800959,37.564491,Гражданская,10.0,6.3,без отделки,монолитно-заливные,2025.0,,не угловая,,1,Детская площадка,,нет,https://msk.etagi.com/realty/12183786/,raw,0.87,geo_recomputed,6.29,10.85,0.41,0.25,0.19,0.24
1k,14500000.0,33.8,1.0,6.0,8.0,"Москва, ул. Зорге, 36",55.796876,37.503477,Панфиловская,5.0,6.0,требует ремонта / частичный ремонт,кирпичные,1963.0,2.7,не угловая,,36,Детская площадка,,нет,https://msk.etagi.com/realty/12411061/,raw,0.38,geo_recomputed,8.59,7.32,0.16,0.07,0.59,0.76
1k,19750000.0,31.2,1.0,2.0,40.0,"Москва, ул. Новоостаповская, 7к2 (4 км до центра)",55.724469,37.6842,Волгоградский проспект,2.0,16.0,косметический ремонт,монолитные,,,не угловая,,7к2,Детская площадка,,нет,https://msk.etagi.com/realty/12063386/,raw,0.14,geo_recomputed,5.29,9.59,0.64,0.62,0.6,0.13
1k,16300000.0,38.3,1.0,12.0,17.0,"Москва, ул. Большая Черёмушкинская, 24к1",55.681163,37.587308,Академическая,13.0,8.0,косметический ремонт,панельные,1984.0,2.64,не угловая,"пассажирский, грузовой",24к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12106646/,raw,1.09,geo_recomputed,8.1,9.28,0.46,0.35,0.3,0.19
1k,26950000.0,45.2,1.0,26.0,26.0,"Москва, ул. Кронштадтский бульвар, 6к1 (13 км до центра)",55.841084,37.493713,Водный стадион,5.0,16.8,,монолитно-каркасные,,2.64,не угловая,"пассажирский, грузовой",6к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12108341/,raw,0.45,geo_recomputed,12.48,4.98,0.53,0.04,0.35,0.16
1k,20000000.0,33.6,1.0,12.0,29.0,"Москва, ул. Открытое шоссе, 14дс12 (10 км до центра)",55.813683,37.74013,Бульвар Рокоссовского,5.0,12.0,евроремонт,"кирпичные, монолитно-каркасные",2023.0,3.0,не угловая,пассажирский,14дс12,Двор,полуподземный паркинг,нет,https://msk.etagi.com/realty/12108868/,raw,0.44,geo_recomputed,10.36,5.04,0.72,0.22,0.83,0.15
1k,17900000.0,36.0,1.0,5.0,19.0,"Москва, ул. Донецкая, 34к1 (13 км до центра)",55.645608,37.703676,Курьяново,6.0,9.0,евроремонт,монолитные,2020.0,,не угловая,"пассажирский, грузовой",34к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12110049/,raw,0.47,geo_recomputed,13.07,5.66,0.75,0.56,0.67,0.41
1k,24000000.0,46.7,1.0,9.0,13.0,"Москва, ул. Ходынский бульвар, 2 (6 км до центра)",55.789396,37.536832,ЦСКА,4.0,5.0,евроремонт,монолитные,,3.0,не угловая,,2,Двор,"наземный паркинг, гостевой паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/12111555/,raw,0.35,geo_recomputed,6.43,9.54,0.49,0.41,0.65,0.34
1k,25000000.0,35.5,1.0,3.0,20.0,"Москва, ул. проспект Лихачёва, 12к2",55.689522,37.65505,Технопарк,10.0,10.0,,монолитные,,,не угловая,"грузовой, пассажирский",12к2,Парковка,подземный паркинг,нет,https://msk.etagi.com/realty/12114198/,raw,0.84,geo_recomputed,7.39,10.95,0.83,0.19,0.5,0.75
1k,,,,,,,,,,,,,,,,,,,,,,https://msk.etagi.com/realty/12117988/,missing,,missing,,,,,,
1k,19500000.0,37.5,1.0,22.0,31.0,"Москва, ул. Тюменский проезд, 3к1 (10 км до центра)",55.812206,37.74092,Бульвар Рокоссовского,7.0,10.0,,монолитные,,3.2,не угловая,"пассажирский, грузовой",3к1,Двор,"подземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12119875/,raw,0.61,geo_recomputed,10.29,5.12,0.68,0.11,0.66,0.29
1k,23500000.0,37.4,1.0,15.0,16.0,"Москва, ул. Береговой проезд, 7 (14 км до центра)",55.754816,37.50523,Фили,13.0,7.0,евроремонт,панельные,2008.0,,не угловая,"пассажирский, грузовой",7,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12052719/,raw,1.05,geo_recomputed,6.91,8.46,0.22,0.21,0.28,0.29
1k,26990000.0,36.2,1.0,4.0,27.0,"Москва, ул. Шелепихинская набережная, 42к2",55.767479,37.50027,Хорошево,14.0,10.4,,монолитные,2020.0,2.64,не угловая,,42к2,Двор,"наземный паркинг, гостевой паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/12061131/,raw,1.17,geo_recomputed,7.41,8.2,0.48,0.65,0.73,0.74
1k,16950000.0,44.3,1.0,22.0,23.0,"Москва, ул. Зелёный проспект, 97а",55.750758,37.827589,Новогиреево,10.0,10.0,евроремонт,кирпичные,1951.0,2.64,не угловая,"пассажирский, грузовой",97а,Двор,,нет,https://msk.etagi.com/realty/12061949/,raw,0.83,geo_recomputed,13.27,0.9,0.18,0.34,0.3,0.17
1k,14650000.0,36.6,1.0,9.0,14.0,"Москва, ул. Судостроительная, 31к3",55.684853,37.680418,Кленовый бульвар,14.0,5.5,косметический ремонт,железобетонные,1988.0,,не угловая,,31к3,Детская площадка,,нет,https://msk.etagi.com/realty/12063039/,raw,1.16,geo_recomputed,8.52,9.38,0.09,0.17,0.3,0.19
1k,12000000.0,35.0,1.0,2.0,2.0,"Москва, ул. Суворовская, 19с5 (6 км до центра)",55.789841,37.709138,Преображенская площадь,9.0,13.0,,кирпичные,,,не угловая,,19с5,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12067573/,raw,0.77,geo_recomputed,7.19,8.26,0.35,0.69,0.36,0.05
1k,13800000.0,36.0,1.0,11.0,12.0,"Москва, ул. Бехтерева, 37к1",55.621231,37.647639,Царицыно,16.0,14.0,,блочные,1960.0,,,,,,,,https://msk.etagi.com/realty/11987315/,raw,1.37,geo_recomputed,14.7,5.32,0.27,0.47,0.55,0.31
1k,19700000.0,37.4,1.0,3.0,26.0,"Очаковское шоссе, район Очаково-Матвеевское, Москва, Центральный федеральный округ, 119530, Россия",55.692988,37.456927,Аминьевская,8.0,10.0,чистовая отделка,монолитные,,,,,,,,,https://msk.etagi.com/realty/11987809/,geo,0.65,geo_recomputed,11.92,2.7,0.28,0.1,0.65,0.47
1k,20000000.0,39.5,1.0,12.0,14.0,"Москва, ул. Красных Зорь, 23",55.724601,37.43463,Кунцевская,11.0,12.0,евроремонт,монолитно-заливные,,2.8,не угловая,,23,Детская площадка,,нет,https://msk.etagi.com/realty/11993279/,raw,0.94,geo_recomputed,11.74,3.27,0.48,0.37,0.3,0.31
1k,11600000.0,23.9,1.0,17.0,24.0,"Москва, ул. Производственная, 19к1",55.645969,37.380687,Боровское шоссе,8.0,16.0,косметический ремонт,монолитный железобетонный каркас,2025.0,,не угловая,,19к1,Детская площадка,,нет,https://msk.etagi.com/realty/11994637/,raw,0.67,geo_recomputed,18.87,3.72,0.38,0.47,0.78,0.66
1k,18000000.0,35.0,1.0,5.0,25.0,"Москва, ул. Новоостаповская, 2 (5 км до центра)",55.717264,37.666531,Дубровка,7.0,15.0,евроремонт,монолитные,,,не угловая,грузовой,2,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/12005450/,raw,0.62,geo_recomputed,5.03,10.48,0.19,0.39,0.28,0.24
1k,33300000.0,44.8,1.0,34.0,44.0,"Москва, ул. Ходынская, 2",55.770806,37.564212,Улица 1905 года,9.0,10.0,,кирпичные,,2.95,не угловая,,2,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/12007532/,raw,0.77,geo_recomputed,3.82,11.76,0.42,0.6,0.43,0.26
1k,21990000.0,43.0,1.0,3.0,15.0,"Москва, ул. Веерная, 30к6 (18 км до центра)",55.710423,37.476016,Матвеевское,9.0,9.0,косметический ремонт,панельные,2003.0,2.64,не угловая,"пассажирский, грузовой",30к6,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11920560/,raw,0.74,geo_recomputed,9.9,4.51,0.26,0.46,0.28,0.33
1k,13050000.0,32.0,1.0,6.0,18.0,"Москва, ул. Берёзовая аллея, 19к1",55.849069,37.62422,Ботанический сад,12.0,9.0,косметический ремонт,монолитные,,,не угловая,"пассажирский, грузовой",19к1,Двор,"подземный паркинг, парковка во дворе",нет,https://msk.etagi.com/realty/11933479/,raw,0.98,geo_recomputed,10.78,5.5,0.57,0.28,0.31,0.2
1k,17700000.0,39.5,1.0,6.0,54.0,"Москва, ул. Волоколамское шоссе, 95/2к7",55.830766,37.401483,Трикотажная,4.0,21.1,черновая отделка,другое,,,,,,,,,https://msk.etagi.com/realty/11939785/,raw,0.31,geo_recomputed,15.98,0.38,0.92,0.85,1.19,0.29
1k,14300000.0,33.5,1.0,9.0,9.0,"Москва, ул. Беловежская, 61 (16 км до центра)",55.70878,37.395635,Немчиновка,18.0,7.0,,монолитные,,,,,,,,,https://msk.etagi.com/realty/11942610/,raw,1.52,geo_recomputed,14.59,0.28,0.12,0.19,0.15,0.09
1k,23500000.0,41.7,1.0,6.0,36.0,"Москва, ул. Головинское шоссе, 10б",55.837181,37.497315,Водный стадион,8.0,18.0,,панельные,2019.0,,,,,,,,https://msk.etagi.com/realty/11944198/,raw,0.64,geo_recomputed,12.0,5.46,0.61,0.45,0.42,0.49
1k,17100000.0,33.0,1.0,31.0,48.0,"Москва, ул. Вишнёвая, 7с43",55.829714,37.437712,Тушинская,6.0,13.0,чистовая отделка,монолитно-кирпичный,,2.75,не угловая,,7с43,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/11953226/,raw,0.47,geo_recomputed,14.07,2.64,0.54,0.47,0.48,0.17
1k,13300000.0,36.0,1.0,13.0,14.0,"Москва, ул. Маршала Кожедуба, 14",55.672839,37.791055,Люблино,23.0,8.0,косметический ремонт,панельные,2003.0,2.68,не угловая,"пассажирский, грузовой",14,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11953918/,raw,1.89,geo_recomputed,14.09,2.75,0.18,0.11,0.9,0.23
1k,13800000.0,35.5,1.0,12.0,12.0,"Москва, ул. Гамалеи, 19к2",55.801055,37.454124,Щукинская,13.0,9.9,требует ремонта / частичный ремонт,блочные,1975.0,2.64,не угловая,"пассажирский, грузовой",19к2,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11954819/,raw,1.09,geo_recomputed,11.47,4.2,0.09,0.32,0.06,0.48
1k,14000000.0,32.0,1.0,4.0,5.0,"Москва, ул. Бехтерева, 35к1",55.621836,37.648708,Царицыно,16.0,6.0,косметический ремонт,панельные,1967.0,,,,,,,,https://msk.etagi.com/realty/11837010/,raw,1.32,geo_recomputed,14.64,5.4,0.2,0.39,0.55,0.26
1k,13100000.0,38.7,1.0,11.0,14.0,"Москва, ул. Лескова, 28к1 (12 км до центра)",55.892506,37.615111,Бибирево,15.0,10.0,косметический ремонт,панельные,1986.0,,,,,,,,https://msk.etagi.com/realty/11848133/,raw,1.22,geo_recomputed,15.6,1.03,0.2,0.11,0.43,0.14
1k,15000000.0,30.4,1.0,5.0,5.0,"Москва, ул. Кавказский бульвар, 12",55.633861,37.669306,Кантемировская,10.0,6.0,косметический ремонт,панельные,1966.0,,,,,,,,https://msk.etagi.com/realty/11854520/,raw,0.86,geo_recomputed,13.58,6.01,0.14,0.33,0.61,0.12
1k,12800000.0,,1.0,,,"1 к3, Квартал №100, район Кунцево, Москва, Центральный федеральный округ, 121500, Россия",55.803757,37.351105,Павшино,17.0,,,,,,,,,,,,https://msk.etagi.com/realty/11855917/,geo,1.41,geo_recomputed,17.51,1.93,0.41,0.31,1.88,2.09
1k,16000000.0,32.0,1.0,6.0,14.0,"Москва, ул. Рублёвское шоссе, 7",55.729265,37.453288,Кунцевская,5.0,8.0,косметический ремонт,кирпич красный,1969.0,2.8,не угловая,,7,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11855973/,raw,0.44,geo_recomputed,10.48,4.54,0.25,0.39,0.53,0.37
1k,16470000.0,39.0,1.0,16.0,17.0,"Москва, ул. Дубнинская, 13 (12 км до центра)",55.859968,37.566683,Верхние Лихоборы,6.0,8.5,евроремонт,панельные,2000.0,2.7,не угловая,"пассажирский, грузовой",13,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11859710/,raw,0.54,geo_recomputed,12.37,5.49,0.23,0.08,0.12,0.12
1k,13900000.0,29.5,1.0,10.0,23.0,"Москва, ул. Волоколамское шоссе, 71/22к3",55.822251,37.435897,Тушинская,4.0,9.0,евроремонт,монолитно-кирпичный,2022.0,2.7,не угловая,,71/22к3,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/11861724/,raw,0.37,geo_recomputed,13.67,2.67,0.71,0.46,0.55,0.29
1k,56500000.0,50.6,1.0,20.0,39.0,"Москва, ул. Поклонная, 9 (6 км до центра)",55.734334,37.525324,Парк Победы,7.0,27.4,,монолитно-кирпичный,,2.8,не угловая,"пассажирский, грузовой",9,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11760570/,raw,0.55,geo_recomputed,5.99,8.53,0.25,0.28,0.38,0.15
1k,16800000.0,42.0,1.0,18.0,22.0,"Москва, ул. Варшавское шоссе, 139",55.591981,37.601924,Улица Академика Янгеля,6.0,9.0,евроремонт,монолитно-кирпичный,2021.0,2.8,не угловая,"пассажирский, грузовой",139,Двор,,нет,https://msk.etagi.com/realty/11761141/,raw,0.53,geo_recomputed,17.84,1.79,0.21,0.26,0.47,0.29
1k,13600000.0,38.3,1.0,13.0,22.0,"Москва, ул. Новочеркасский бульвар, 42 (13 км до центра)",55.646238,37.736428,Марьино,7.0,10.2,косметический ремонт,панельные,1980.0,2.66,не угловая,"пассажирский, грузовой",42,Двор,,есть,https://msk.etagi.com/realty/11770028/,raw,0.57,geo_recomputed,14.01,4.27,0.23,0.24,0.2,0.07
1k,,,,,,,,,,,,,,,,,,,,,,https://msk.etagi.com/realty/11774103/,missing,,missing,,,,,,
1k,31000000.0,39.0,1.0,5.0,46.0,"Москва, ул. Дубининская, 59а (4 км до центра)",55.718286,37.636024,Серпуховская,14.0,20.0,евроремонт,монолитные,2023.0,,не угловая,"пассажирский, грузовой, пассажирский и грузовой",59а,Двор,"парковка во дворе, подземный паркинг",нет,https://msk.etagi.com/realty/11776529/,raw,1.16,geo_recomputed,3.98,12.39,0.67,0.07,0.21,0.12
1k,12800000.0,36.3,1.0,4.0,15.0,"Москва, ул. Ленинградское шоссе, 228 (25 км до центра)",55.932591,37.381558,Молжаниново,11.0,11.0,евроремонт,панельные,,,,,,,,,https://msk.etagi.com/realty/10929204/,raw,0.94,geo_recomputed,24.82,6.86,1.07,1.92,2.41,0.53
1k,13800000.0,41.4,1.0,22.0,25.0,"Москва, ул. Илимская, 1вк1 (15 км до центра)",55.89082,37.570483,Бескудниково,11.0,10.1,предчистовая отделка,железо-бетон,,,не угловая,грузовой,1вк1,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/10944553/,raw,0.92,geo_recomputed,15.67,2.16,0.2,0.35,0.5,0.38
1k,,,,,,,,,,,,,,,,,,,,,,https://msk.etagi.com/realty/10946046/,missing,,missing,,,,,,
1k,16950000.0,40.0,1.0,7.0,12.0,"Москва, ул. Академика Челомея, 10",55.660165,37.526851,Воронцовская,11.0,8.5,косметический ремонт,блочные,,2.5,не угловая,,10,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10947296/,raw,0.9,geo_recomputed,11.65,4.82,0.38,0.1,0.16,0.08
1k,11950000.0,40.0,1.0,9.0,15.0,"Москва, ул. Ленинградское шоссе, 229ак1 (27 км до центра)",55.936958,37.361022,Новоподрезково,7.0,23.0,современный ремонт,монолитные,2024.0,,не угловая,,229ак1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10948557/,raw,0.59,geo_recomputed,25.97,7.91,1.24,0.58,1.22,0.38
