price,area_total,rooms,floor,floors_total,latitude,longitude,metro_walk_min,kitchen_area,build_year,ceiling_height,floor_position,yard,playground,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,parking_underground,parking_ground,parking_multilevel,parking_open,elevator_passenger,elevator_cargo,walls_norm_block,walls_norm_brick,walls_norm_monolith,walls_norm_other,walls_norm_panel,walls_norm_unknown,renovation_norm_cosmetic,renovation_norm_good,renovation_norm_no_repair,renovation_norm_other,renovation_norm_unknown
20200000.0,53.0,2.0,14.0,14.0,55.840422,37.525791,4.0,10.0,,,не угловая,Двор,нет,raw,0.37,geo_recomputed,11.3,5.84,0.15,0.34,0.43,0.21,381132.07547169813,0,1,0,0,1,0,False,False,False,True,False,False,True,False,False,False,False
18490000.0,54.0,2.0,4.0,16.0,55.589351,37.640704,19.0,9.0,,,не угловая,Детская площадка,нет,raw,1.61,geo_recomputed,18.18,1.75,0.17,0.15,0.75,0.32,342407.4074074074,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False
43990000.0,44.4,2.0,1.0,9.0,55.781185,37.578541,6.0,10.0,,,не угловая,Двор,нет,raw,0.47,geo_recomputed,3.97,12.3,0.12,0.16,0.11,0.26,990765.7657657658,0,1,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False
28000000.0,48.0,1.0,5.0,14.0,55.672642,37.466817,14.0,13.0,2018.0,3.1,не угловая,Двор,есть,raw,1.13,geo_recomputed,12.85,2.44,0.27,0.08,0.23,0.34,583333.3333333334,1,1,0,0,1,0,False,False,True,False,False,False,False,True,False,False,False
24500000.0,66.0,3.0,14.0,15.0,55.933242,37.386741,13.0,14.0,2023.0,3.24,не угловая,Двор,нет,raw,1.07,geo_recomputed,24.69,6.76,1.09,2.18,2.62,0.84,371212.1212121212,0,1,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False
50300000.0,125.0,5.0,28.0,33.0,55.676585,37.634092,12.0,18.0,2011.0,2.64,не угловая,Двор,есть,raw,1.03,geo_recomputed,8.49,11.15,0.16,0.3,0.02,0.37,402400.0,0,1,0,0,1,1,False,False,True,False,False,False,False,False,False,False,True
26500000.0,66.3,3.0,3.0,6.0,55.758691,37.757063,4.0,24.5,1940.0,3.3,не угловая,Двор,есть,raw,0.34,geo_recomputed,8.88,5.35,1.17,0.99,0.83,0.09,399698.34087481146,0,1,0,0,1,0,False,True,False,False,False,False,False,True,False,False,False
11500000.0,44.0,1.0,6.0,19.0,55.94626,37.346075,10.0,11.0,2013.0,2.78,не угловая,Двор,нет,raw,0.87,geo_recomputed,27.36,9.27,0.16,0.06,0.37,0.34,261363.63636363635,0,1,0,0,1,1,False,False,True,False,False,False,True,False,False,False,False
14200000.0,37.0,1.0,2.0,14.0,55.852597,37.662201,8.0,7.0,1970.0,2.64,не угловая,Двор,есть,raw,0.64,geo_recomputed,11.54,4.76,0.21,0.14,0.05,0.22,383783.7837837838,0,1,0,0,1,1,False,False,False,True,False,False,True,False,False,False,False
22600000.0,66.0,2.0,6.0,25.0,55.867071,37.467365,7.0,10.0,,,не угловая,Двор,нет,raw,0.6,geo_recomputed,15.78,1.76,0.14,0.12,0.21,0.11,342424.24242424243,0,1,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False
18750000.0,62.5,3.0,9.0,9.0,55.731972,37.839187,23.0,7.0,,2.64,не угловая,Двор,нет,raw,1.9,geo_recomputed,14.17,0.08,0.21,0.34,0.41,0.53,300000.0,0,1,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False
12500000.0,25.5,0.0,16.0,16.0,55.877521,37.538889,5.0,10.0,2019.0,,не угловая,Двор,есть,raw,0.43,geo_recomputed,14.74,2.9,0.25,0.05,0.11,0.25,490196.07843137253,1,1,0,0,1,1,False,False,True,False,False,False,False,False,False,False,True
12200000.0,39.0,1.0,11.0,12.0,55.582981,37.675307,42.0,9.0,1983.0,2.64,не угловая,Двор,есть,raw,3.53,geo_recomputed,19.19,1.08,0.17,0.08,0.4,0.12,312820.5128205128,0,1,0,0,1,0,False,False,False,False,True,False,False,True,False,False,False
20500000.0,46.6,2.0,9.0,26.0,55.841625,37.489706,4.0,21.0,,2.8,не угловая,Двор,нет,raw,0.32,geo_recomputed,12.68,4.84,0.47,0.29,0.36,0.16,439914.16309012874,0,0,0,0,1,1,False,False,True,False,False,False,False,False,True,False,False
16800000.0,44.0,2.0,8.0,9.0,55.812494,37.409684,13.0,6.0,1979.0,2.64,не угловая,Двор,нет,raw,1.07,geo_recomputed,14.52,1.23,0.22,0.17,0.17,0.5,381818.1818181818,0,0,0,0,1,1,False,False,False,False,True,False,True,False,False,False,False
7100000.0,18.0,0.0,11.0,16.0,55.867041,37.709596,34.0,5.0,1980.0,2.64,не угловая,Двор,нет,raw,2.85,geo_recomputed,14.06,1.94,0.42,0.24,0.6,0.1,394444.44444444444,0,1,0,0,1,1,False,False,True,False,False,False,True,False,False,False,False
43000000.0,88.0,3.0,20.0,20.0,55.850626,37.576753,5.0,9.0,,,не угловая,Двор,нет,raw,0.4,geo_recomputed,11.21,6.25,0.69,0.19,0.01,0.37,488636.36363636365,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False
8350000.0,15.4,1.0,5.0,6.0,55.791035,37.818948,15.0,3.0,,,не угловая,Двор,нет,raw,1.28,geo_recomputed,13.43,1.38,0.4,0.46,0.09,0.43,542207.7922077922,0,1,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False
21800000.0,34.3,1.0,13.0,15.0,55.780335,37.611051,3.0,10.0,1973.0,,не угловая,Парковка,нет,raw,0.23,geo_recomputed,3.14,13.16,0.21,0.15,0.05,0.15,635568.5131195335,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
27200000.0,49.0,2.0,2.0,8.0,55.702947,37.662623,5.0,6.0,1959.0,2.64,не угловая,Двор,есть,raw,0.38,geo_recomputed,6.22,10.51,0.48,0.11,0.09,0.14,555102.0408163265,0,1,0,0,1,1,False,True,False,False,False,False,False,False,False,False,True
14900000.0,44.0,1.0,7.0,12.0,55.892764,37.619513,17.0,6.0,1978.0,2.64,не угловая,Двор,нет,raw,1.43,geo_recomputed,15.63,0.9,0.13,0.28,0.42,0.2,338636.36363636365,0,1,0,0,1,1,False,False,False,False,True,False,False,False,False,False,True
19300000.0,47.7,2.0,7.0,9.0,55.685158,37.68641,13.0,9.0,1970.0,2.7,не угловая,Двор,есть,raw,1.08,geo_recomputed,8.67,9.01,0.18,0.3,0.54,0.06,404612.15932914044,0,1,0,0,1,0,False,False,False,True,False,False,True,False,False,False,False
34000000.0,64.9,2.0,5.0,12.0,55.739782,37.506433,7.0,19.2,,,не угловая,Двор,нет,raw,0.62,geo_recomputed,6.97,7.91,0.29,0.28,0.22,0.27,523882.8967642526,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False
20000000.0,43.0,2.0,1.0,5.0,55.713131,37.51308,12.0,6.0,,2.7,не угловая,Детская площадка,нет,raw,1.03,geo_recomputed,7.75,6.76,0.15,0.24,0.09,1.26,465116.27906976745,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False
13000000.0,38.0,1.0,14.0,16.0,55.869854,37.713809,37.0,6.0,1980.0,,не угловая,Двор,нет,raw,3.09,geo_recomputed,14.45,1.53,0.59,0.16,0.36,0.28,342105.2631578947,0,1,0,0,1,1,False,False,False,True,False,False,True,False,False,False,False
36000000.0,54.7,2.0,15.0,22.0,55.762931,37.415865,10.0,12.0,1989.0,2.64,не угловая,Двор,нет,raw,0.83,geo_recomputed,12.55,2.91,0.17,0.3,0.27,0.37,658135.2833638025,0,0,0,0,1,1,False,False,False,False,True,False,False,False,False,False,True
17999999.0,37.0,1.0,13.0,14.0,55.786333,37.633347,6.0,8.0,,,не угловая,Детская площадка,нет,raw,0.5,geo_recomputed,3.95,11.8,0.12,0.13,0.05,0.2,486486.45945945947,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
14300000.0,42.0,2.0,1.0,9.0,55.872991,37.674005,8.0,6.0,1970.0,2.64,не угловая,Двор,есть,raw,0.66,geo_recomputed,13.92,2.45,0.25,0.21,0.51,0.25,340476.1904761905,0,1,0,0,1,0,False,True,False,False,False,False,True,False,False,False,False
20700000.0,42.0,2.0,4.0,19.0,55.666142,37.511356,9.0,9.0,1967.0,2.5,не угловая,Двор,нет,raw,0.75,geo_recomputed,11.59,4.37,0.19,0.26,0.3,0.26,492857.14285714284,0,1,0,0,1,1,False,False,False,False,True,False,True,False,False,False,False
85000000.0,130.0,4.0,4.0,25.0,55.756964,37.513332,9.0,20.0,,,не угловая,Парковка,нет,raw,0.77,geo_recomputed,6.42,9.01,0.34,0.17,0.26,0.28,653846.1538461539,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
69900000.0,123.0,3.0,11.0,21.0,55.654838,37.476258,12.0,16.5,2007.0,3.0,не угловая,Двор,нет,raw,1.01,geo_recomputed,13.91,1.84,0.41,0.48,0.41,0.27,568292.6829268293,1,1,0,0,1,1,False,False,True,False,False,False,False,False,False,False,True
33000000.0,75.8,2.0,20.0,25.0,55.727553,37.642491,4.0,17.0,2025.0,3.3,не угловая,Двор,нет,raw,0.34,geo_recomputed,3.22,12.21,0.57,0.51,0.27,0.26,435356.2005277045,1,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False
20000000.0,60.0,3.0,6.0,9.0,55.888043,37.667806,5.0,6.0,1969.0,,не угловая,Двор,нет,raw,0.39,geo_recomputed,15.45,0.8,0.25,0.18,0.27,0.08,333333.3333333333,0,1,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False
11555555.0,35.1,1.0,12.0,12.0,55.581383,37.670429,43.0,7.0,1976.0,2.48,не угловая,Двор,есть,raw,3.59,geo_recomputed,19.3,1.02,0.43,0.22,0.24,0.16,329218.09116809117,0,1,0,0,1,1,False,False,False,False,True,False,True,False,False,False,False
49950000.0,83.3,4.0,16.0,42.0,55.697088,37.470657,4.0,20.0,2022.0,3.1,не угловая,Двор,нет,raw,0.31,geo_recomputed,10.95,3.65,0.81,0.3,0.7,0.5,599639.855942377,1,1,0,0,1,1,False,False,True,False,False,False,False,False,False,False,True
29800000.0,59.7,2.0,6.0,14.0,55.699558,37.63111,13.0,16.7,,,не угловая,Двор,нет,raw,1.05,geo_recomputed,5.93,12.46,0.51,0.11,0.35,0.42,499162.47906197654,1,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
19999999.0,36.2,1.0,2.0,8.0,55.820961,37.618893,12.0,12.0,,,не угловая,Двор,нет,raw,1.04,geo_recomputed,7.65,8.63,0.43,0.28,0.42,0.04,552486.1602209944,0,1,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False
27000000.0,81.6,3.0,5.0,17.0,55.518301,37.5728,14.0,22.5,2023.0,,не угловая,Детская площадка,нет,geo,1.17,geo_recomputed,26.15,6.58,0.14,0.12,1.35,0.39,330882.3529411765,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False
12700000.0,32.7,1.0,4.0,5.0,55.72595,37.415541,1.0,7.5,1952.0,3.0,не угловая,Двор,есть,raw,0.11,geo_recomputed,12.86,2.16,0.33,0.35,0.85,0.09,388379.2048929663,0,1,0,0,1,1,False,True,False,False,False,False,True,False,False,False,False
6850000.0,20.1,0.0,2.0,10.0,55.742448,37.707521,12.0,4.0,,3.0,не угловая,Двор,нет,raw,1.0,geo_recomputed,5.85,8.4,0.39,0.53,0.21,0.56,340796.0199004975,0,1,0,0,1,0,False,False,True,False,False,False,False,True,False,False,False
19000000.0,87.0,3.0,2.0,19.0,55.947303,37.344889,11.0,8.0,2012.0,2.78,не угловая,Двор,есть,raw,0.89,geo_recomputed,27.5,9.41,0.29,0.09,0.45,0.28,218390.80459770115,0,1,0,0,1,1,False,False,False,False,True,False,False,True,False,False,False
8700000.0,26.2,0.0,11.0,20.0,55.922651,37.534065,5.0,5.0,,,не угловая,Парковка,нет,raw,0.43,geo_recomputed,19.63,1.72,0.69,0.47,0.49,0.47,332061.06870229007,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False
25650000.0,56.9,2.0,4.0,20.0,55.725133,37.775263,7.0,10.0,2019.0,2.64,не угловая,Двор,есть,raw,0.61,geo_recomputed,10.44,4.03,0.31,0.34,0.1,0.35,450790.8611599297,1,1,0,0,1,1,False,False,True,False,False,False,False,True,False,False,False
16900000.0,44.5,2.0,14.0,14.0,55.651582,37.582305,7.0,5.9,1976.0,2.64,не угловая,Двор,есть,raw,0.57,geo_recomputed,11.38,7.21,0.34,0.27,0.25,0.33,379775.28089887643,0,1,0,0,1,1,False,False,False,True,False,False,False,False,True,False,False
25250000.0,49.3,2.0,5.0,14.0,55.671605,37.504088,7.0,8.3,,3.0,не угловая,Двор,нет,raw,0.55,geo_recomputed,11.36,4.33,0.12,0.32,0.24,0.32,512170.38539553754,0,1,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False
12400000.0,32.6,1.0,4.0,5.0,55.727648,37.767331,6.0,6.0,,2.7,угловая,Двор,нет,raw,0.53,geo_recomputed,9.88,4.54,0.17,0.29,0.47,0.16,380368.0981595092,0,1,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False
14300000.0,31.3,1.0,7.0,32.0,55.645476,37.707215,7.0,9.0,2019.0,2.64,не угловая,Двор,есть,raw,0.59,geo_recomputed,13.18,5.49,0.7,0.34,0.44,0.24,456869.00958466454,1,1,0,0,1,1,False,False,True,False,False,False,False,False,False,True,False
14400000.0,38.8,1.0,6.0,14.0,55.83299,37.501582,10.0,9.7,,2.64,не угловая,Детская площадка,нет,raw,0.87,geo_recomputed,11.47,5.99,0.08,0.16,0.53,0.17,371134.0206185567,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False
25500000.0,42.0,2.0,1.0,25.0,55.722593,37.418191,6.0,10.0,,3.0,не угловая,Двор,нет,raw,0.51,geo_recomputed,12.79,2.21,0.24,0.04,0.85,0.36,607142.8571428572,1,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True
23300000.0,54.3,2.0,13.0,17.0,55.696565,37.502768,2.0,9.0,,,не угловая,Парковка,нет,raw,0.15,geo_recomputed,9.39,5.56,0.29,0.12,0.17,0.18,429097.605893186,0,1,0,0,1,1,False,False,False,False,True,False,True,False,False,False,False
122000000.0,102.0,3.0,2.0,10.0,55.732053,37.518192,5.0,15.0,2025.0,,не угловая,Двор,нет,raw,0.41,geo_recomputed,6.5,8.01,0.33,0.36,0.19,0.47,1196078.431372549,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False
15500000.0,35.7,2.0,1.0,9.0,55.739215,37.46909,5.0,7.6,1965.0,2.5,не угловая,Двор,нет,raw,0.38,geo_recomputed,9.28,5.8,0.54,0.09,0.51,0.19,434173.6694677871,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False
22500000.0,65.0,3.0,4.0,9.0,55.667203,37.583688,17.0,7.0,1970.0,2.64,не угловая,Двор,есть,raw,1.43,geo_recomputed,9.66,8.24,0.32,0.12,0.17,0.41,346153.8461538461,0,1,0,0,1,0,False,False,False,False,True,False,False,False,False,False,True
20600000.0,47.0,1.0,24.0,25.0,55.661831,37.420024,5.0,10.0,2018.0,2.64,не угловая,Двор,есть,raw,0.38,geo_recomputed,15.85,0.71,0.35,0.11,1.09,0.21,438297.87234042556,0,1,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False
28100000.0,78.0,3.0,2.0,17.0,55.672255,37.577247,13.0,13.0,,2.7,не угловая,Двор,нет,raw,1.1,geo_recomputed,9.21,8.21,0.19,0.27,0.34,0.19,360256.41025641025,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False
15800000.0,44.0,1.0,7.0,13.0,55.743461,37.804224,8.0,10.0,,2.64,не угловая,Двор,нет,raw,0.7,geo_recomputed,11.84,2.35,0.07,0.05,0.64,0.23,359090.9090909091,0,1,0,0,1,1,False,False,False,False,True,False,True,False,False,False,False
17000000.0,27.6,4.0,3.0,30.0,55.819702,37.420823,11.0,5.1,,3.0,не угловая,Двор,нет,raw,0.91,geo_recomputed,14.31,1.78,0.59,0.56,0.63,0.73,615942.0289855072,1,0,0,0,1,1,False,False,True,False,False,False,False,False,True,False,False
24500000.0,50.2,2.0,5.0,17.0,55.681407,37.584137,11.0,8.0,1993.0,,не угловая,Двор,нет,raw,0.94,geo_recomputed,8.11,9.13,0.55,0.18,0.11,0.08,488047.8087649402,0,1,0,0,1,1,False,False,False,False,True,False,True,False,False,False,False
4500000.0,57.5,2.0,1.0,5.0,55.720814,37.435951,14.0,7.2,,2.5,не угловая,Двор,нет,raw,1.16,geo_recomputed,11.78,3.11,0.34,0.42,0.09,0.23,78260.86956521739,0,0,0,0,1,1,False,True,False,False,False,False,True,False,False,False,False
15900000.0,38.9,2.0,6.0,12.0,55.771423,37.701582,9.0,6.3,,2.64,не угловая,Двор,нет,raw,0.78,geo_recomputed,5.79,8.86,0.41,0.16,0.21,0.81,408740.35989717225,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False
20900000.0,61.7,1.0,4.0,7.0,55.898639,37.397135,36.0,13.0,,,не угловая,Детская площадка,нет,raw,3.01,geo_recomputed,21.24,3.08,0.47,0.1,0.6,0.07,338735.8184764992,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
24500000.0,74.0,3.0,11.0,25.0,55.700065,37.939735,11.0,14.0,2017.0,2.7,не угловая,Двор,есть,raw,0.89,geo_recomputed,21.11,6.56,0.25,0.13,0.48,0.55,331081.08108108107,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False
12600000.0,77.1,3.0,4.0,17.0,55.648819,37.742097,1.0,7.0,1990.0,2.5,не угловая,Двор,нет,raw,0.12,geo_recomputed,13.96,4.23,0.36,0.12,0.19,0.08,163424.12451361868,0,1,0,0,1,1,False,False,True,False,False,False,False,False,True,False,False
12200000.0,22.9,0.0,15.0,24.0,55.645969,37.380687,8.0,6.1,2025.0,,не угловая,Детская площадка,нет,raw,0.67,geo_recomputed,18.87,3.72,0.38,0.47,0.78,0.66,532751.0917030568,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False
14350000.0,35.0,1.0,1.0,12.0,55.785377,37.734281,8.0,10.0,1969.0,,не угловая,Детская площадка,нет,raw,0.64,geo_recomputed,8.29,6.72,0.4,0.05,0.11,0.14,410000.0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False
120000000.0,146.0,4.0,3.0,14.0,55.652197,37.473042,8.0,15.6,2010.0,2.64,не угловая,Двор,нет,raw,0.7,geo_recomputed,14.26,1.51,0.06,0.28,0.51,0.09,821917.8082191781,0,1,0,0,1,1,False,False,True,False,False,False,False,False,False,False,True
17200000.0,52.2,2.0,8.0,16.0,55.895353,37.614267,17.0,8.2,1982.0,2.64,не угловая,Двор,есть,raw,1.46,geo_recomputed,15.92,0.75,0.1,0.27,0.42,0.12,329501.91570881224,0,1,0,0,1,0,False,False,False,False,True,False,False,False,True,False,False
18300000.0,44.2,2.0,1.0,5.0,55.845021,37.42121,16.0,6.0,,,не угловая,Детская площадка,нет,raw,1.31,geo_recomputed,15.94,1.7,0.29,0.19,0.17,0.25,414027.1493212669,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
12300000.0,37.9,1.0,1.0,14.0,55.857351,37.51299,12.0,9.7,1971.0,,,,,raw,1.0,geo_recomputed,13.34,3.8,0.47,0.44,0.33,0.24,324538.2585751979,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False
39190000.0,67.5,2.0,30.0,43.0,55.763954,37.509792,15.0,18.6,,3.2,не угловая,Двор,есть,raw,1.22,geo_recomputed,6.75,8.81,0.13,0.41,0.84,0.67,580592.5925925926,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False
7800000.0,15.5,0.0,1.0,9.0,55.716453,37.634317,13.0,10.0,,,не угловая,Детская площадка,нет,raw,1.06,geo_recomputed,4.14,12.46,0.52,0.28,0.24,0.16,503225.8064516129,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
20500000.0,59.4,2.0,4.0,24.0,55.810921,37.825101,20.0,10.0,,,не угловая,Детская площадка,нет,raw,1.68,geo_recomputed,14.64,0.87,0.31,0.16,0.64,0.23,345117.8451178451,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False
6600000.0,10.7,0.0,4.0,4.0,55.868536,37.497063,9.0,10.0,,4.0,не угловая,Двор,нет,raw,0.76,geo_recomputed,14.91,2.25,0.34,0.17,0.3,0.06,616822.4299065421,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False
63000000.0,114.5,4.0,26.0,31.0,55.769135,37.494521,11.0,46.9,2009.0,2.64,не угловая,Двор,есть,raw,0.96,geo_recomputed,7.81,7.8,0.24,0.26,0.53,0.62,550218.3406113537,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
30000000.0,53.0,2.0,14.0,22.0,55.811847,37.741603,8.0,24.2,,3.0,не угловая,Двор,нет,raw,0.66,geo_recomputed,10.3,5.12,0.63,0.14,0.61,0.35,566037.7358490566,0,1,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False
8900000.0,18.8,0.0,8.0,10.0,55.708029,37.83041,8.0,6.0,1978.0,2.5,не угловая,Двор,нет,raw,0.69,geo_recomputed,14.32,0.27,0.42,0.41,0.53,0.1,473404.25531914894,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
21500000.0,61.1,2.0,14.0,27.0,55.58264,37.582475,4.0,12.0,,2.64,не угловая,Двор,нет,raw,0.31,geo_recomputed,18.97,0.39,0.95,0.61,0.14,0.44,351882.16039279866,0,0,0,0,1,0,False,False,True,False,False,False,False,True,False,False,False
20000000.0,40.2,1.0,4.0,17.0,55.808538,37.701592,19.0,13.0,,,не угловая,Двор,нет,raw,1.55,geo_recomputed,8.26,7.09,0.48,0.12,0.4,0.2,497512.43781094527,1,1,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False
14400000.0,35.0,1.0,5.0,12.0,55.747459,37.79101,7.0,10.0,,2.6,не угловая,Двор,нет,raw,0.58,geo_recomputed,10.99,3.19,0.12,0.17,0.39,0.33,411428.5714285714,0,1,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False
17000000.0,34.2,1.0,3.0,16.0,55.751062,37.680418,4.0,9.7,,,не угловая,Детская площадка,нет,raw,0.35,geo_recomputed,4.06,10.14,0.09,0.18,0.17,0.51,497076.0233918128,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False
50000000.0,79.7,3.0,9.0,29.0,55.720023,37.688782,7.0,42.0,2023.0,2.8,не угловая,Двор,нет,raw,0.59,geo_recomputed,5.81,9.19,1.07,0.09,0.41,0.37,627352.5721455457,1,0,0,0,1,1,False,False,True,False,False,False,False,False,False,False,True
70000000.0,120.79,3.0,6.0,10.0,55.788383,37.344608,36.0,29.0,,,не угловая,Детская площадка,нет,geo,2.99,geo_recomputed,17.42,1.64,0.55,0.7,0.69,2.25,579518.1720341088,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False
17500000.0,38.0,2.0,3.0,12.0,55.871536,37.495428,10.0,6.3,1968.0,2.5,не угловая,Двор,нет,raw,0.84,geo_recomputed,15.25,1.9,0.17,0.07,0.41,0.25,460526.3157894737,0,1,0,0,1,1,False,False,True,False,False,False,False,True,False,False,False
70000000.0,120.79,3.0,8.0,10.0,55.788383,37.344608,36.0,29.0,,,не угловая,Детская площадка,нет,geo,2.99,geo_recomputed,17.42,1.64,0.55,0.7,0.69,2.25,579518.1720341088,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False
8300000.0,19.9,0.0,4.0,4.0,55.781717,37.713468,5.0,4.0,,,не угловая,Двор,нет,raw,0.39,geo_recomputed,6.95,8.05,0.52,0.62,0.2,0.14,417085.4271356784,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
13500000.0,38.3,2.0,9.0,12.0,55.754086,37.81036,4.0,7.0,1970.0,2.64,не угловая,Двор,есть,raw,0.34,geo_recomputed,12.19,2.0,0.26,0.35,0.26,0.3,352480.4177545692,0,1,0,0,1,1,False,False,False,True,False,False,True,False,False,False,False
54900000.0,121.0,4.0,31.0,34.0,55.80653,37.545995,6.0,12.0,,3.0,не угловая,Парковка,нет,raw,0.46,geo_recomputed,7.45,9.76,0.15,0.06,0.28,0.42,453719.0082644628,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
11900000.0,22.0,0.0,18.0,25.0,55.803757,37.351105,17.0,9.0,,2.7,не угловая,Двор,нет,geo,1.41,geo_recomputed,17.51,1.93,0.41,0.31,1.88,2.09,540909.0909090909,1,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False
27522000.0,88.1,3.0,10.0,10.0,55.881631,37.6835,19.0,15.0,2022.0,2.6,угловая,Двор,есть,raw,1.55,geo_recomputed,15.0,1.46,0.37,0.3,0.37,0.47,312395.00567536894,0,1,0,0,1,1,False,False,True,False,False,False,False,False,False,True,False
33000000.0,80.0,3.0,10.0,17.0,55.649048,37.468793,5.0,10.0,2007.0,,не угловая,Двор,нет,raw,0.42,geo_recomputed,14.7,1.09,0.39,0.37,0.58,0.13,412500.0,0,1,0,0,1,1,False,False,False,False,True,False,True,False,False,False,False
26990000.0,51.0,2.0,4.0,56.0,55.709266,37.493463,10.0,23.0,,3.0,не угловая,Детская площадка,нет,raw,0.87,geo_recomputed,9.02,5.45,0.52,0.5,0.64,0.54,529215.6862745098,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False
27300000.0,46.0,1.0,7.0,18.0,55.790357,37.458076,26.0,19.5,2020.0,,,,,raw,2.14,geo_recomputed,10.73,4.75,0.32,0.41,0.51,0.76,593478.2608695652,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False
16000000.0,42.0,2.0,5.0,5.0,55.79553,37.500612,5.0,6.0,1959.0,2.64,не угловая,Двор,нет,raw,0.42,geo_recomputed,8.66,7.18,0.32,0.3,0.68,0.53,380952.38095238095,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False
16790000.0,38.0,1.0,12.0,31.0,55.727192,37.735746,6.0,15.0,,2.64,не угловая,Двор,нет,raw,0.48,geo_recomputed,8.02,6.52,0.74,0.48,0.42,0.25,441842.1052631579,1,0,0,0,1,1,False,False,True,False,False,False,False,False,True,False,False
26000000.0,49.4,2.0,3.0,33.0,55.734233,37.74233,10.0,17.0,2022.0,2.6,не угловая,Двор,нет,raw,0.81,geo_recomputed,8.18,6.16,0.23,0.11,0.46,0.36,526315.7894736843,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False
30000000.0,48.5,2.0,5.0,9.0,55.711072,37.618031,4.0,6.0,,,не угловая,Детская площадка,нет,raw,0.33,geo_recomputed,4.58,12.73,0.24,0.3,0.28,0.18,618556.7010309278,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
20150000.0,58.5,2.0,11.0,31.0,55.813597,37.753586,13.0,21.0,2026.0,2.44,не угловая,Двор,есть,raw,1.12,geo_recomputed,11.0,4.47,0.65,0.29,0.76,0.35,344444.44444444444,1,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False
154000000.0,116.0,3.0,4.0,9.0,55.719054,37.524318,9.0,48.0,,3.35,угловая,Детская площадка,нет,raw,0.73,geo_recomputed,6.8,7.67,0.7,0.62,0.51,1.54,1327586.2068965517,0,0,0,0,1,1,False,False,True,False,False,False,False,False,False,True,False
