source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link
3k,80000000,88.0,3,27,41,"Москва, ул. Шелепихинская набережная, 34к3зд6 (6 км до центра)",55.762505,37.516404,Шелепиха,15,5.0,евроремонт,монолитные,,3.0,угловая,,34к3зд6,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11770207/
3k,41570000,65.8,3,5,12,"Москва, ул. Большая Пионерская, 28",55.726507,37.633787,Павелецкая,15,10.7,,панельные,1977,2.64,не угловая,"пассажирский, грузовой",28,Двор,"парковка во дворе, наземный паркинг",есть,https://msk.etagi.com/realty/11786709/
3k,64000000,107.7,3,17,23,"Москва, ул. Нижние Мнёвники, 16к6 (10 км до центра)",55.75095,37.455516,Терехово,15,20.0,без отделки,монолитные,,,,,,,,,https://msk.etagi.com/realty/10926257/
3k,12000000,59.0,3,3,19,"Москва, ул. Бутлерова, 24 (13 км до центра)",55.648123,37.537253,Беляево,15,7.0,требует ремонта / частичный ремонт,панельные,2013,2.7,не угловая,"пассажирский, грузовой",24,Двор,,нет,https://msk.etagi.com/realty/10926377/
3k,29000000,72.0,3,7,24,"Москва, ул. Ильменский проезд, 17к2",55.860423,37.541144,Селигерская,15,12.6,евроремонт,монолитные,2021,,,,,,,,https://msk.etagi.com/realty/10927427/
3k,65000000,143.1,3,18,22,"Москва, ул. Новочерёмушкинская, 60 (11 км до центра)",55.666086,37.561688,,,47.4,современный ремонт,монолитные,1988,3.0,не угловая,"пассажирский, грузовой",60,Двор,"наземный паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/10939306/
3k,5000000,60.1,3,3,9,"Москва, ул. Введенского, 27к2",55.634629,37.537137,Беляево,15,9.0,требует ремонта / частичный ремонт,железобетонные,,2.75,не угловая,пассажирский,27к2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10942601/
3k,39900000,79.8,3,3,20,"Москва, ул. Автозаводская, 26/1 (6 км до центра)",55.705853,37.631874,Тульская,15,18.94,без отделки,монолитные,,3.1,не угловая,,26/1,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/10943221/
3k,29998000,85.0,3,4,10,"Москва, ул. Краснобогатырская, 40к1 (8 км до центра)",55.808538,37.701592,Преображенская площадь,30,13.5,черновая отделка,монолитные,,,не угловая,,40к1,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/10943225/
3k,6200000,49.6,3,8,9,"Москва, ул. Новоясеневский проспект, 14к2 (18 км до центра)",55.60609,37.520734,Ясенево,15,6.8,косметический ремонт,панельные,1976,,угловая,пассажирский,14к2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10945028/
3k,23999999,78.0,3,22,22,"Москва, ул. Новороссийская, 34 (16 км до центра)",55.669828,37.761581,Люблино,15,11.0,обычное состояние,панельные,,,не угловая,"пассажирский, грузовой",34,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10945370/
3k,22000000,67.4,3,2,5,"Москва, ул. проспект Мира, 186к1",55.829062,37.650909,ВДНХ,15,6.4,косметический ремонт,кирпичные,1931,3.0,не угловая,,186к1,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/10818391/
3k,49900000,87.4,3,19,32,,55.72018,37.647343,Павелецкая,30,21.3,черновая отделка,монолитные,2026,3.3,не угловая,,3,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/10822671/
3k,16300000,58.1,3,4,9,"Москва, ул. Борисовский проезд, 36к2",55.619117,37.725029,Домодедовская,15,6.0,евроремонт,панели железобетонные,,,не угловая,,36к2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10822831/
3k,49800000,79.7,3,12,27,"Москва, ул. Авиаконструктора Сухого, 2 (6 км до центра)",55.787143,37.542464,ЦСКА,15,28.0,ремонт по дизайн-проекту,монолитные,,,не угловая,,2,Детская площадка,,нет,https://msk.etagi.com/realty/10825802/
3k,95000000,120.0,3,7,9,"Москва, ул. Большой Харитоньевский переулок, 5-7с1 (1 км до центра)",55.764425,37.64365,,,14.0,требует ремонта / частичный ремонт,кирпичные,,3.0,не угловая,"пассажирский, грузовой",5-7с1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10852017/
3k,22795000,76.0,3,2,17,"Москва, ул. Волынская, 10 (27 км до центра)",55.643505,37.411247,Солнцево,15,13.0,косметический ремонт,панельные,,2.7,не угловая,"пассажирский, грузовой",10,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10647949/
3k,28550000,73.8,3,4,16,"Москва, ул. проспект Вернадского, 119",55.657621,37.482771,Юго-Западная,15,10.2,частичный ремонт,кирпичные,1971,2.64,не угловая,"пассажирский, грузовой",119,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/10652083/
3k,23500000,75.6,3,3,15,"Москва, ул. бульвар Дмитрия Донского, 16 (18 км до центра)",55.564053,37.570941,Улица Старокачаловская,15,10.9,косметический ремонт,панельные,1997,2.7,не угловая,"пассажирский, грузовой",16,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/10660541/
3k,41050000,81.83,3,10,15,"Москва, ул. Каширское шоссе, 11к3 (10 км до центра)",55.667508,37.630984,Нагорная,30,31.0,ремонт по дизайн-проекту,крупнопанельные железобетонные плиты,,,не угловая,,11к3,Парковка,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/10670033/
3k,38990000,60.2,3,,,,55.719805,37.692097,Волгоградский проспект,15,16.0,ремонт по дизайн-проекту,,,,,,,,,,https://msk.etagi.com/realty/10671207/
3k,33000000,71.6,3,12,24,"Москва, ул. Обручева, 5а",,,Новаторская,15,8.4,евроремонт,монолитно-кирпичный,2015,,,,,,,,https://msk.etagi.com/realty/10674909/
3k,24250000,72.7,3,4,21,"Москва, ул. Героев Панфиловцев, 31 (17 км до центра)",55.856972,37.414221,Планерная,30,9.0,косметический ремонт,монолитные,,2.64,не угловая,,31,Парковка,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/10431619/
3k,65000000,54.0,3,,,"Москва, ул. Садовая-Сухаревская, 13/15",55.774046,37.625433,Сухаревская,15,21.0,ремонт по дизайн-проекту,,,2.7,не угловая,,13/15,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10431905/
3k,46000000,106.0,3,5,20,"Москва, ул. Автозаводская, 26/1 (6 км до центра)",55.705853,37.631874,Тульская,15,29.0,предчистовая отделка,монолитные,,,,,,,,,https://msk.etagi.com/realty/10443260/
3k,55000000,98.0,3,18,29,,55.687883,37.639195,ЗИЛ,30,22.3,без стен,монолитные,,3.1,не угловая,,к7,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/10492982/
3k,40000000,158.9,3,1,9,"Москва, ул. Воронцовская, 26",55.735809,37.659389,Крестьянская Застава,15,16.0,косметический ремонт,кирпичные,1968,3.0,не угловая,"грузовой, пассажирский",26,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/10500250/
3k,21490000,52.0,3,3,9,"Москва, ул. Аминьевское шоссе, 32",55.719678,37.451707,Давыдково,15,6.3,косметический ремонт,блочные,1974,2.64,не угловая,"пассажирский, грузовой",32,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/10127871/
3k,16300000,50.9,3,2,9,"Москва, ул. Медиков, 28к3",55.632103,37.681425,Москворечье,15,6.0,с мебелью,кирпичные,1974,,,,,,,,https://msk.etagi.com/realty/10135783/
3k,32000000,80.0,3,18,26,,55.696478,37.62475,Верхние Котлы,15,17.3,черновая отделка,монолитные,2023,,не угловая,"пассажирский, грузовой",8к1,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/10148004/
3k,26800000,76.0,3,16,16,"Москва, ул. Челябинская, 19к2 (13 км до центра)",55.779332,37.829278,,,10.3,ремонт по дизайн-проекту,железо-бетон,,,,,,,,,https://msk.etagi.com/realty/10153759/
3k,25725000,73.5,3,10,24,"Москва, ул. Донецкая, 34к2",55.644877,37.70267,Курьяново,15,11.7,без стен,монолитные,,2.8,угловая,,34к2,Двор,"наземный паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/10816258/
3k,64000000,75.3,3,9,24,"Москва, ул. Хорошёвское шоссе, 25ак3 (6 км до центра)",55.77634,37.525118,Хорошёво,15,20.0,ремонт по дизайн-проекту,монолитные,2020,2.9,не угловая,"пассажирский, грузовой",25ак3,Двор,подземный паркинг,есть,https://msk.etagi.com/realty/9253021/
3k,18500000,52.8,3,1,5,"Москва, ул. Амурская, 29",55.813855,37.795448,Щёлковская,15,4.0,косметический ремонт,панельные,1962,2.6,не угловая,,29,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/9565866/
3k,42990000,76.1,3,32,37,"Москва, ул. Озёрная, 1к2/5",55.687751,37.470285,Мичуринский проспект,15,14.6,предчистовая отделка,монолитные,,,не угловая,,1к2/5,Парковка,подземный паркинг,нет,https://msk.etagi.com/realty/9569741/
3k,15300000,58.3,3,1,9,"Москва, ул. Фёдора Полетаева, 25 (12 км до центра)",55.707907,37.792834,Рязанский проспект,15,6.0,требует ремонта / частичный ремонт,панельные,1963,,,,,,,,https://msk.etagi.com/realty/9573236/
3k,21000000,64.9,3,6,17,"Москва, ул. Докучаев переулок, 2",55.774305,37.642132,Площадь трёх вокзалов (Каланчёвская),15,9.0,современный ремонт,монолитно-кирпичный,,2.64,не угловая,,2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/9594239/
3k,19500000,76.1,3,5,22,"Москва, ул. Пятницкое шоссе, 12к2 (29 км до центра)",55.840861,37.386687,Волоколамская,15,9.0,косметический ремонт,монолитные,2009,,,,,,,,https://msk.etagi.com/realty/4872799/
3k,44000000,60.0,3,2,9,"Москва, ул. Малая Никитская, 16/5 (5 км до центра)",55.75903,37.59118,,,8.0,косметический ремонт,кирпичные,1938,,,,,,,,https://msk.etagi.com/realty/5742436/
3k,18100000,62.1,3,10,12,"Москва, ул. Мурановская, 12а (13 км до центра)",55.895838,37.603972,Алтуфьево,15,9.0,евроремонт,панельные,1975,,,,,,,,https://msk.etagi.com/realty/5757333/
3k,36500000,76.1,3,10,15,"Москва, ул. Полковая, 16",55.797265,37.604628,Марьина Роща,15,8.0,современный ремонт,кирпич красный,,,,,,,,,https://msk.etagi.com/realty/5763507/
3k,53900000,85.0,3,18,43,"Москва, ул. Шелепихинская набережная, 40к2 (7 км до центра)",55.767656,37.501878,Хорошёво,15,28.0,ремонт по дизайн-проекту,монолитно-кирпичный,2023,,,,,,,,https://msk.etagi.com/realty/5885583/
3k,22900000,80.3,3,6,31,"Москва, ул. Тагильская, 6/1к2 (10 км до центра)",55.814963,37.756209,Бульвар Рокоссовского,30,24.3,предчистовая отделка,монолитно-кирпичный,2026,2.4,не угловая,,6/1к2,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/6516677/
3k,7000000,78.3,3,6,9,"Москва, ул. Красноказарменная, 9 (7 км до центра)",55.758139,37.697729,Лефортово,15,9.0,косметический ремонт,кирпичные,1957,,,,,,,,https://msk.etagi.com/realty/6789396/
3k,22500000,76.4,3,2,5,"Москва, ул. Запорожская, 5",55.722761,37.402623,Рабочий Посёлок,15,9.0,современный ремонт,кирпич красный,,,не угловая,,5,Детская площадка,,нет,https://msk.etagi.com/realty/9734077/
3k,19300000,63.1,3,1,9,"Москва, ул. Сумской проезд, 31к1",55.626167,37.592348,Южная,15,7.0,косметический ремонт,панели железобетонные,,,не угловая,,31к1,Двор,,нет,https://msk.etagi.com/realty/10307063/
3k,49000000,71.0,3,17,19,"Москва, ул. Ленинградский проспект, 29к1 (5 км до центра)",55.785169,37.564042,Динамо,15,10.0,ремонт по дизайн-проекту,монолитные,,3.2,не угловая,,29к1,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/1767206/
3k,120000000,122.5,3,8,16,"Москва, ул. Фрунзенская набережная, 50 (7 км до центра)",55.718664,37.576816,Спортивная,15,25.0,ремонт по дизайн-проекту,кирпичные,1956,3.0,не угловая,"пассажирский, грузовой",50,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/1776012/
3k,28500000,75.7,3,6,28,,55.687172,37.640497,ЗИЛ,30,23.3,черновая отделка,монолитно-кирпичный,2024,,,,,,,,https://msk.etagi.com/realty/816781/
3k,18499000,62.5,3,9,9,"Москва, ул. Митинская, 34к1",55.845951,37.365218,,,8.0,современный ремонт,блочные,1986,2.64,не угловая,"пассажирский, грузовой",34к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/9252230/
3k,11100000,68.5,3,1,9,,55.603634,37.352794,,,9.0,косметический ремонт,блочные+кирпич,,,,,,,,,https://msk.etagi.com/realty/10045123/
3k,21000000,90.8,3,21,25,,55.589977,37.374866,Филатов Луг,30,15.4,современный ремонт,блоки железобетонные,2019,,не угловая,,13к2,Детская площадка,,нет,https://msk.etagi.com/realty/10116251/
3k,19500000,86.0,3,1,18,,55.544214,37.485224,Потапово,15,10.0,косметический ремонт,панельные,,,,,,,,,https://msk.etagi.com/realty/10530613/
3k,25000000,79.0,3,4,17,,55.592184,37.367167,Филатов Луг,45,14.0,евроремонт,панели железобетонные,,,,,,,,,https://msk.etagi.com/realty/10581792/
3k,15345000,86.0,3,3,14,,55.525318,37.443748,,,12.0,частичный ремонт,кирпичные,2015,2.64,не угловая,"пассажирский, грузовой",5,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/10636513/
3k,25000000,106.0,3,5,21,,55.516405,37.535619,Остафьево,15,14.0,евроремонт,смешанные,,,не угловая,,5,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12201634/
3k,16750000,74.8,3,12,17,,55.611689,37.255291,Аэропорт Внуково,30,10.0,евроремонт,панельные,,,не угловая,,2к1,Детская площадка,,нет,https://msk.etagi.com/realty/12217091/
3k,25500000,97.1,3,7,25,,55.603644,37.372683,Филатов Луг,30,15.0,без отделки,монолитные,,,не угловая,,11к1,Детская площадка,,нет,https://msk.etagi.com/realty/12261453/
3k,27900000,75.7,3,1,13,,55.601305,37.411346,,,17.0,ремонт по дизайн-проекту,панельные,,,,,,,,,https://msk.etagi.com/realty/11317473/
3k,15800000,72.0,3,8,11,,55.49952,37.519629,,,11.46,косметический ремонт,монолитно-кирпичный,2020,,не угловая,"пассажирский, грузовой",14к4,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11706895/
3k,28200000,79.6,3,2,17,,55.563757,37.498617,,,16.7,ремонт по дизайн-проекту,монолитные,,3.0,не угловая,пассажирский и грузовой,5,Парковка,"парковка во дворе, наземный паркинг",нет,https://msk.etagi.com/realty/11710908/
3k,25900000,72.9,3,4,17,,55.593894,37.433579,Прокшино,15,12.9,ремонт по дизайн-проекту,монолитные,,,не угловая,,7.1.2,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11732731/
3k,20000000,58.0,3,2,9,,55.56588,37.500944,,,19.0,евроремонт,монолитный железобетонный каркас,,,не угловая,,5к3,Двор,гостевой паркинг,нет,https://msk.etagi.com/realty/11745183/
3k,22000000,59.6,3,8,20,,55.59427,37.44011,Прокшино,15,8.9,чистовая отделка,монолитные,2025,,не угловая,,8,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/11771608/
3k,24000000,60.9,3,10,16,,55.553574,37.506738,,,9.0,евроремонт,монолитные,,,не угловая,,18к3,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11779902/
3k,21000000,79.7,3,14,19,,55.619355,37.262208,Аэропорт Внуково,30,13.0,евроремонт,красный кирпич,,2.8,угловая,,19,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/8538663/
4k,45000000,110.0,4,6,9,"Москва, ул. Фестивальная, 22к1",55.859721,37.499839,Грачёвская,15,11.0,косметический ремонт,панельные,1967,2.64,не угловая,"пассажирский, грузовой",22к1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12583008/
4k,24500000,90.6,4,3,11,"Москва, ул. 6-я Радиальная, 3к10",55.604127,37.66583,Царицыно,30,9.9,косметический ремонт,монолитные,2014,2.64,не угловая,"пассажирский, пассажирский и грузовой",3к10,Двор,"наземный паркинг, подземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12583473/
4k,76000000,279.0,6,6,6,"Москва, ул. Нижняя Первомайская, 64 (13 км до центра)",55.790868,37.817663,Первомайская,15,9.0,,кирпичные,,3.2,не угловая,пассажирский и грузовой,64,Двор,парковка во дворе,нет,https://msk.etagi.com/realty/12591559/
4k,48500000,102.0,4,5,8,"Москва, ул. Годовикова, 2 (4 км до центра)",55.802335,37.631676,Алексеевская,15,23.7,евроремонт,панельные,1961,3.0,не угловая,пассажирский,2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12595564/
4k,120000000,220.0,5,3,4,"Москва, ул. Сверчков переулок, 10",55.76052,37.640102,Чистые пруды,15,9.0,косметический ремонт,кирпичные,1917,2.5,не угловая,"пассажирский, грузовой",10,Двор,,нет,https://msk.etagi.com/realty/12596193/
4k,350000000,245.9,5,,,"Москва, ул. Пречистенка, 27",55.740426,37.591386,Парк культуры,15,18.0,,,,,не угловая,,27,Детская площадка,,нет,https://msk.etagi.com/realty/12608660/
4k,210000000,279.2,6,6,8,"Москва, ул. Крупской, 1 (10 км до центра)",55.680971,37.530337,Университет,30,14.8,,"кирпичные, монолитно-каркасные",,3.1,не угловая,пассажирский,1,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12618644/
4k,57000000,143.3,4,26,58,"Москва, ул. проспект Мира, 188бк3 (8 км до центра)",55.835483,37.658338,Ростокино,15,20.0,,монолитно-кирпичный,2016,2.64,не угловая,"пассажирский, грузовой",188бк3,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12402324/
4k,42000000,83.0,4,22,25,"Москва, ул. Инициативная, 7к3 (20 км до центра)",55.715003,37.458678,,,20.0,косметический ремонт,панельные,2006,2.7,не угловая,"пассажирский, грузовой",7к3,Двор,"наземный паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/12415878/
4k,20000000,83.0,4,10,12,"Москва, ул. Открытое шоссе, 24к12",55.823798,37.758275,Бульвар Рокоссовского,30,9.0,косметический ремонт,блочные,2011,2.64,не угловая,"пассажирский, грузовой",24к12,Двор,,нет,https://msk.etagi.com/realty/12432029/
4k,89000000,155.0,4,12,32,"Москва, ул. Авиационная, 79",55.807461,37.448465,Щукинская,15,20.0,косметический ремонт,монолитно-кирпичный,2015,,не угловая,,79,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12438020/
4k,27900000,83.3,4,1,9,"Москва, ул. Героев Панфиловцев, 19",55.8577,37.425656,Планерная,15,10.0,евроремонт,панельные,1967,2.64,не угловая,пассажирский,19,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12444253/
4k,54000000,94.2,4,23,24,"Москва, ул. Берзарина, 28ак2 (18 км до центра)",55.790469,37.475342,Октябрьское Поле,15,28.5,,монолитные,2017,3.0,не угловая,грузовой,28ак2,Двор,"наземный паркинг, гараж во дворе, подземный паркинг",есть,https://msk.etagi.com/realty/12455314/
4k,51000000,95.2,4,20,42,"Москва, ул. Озёрная, 1к1/2 (12 км до центра)",55.68803,37.472845,Мичуринский проспект,15,27.7,без отделки,монолитные,,3.0,не угловая,"грузовой, пассажирский",1к1/2,Парковка,подземный паркинг,нет,https://msk.etagi.com/realty/12117088/
4k,209000000,220.0,4,1,57,"Москва, ул. Чапаевский переулок, 3",55.79848,37.520671,Аэропорт,15,30.0,,монолитно-кирпичный,2006,,не угловая,"пассажирский, грузовой, пассажирский и грузовой",3,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12141884/
4k,131750000,182.0,4,6,19,,55.715642,37.650109,Автозаводская,15,42.0,черновая отделка,"кирпичные, монолитно-каркасные",2024,,не угловая,,4,Детская площадка,,нет,https://msk.etagi.com/realty/12151237/
4k,53000000,119.0,4,22,32,"Москва, ул. проспект Вернадского, 80ак1 (13 км до центра)",55.667305,37.482466,Юго-Западная,15,9.0,черновая отделка,монолитные,,,не угловая,,80ак1,Детская площадка,,нет,https://msk.etagi.com/realty/12155959/
4k,56950000,160.0,4,19,21,"Москва, ул. Новогиреевская, 5ак2 (10 км до центра)",55.761411,37.796948,Перово,30,20.0,без отделки,монолитные,,,не угловая,"грузовой, пассажирский",5ак2,Парковка,подземный паркинг,нет,https://msk.etagi.com/realty/12161969/
4k,30950000,77.0,4,24,32,"Москва, ул. Донецкая, 34к3",55.643917,37.702616,Курьяново,15,13.0,черновая отделка,монолитные,2021,2.9,не угловая,пассажирский и грузовой,34к3,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12177849/
4k,88600000,103.6,5,2,10,"Москва, ул. Преображенская, 5/7",55.7956,37.706667,Преображенская площадь,15,8.4,евроремонт,кирпичные,1938,2.64,не угловая,"пассажирский, грузовой",5/7,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12191191/
4k,20000000,101.0,4,9,23,"Москва, ул. Ярославское шоссе, 124 (14 км до центра)",55.870718,37.713719,,,10.0,косметический ремонт,панельные,,2.64,не угловая,,124,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12195336/
4k,51000000,104.8,4,6,6,"Москва, ул. Полтавская, 18",55.7993,37.573537,Дмитровская,15,18.0,,кирпичные,1937,3.2,не угловая,пассажирский,18,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11833733/
4k,42000000,105.0,4,14,22,"Москва, ул. Мичуринский проспект, 27к2 (10 км до центра)",55.696884,37.501429,Ломоносовский проспект,30,11.0,евроремонт,панельные,1996,2.8,угловая,грузовой,27к2,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11846849/
4k,76290000,121.4,4,14,36,"Москва, ул. Василия Ланового, 3",55.695662,37.478037,Аминьевская,15,29.0,черновая отделка,другое,,,,,,,,,https://msk.etagi.com/realty/11854082/
4k,47800000,140.0,4,2,6,"Москва, ул. Юровская, 95к3",55.900163,37.380246,Молжаниново,45,30.0,черновая отделка,монолитно-кирпичный,,,не угловая,"пассажирский, грузовой",95к3,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11867163/
4k,78210000,129.0,4,5,8,"Москва, ул. Тверская, 27с2",55.768653,37.597549,Пушкинская,15,13.0,косметический ремонт,кирпичные,1902,2.64,не угловая,пассажирский,27с2,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11891507/
4k,39900000,135.0,4,4,17,"Москва, ул. Новокуркинское шоссе, 43 (22 км до центра)",55.902787,37.388879,,,12.0,чистовая отделка,панельные,,2.64,не угловая,,43,Двор,,нет,https://msk.etagi.com/realty/11893622/
4k,100000000,139.0,5,4,17,"Москва, ул. Ломоносовский проспект, 25к2 (9 км до центра)",55.695195,37.530229,Ломоносовский проспект,30,18.0,евроремонт,кирпичные,2010,,,,,,,,https://msk.etagi.com/realty/11916425/
4k,69500000,143.2,5,45,46,"Москва, ул. Академика Волгина, 2 (13 км до центра)",55.65625,37.523321,Калужская,15,33.06,черновая отделка,монолитные,,3.0,угловая,грузовой,2,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/10750641/
4k,74249000,99.0,4,17,28,,55.687172,37.640497,ЗИЛ,30,20.0,,монолитно-кирпичный,2024,3.0,не угловая,,к3,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/10825390/
4k,56000000,95.0,4,11,30,"Москва, ул. Никулинская, 8к3",55.66894,37.467365,Юго-Западная,15,9.0,современный ремонт,монолитные,2019,2.64,не угловая,,8к3,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/10858822/
4k,69900000,85.7,4,28,32,"Москва, ул. Летниковская, 11к1 (4 км до центра)",55.726183,37.644962,Павелецкая,15,20.0,без отделки,монолитные,,,,,,,,,https://msk.etagi.com/realty/10864924/
4k,608670000,375.1,5,7,7,"Москва, ул. Большая Полянка, 44",55.732818,37.617842,Добрынинская,15,50.0,без отделки,монолитно-кирпичный,2019,4.5,не угловая,,44,Детская площадка,,нет,https://msk.etagi.com/realty/10885752/
4k,148442000,140.0,4,22,28,"Москва, ул. Академика Королёва, 21 (7 км до центра)",55.819909,37.60231,Бутырская,15,40.0,ремонт по дизайн-проекту,монолитно-кирпичный,,2.64,не угловая,"пассажирский, грузовой",21,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/10890536/
4k,25000000,80.0,4,1,9,"Москва, ул. Клары Цеткин, 19",55.821613,37.51794,Красный Балтиец,15,9.0,косметический ремонт,крупнопанельные железобетонные плиты,1969,,,,,,,,https://msk.etagi.com/realty/10922855/
4k,46900000,100.0,4,2,22,"Москва, ул. Мичуринский проспект, 27к3 (16 км до центра)",55.695981,37.501285,Мичуринский проспект,15,30.0,ремонт по дизайн-проекту,панельные,2003,2.75,не угловая,"пассажирский, грузовой",27к3,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/10128046/
4k,105000000,186.0,4,34,42,"Москва, ул. Мосфильмовская, 70 (8 км до центра)",55.71518,37.506612,Ломоносовский проспект,30,15.0,евроремонт,монолитные,,,,,,,,,https://msk.etagi.com/realty/10153415/
4k,83000000,137.0,4,26,31,"Москва, ул. Василия Ланового, 5",55.69416,37.47783,Аминьевская,15,9.0,черновая отделка,"кирпичные, монолитно-каркасные",2024,,,,,,,,https://msk.etagi.com/realty/10153679/
4k,38100000,106.0,4,5,8,"Москва, ул. Барклая, 12",55.744774,37.498635,Фили,15,10.0,с мебелью,кирпич керамический,,3.0,не угловая,,12,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10189236/
4k,75000000,185.4,5,22,22,"Москва, ул. Молодогвардейская, 15 (12 км до центра)",55.733173,37.427327,Рабочий Посёлок,15,20.0,евроремонт,монолитно-кирпичный,,,не угловая,,15,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/9865465/
4k,99700000,129.0,4,10,41,"Москва, ул. Ленинградский проспект, 37 (6 км до центра)",55.792701,37.544458,ЦСКА,15,9.0,предчистовая отделка,монолитно-кирпичный,2022,,,,,,,,https://msk.etagi.com/realty/9915322/
4k,160000000,255.0,4,4,5,"Москва, ул. Большая Бронная, 27/4 (1 км до центра)",55.764141,37.602579,Чеховская,15,6.9,ремонт по дизайн-проекту,панельные,,4.5,угловая,,27/4,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/9996885/
4k,65000000,156.5,4,3,10,"Москва, ул. Новоспасский переулок, 3к1 (3 км до центра)",55.734385,37.655832,Крестьянская Застава,15,22.6,чистовая отделка,монолитно-кирпичный,,,,,,,,,https://msk.etagi.com/realty/12044795/
4k,196000000,168.5,4,2,19,"Москва, ул. Ломоносовский проспект, 25к5",55.692008,37.530939,Ломоносовский проспект,30,20.0,ремонт по дизайн-проекту,монолитные,2013,,,,,,,,https://msk.etagi.com/realty/3980136/
4k,25850000,91.8,4,3,17,"Москва, ул. Привольная, 73к2 (17 км до центра)",55.679499,37.854755,Жулебино,15,10.2,современный ремонт,панельные,,,,,,,,,https://msk.etagi.com/realty/4417935/
4k,53700000,98.0,4,9,25,"Москва, ул. Янковского, 1к1 (11 км до центра)",55.69731,37.473725,,,30.0,ремонт по дизайн-проекту,кирпичные,,,,,,,,,https://msk.etagi.com/realty/5891722/
4k,19690000,92.3,4,1,17,"Москва, ул. Сколковское шоссе, 13",55.71089,37.407465,Сетунь,30,10.1,современный ремонт,монолитно-каркасные,2003,,,,,,,,https://msk.etagi.com/realty/6788255/
