source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link
all,21200000,51.8,2,,,"Москва, ул. проспект Андропова, 17к1",55.68261,37.667016,Коломенская,15,9.0,евроремонт,,,,не угловая,,17к1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12036622/
all,23990000,37.5,1,13,36,"Москва, ул. Шелепихинская набережная, 42к3",,,Хорошёво,15,10.0,,монолитные,2021,2.8,не угловая,,42к3,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12037267/
all,16900000,68.0,3,2,8,"Москва, ул. Каширское шоссе, 5к1 (7 км до центра)",55.671168,37.629071,Нагорная,15,8.0,требует ремонта / частичный ремонт,кирпичные,1959,3.0,угловая,пассажирский,5к1,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12037434/
all,59200000,190.7,5,11,23,"Москва, ул. Ломоносовский проспект, 7к5 (9 км до центра)",55.684599,37.545518,Профсоюзная,30,16.0,требует ремонта / частичный ремонт,кирпичные,,,не угловая,,7к5,Двор,"парковка во дворе, подземный паркинг, наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12037493/
all,12990000,34.8,1,7,12,"Москва, ул. Ясный проезд, 30к2",55.877415,37.620115,Бибирево,15,9.8,косметический ремонт,блочные,,,не угловая,,30к2,Детская площадка,,нет,https://msk.etagi.com/realty/12038326/
all,3000000,34.9,1,12,12,"Москва, ул. Большая Андроньевская, 20 (4 км до центра)",55.742027,37.670277,Римская,15,7.2,чистовая отделка,блочные,1972,2.64,не угловая,"пассажирский, грузовой",20,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12038339/
all,22200000,59.7,2,8,26,"Москва, ул. Тагильская",55.817043,37.750937,Бульвар Рокоссовского,15,23.7,черновая отделка,монолитные,2026,,,,,,,,https://msk.etagi.com/realty/11861351/
all,18934645,57.8,2,4,16,"Москва, ул. Кусковская, 12/1",55.737552,37.774867,Перово,15,13.7,чистовая отделка,панели железобетонные,2025,,не угловая,"грузовой, пассажирский",12/1,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12011043/
all,15800000,32.2,0,8,31,"Москва, ул. Зеленодольская, 1а (11 км до центра)",55.71625,37.792124,Вешняки,15,5.0,черновая отделка,монолитные,,2.8,не угловая,,1а,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12011433/
all,12990000,34.6,1,9,21,"Москва, ул. Автомобильный проезд, 4",55.730193,37.697576,Калитники,15,13.48,евроремонт,монолитные,,,,,,,,,https://msk.etagi.com/realty/12020055/
all,23350000,35.8,1,25,27,"Москва, ул. Шелепихинская набережная, 42к2",55.767479,37.50027,Хорошёво,15,11.0,черновая отделка,монолитные,2020,2.64,не угловая,,42к2,Двор,"наземный паркинг, гостевой паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/12022911/
all,29500000,65.5,3,5,27,"Москва, ул. Электролитный проезд, 7",55.673214,37.609362,,,15.0,без отделки,монолитно-кирпичный,2023,2.95,не угловая,"пассажирский, грузовой, пассажирский и грузовой",7,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12023107/
all,22500000,61.8,2,15,25,"Москва, ул. Полярная, 27к4",55.883479,37.635628,Медведково,30,21.7,косметический ремонт,монолитные,2022,2.65,не угловая,"пассажирский, грузовой",27к4,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12023850/
all,22700000,42.7,1,1,5,"Москва, ул. Мосфильмовская, 33",55.71232,37.511625,Ломоносовский проспект,15,9.0,косметический ремонт,панельные,1959,2.64,не угловая,,33,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12023980/
all,13150000,20.1,0,31,33,,55.677595,37.64136,,,9.0,евроремонт,монолитные,,2.7,не угловая,,2/2к2,Детская площадка,,нет,https://msk.etagi.com/realty/12024080/
all,27000000,69.6,2,13,43,"Москва, ул. Строительный проезд, 9 (16 км до центра)",55.836676,37.422243,Тушинская,30,15.6,без отделки,монолитный железобетонный каркас,2025,3.0,не угловая,,9,Детская площадка,,нет,https://msk.etagi.com/realty/12024251/
all,20150000,57.4,2,8,25,,55.803251,37.348749,,,12.3,евроремонт,панельные,2021,,,,,,,,https://msk.etagi.com/realty/12025252/
all,19950000,36.3,1,12,58,,55.656423,37.528891,Калужская,15,8.0,без отделки,монолитно-кирпичный,,,не угловая,,к2,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11996924/
all,18300000,41.0,1,8,25,,55.803757,37.351105,Павшино,15,15.1,,кирпичные,,2.7,не угловая,,1к3,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11996928/
all,22770000,52.0,2,6,6,"Москва, ул. Новочерёмушкинская, 58 (10 км до центра)",55.668259,37.563655,Новые Черёмушки,15,9.0,косметический ремонт,монолитно-кирпичный,,2.64,не угловая,,58,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11997040/
all,545329984,237.1,7,5,6,"Москва, ул. 3-й Кадашёвский переулок, 5с1 (1 км до центра)",55.741911,37.623645,Новокузнецкая,15,9.0,косметический ремонт,монолитные,,,не угловая,,5с1,Детская площадка,,нет,https://msk.etagi.com/realty/11997282/
all,45500000,70.3,3,18,32,"Район м. Павелецкая, Павелецкая плаза и Дербеневской набережной. Просторная квартира с видовыми характеристиками в сторону центра города и Москва-сити, площадью 70,3 кв.м с лоджией 2.2. кв.м, 2 санузла! Расположена на 18 этаже 33-этажного корпуса 3.",55.72018,37.647343,Павелецкая,30,19.3,без отделки,монолитные,2026,,,,,,,,https://msk.etagi.com/realty/11997309/
all,23990000,46.3,1,17,57,"Москва, ул. Ленинградское шоссе, 57с2 (17 км до центра)",55.865298,37.458849,Беломорская,15,10.0,чистовая отделка,монолитно-кирпичный,2027,,,,,,,,https://msk.etagi.com/realty/11998500/
all,14900000,23.71,0,20,40,"Москва, ул. Новоостаповская, 7к2 (4 км до центра)",55.724469,37.6842,Волгоградский проспект,15,6.0,чистовая отделка,монолитные,,,не угловая,,7к2,Детская площадка,,нет,https://msk.etagi.com/realty/11998642/
all,9400000,19.5,0,9,25,,55.80148,37.348976,,,6.0,чистовая отделка,панельные,2021,2.63,не угловая,пассажирский,1к1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11998695/
all,13290000,38.0,1,4,17,"Москва, ул. Молодцова, 9",55.877642,37.638952,Медведково,30,7.5,косметический ремонт,панельные,2002,2.75,не угловая,"пассажирский, грузовой",9,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11998827/
all,5499999,14.5,0,2,4,"Москва, ул. Клинская, 8с1",55.868536,37.497063,Грачёвская,15,5.0,косметический ремонт,кирпичные,,2.64,не угловая,,8с1,Двор,парковка во дворе,нет,https://msk.etagi.com/realty/11998918/
all,29500000,56.9,2,16,19,"Москва, ул. Шелепихинская набережная, 42к1",55.767448,37.498537,Народное Ополчение,15,13.0,без отделки,монолитные,2020,2.64,не угловая,"пассажирский, грузовой",42к1,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/11999009/
all,21500000,46.3,1,5,8,"Москва, ул. Русаковская, 6а",55.782709,37.672918,Красносельская,15,12.7,косметический ремонт,монолитные,2022,,не угловая,"пассажирский, грузовой",6а,Двор,,нет,https://msk.etagi.com/realty/11774083/
all,16000000,45.0,2,9,9,"Москва, ул. Ташкентская, 18к1",55.702297,37.812983,Юго-Восточная,15,8.0,косметический ремонт,блочные,1972,2.64,не угловая,"пассажирский, грузовой",18к1,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11978493/
all,49900000,70.0,2,37,41,"Москва, ул. Шелепихинская набережная, 34к5 (7 км до центра)",55.764587,37.511284,Шелепиха,15,17.0,без отделки,монолитные,,3.0,не угловая,,34к5,Двор,"гостевой паркинг, подземный паркинг, наземный паркинг, парковка во дворе",нет,https://msk.etagi.com/realty/11978785/
all,25000000,60.0,2,2,14,"Москва, ул. Производственная, 12к1",55.644227,37.38878,Солнцево,15,12.0,,монолитно-кирпичный,,,,,,,,,https://msk.etagi.com/realty/11979032/
all,11000000,31.4,1,1,9,"Москва, ул. Академика Скрябина, 26к3 (18 км до центра)",55.706188,37.790327,,,6.0,косметический ремонт,панельные,1967,2.64,не угловая,пассажирский,26к3,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11979741/
all,23500000,39.0,0,7,10,"Москва, ул. Летниковская, 13",55.724109,37.644558,Павелецкая,15,5.0,,панельные,2021,3.0,не угловая,"пассажирский, грузовой",13,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11979842/
all,10999000,25.0,0,2,13,"Москва, ул. Шереметьевская, 21 (5 км до центра)",55.799851,37.615255,Марьина Роща,15,7.0,без отделки,монолитные,,,не угловая,"грузовой, пассажирский, пассажирский и грузовой",21,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/11979864/
all,32000000,90.0,3,16,16,"Москва, ул. Автомобильный проезд, 4",55.730193,37.697576,Калитники,15,24.0,черновая отделка,монолитные,,3.3,не угловая,грузовой,4,Двор,"подземный паркинг, парковка во дворе, наземный паркинг",нет,https://msk.etagi.com/realty/11982315/
all,10400000,20.6,0,11,37,"Москва, ул. Котляковская, 9 (12 км до центра)",55.645674,37.641503,Каширская,30,5.7,чистовая отделка,другое,,,,,,,,,https://msk.etagi.com/realty/11982423/
all,,,,,,,,,,,,,,,,,,,,,,https://msk.etagi.com/realty/11985868/
all,28700000,76.8,3,24,31,"Москва, ул. Константина Федина, 13",55.807198,37.804242,Первомайская,15,11.5,косметический ремонт,монолитно-кирпичный,2020,2.7,не угловая,"пассажирский, грузовой",13,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11986192/
all,13850000,36.1,1,30,32,"Москва, ул. Донецкая, 30к2",55.646207,37.704768,Курьяново,15,14.0,без отделки,монолитные,2018,2.64,не угловая,"пассажирский, грузовой, пассажирский и грузовой",30к2,Двор,"наземный паркинг, подземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11968312/
all,21235000,74.0,3,11,14,"Москва, ул. Верхние Поля, 45к4 (14 км до центра)",55.667721,37.777437,Люблино,30,10.7,косметический ремонт,панельные,,,,,,,,,https://msk.etagi.com/realty/11969670/
all,12900000,37.7,1,3,17,"Москва, ул. Стандартная, 21к1",55.882409,37.575702,Бескудниково,15,7.4,косметический ремонт,монолитные,,2.5,не угловая,,21к1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11969682/
all,63000000,94.9,3,8,23,"Москва, ул. Нижние Мнёвники, 7с4 (10 км до центра)",55.751047,37.450477,Терехово,15,35.0,черновая отделка,монолитные,,3.3,не угловая,,7с4,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11969950/
all,28500000,73.0,3,22,24,"Москва, ул. Николая Озерова, 2к1 (14 км до центра)",55.823677,37.433921,Тушинская,15,10.0,евроремонт,монолитные,,2.7,не угловая,,2к1,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11970011/
all,16500000,42.6,2,2,5,"Москва, ул. Константина Царёва, 14",55.813349,37.496255,Красный Балтиец,30,5.0,косметический ремонт,кирпично-панельные,1960,,,,,,,,https://msk.etagi.com/realty/11970156/
all,26000000,62.7,2,2,27,"Москва, ул. Дмитровское шоссе, 73бк1 (12 км до центра)",55.8567,37.556658,Верхние Лихоборы,15,12.3,косметический ремонт,монолитно-кирпичный,2025,,,,,,,,https://msk.etagi.com/realty/11970332/
all,18990000,40.0,1,2,6,"Москва, ул. Берзарина, 12",55.787872,37.489266,Октябрьское Поле,15,9.0,косметический ремонт,кирпичные,2013,,,,,,,,https://msk.etagi.com/realty/11970472/
all,16800000,37.4,1,3,17,"Москва, ул. Селигерская, 26к1 (14 км до центра)",55.868571,37.550028,Яхромская,15,9.2,чистовая отделка,панельные,,2.7,не угловая,"пассажирский, грузовой",26к1,Двор,гостевой паркинг,нет,https://msk.etagi.com/realty/11971223/
all,70000000,148.8,4,7,18,"Москва, ул. Кастанаевская, 17",55.737917,37.490973,,,15.0,евроремонт,монолитные,2001,3.0,не угловая,"пассажирский, грузовой",17,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11971530/
all,6300000,9.4,0,4,6,"Москва, ул. 2-й Амбулаторный проезд, 8с3 (8 км до центра)",55.812626,37.531352,Сокол,15,2.0,косметический ремонт,кирпичные,,,не угловая,грузовой,8с3,Двор,"парковка во дворе, наземный паркинг",нет,https://msk.etagi.com/realty/11971768/
all,13500000,27.7,0,5,31,"Москва, ул. Зеленодольская, 1а (11 км до центра)",55.71625,37.792124,Вешняки,15,5.0,черновая отделка,монолитные,,,не угловая,,1а,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11952001/
all,38000000,133.0,3,7,25,"Москва, ул. Главмосстроя, 10 (17 км до центра)",55.653324,37.409918,Говорово,15,24.0,евроремонт,монолитные,,,не угловая,,10,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11955100/
all,15100000,33.9,1,43,61,,55.705828,37.69366,Кожуховская,15,10.0,без отделки,монолитно-кирпичный,2025,2.85,не угловая,,1,Двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11955353/
all,34300000,57.0,3,24,24,"Москва, ул. Дмитровское шоссе, 71а (12 км до центра)",55.855361,37.559424,Лихоборы,15,10.0,требует ремонта / частичный ремонт,монолитные,,5.0,не угловая,грузовой,71а,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11955617/
all,23490000,74.1,3,1,17,"Москва, ул. Солдатский переулок, 8",55.766668,37.703856,Сортировочная,15,10.0,косметический ремонт,монолитно-кирпичный,1990,2.64,не угловая,"пассажирский, грузовой",8,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11955726/
all,7950000,31.0,0,1,6,"Москва, ул. Перерва, 16",55.651415,37.723187,Перерва,15,6.0,евроремонт,панельные,1991,4.6,не угловая,,16,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11955743/
all,6900000,96.4,4,4,17,"Москва, ул. Рождественская, 23/33 (20 км до центра)",55.705579,37.920673,Некрасовка,15,8.0,косметический ремонт,монолитные,2010,,,,,,,,https://msk.etagi.com/realty/11956246/
all,20250000,60.5,2,3,12,"Москва, ул. Перервинский бульвар, 15к2 (17 км до центра)",55.658632,37.772128,Братиславская,15,12.9,евроремонт,панельные,2001,2.75,не угловая,"пассажирский, грузовой",15к2,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11956294/
all,34600000,49.0,1,2,52,"Москва, ул. Волоколамское шоссе, 95/2к8 (16 км до центра)",55.830311,37.401168,Трикотажная,15,9.0,евроремонт,монолитно-заливные,,,не угловая,,95/2к8,Парковка,подземный паркинг,нет,https://msk.etagi.com/realty/11959003/
all,23500000,53.9,3,21,54,"Москва, ул. Волоколамское шоссе, 95/2к7",55.830766,37.401483,Волоколамская,15,9.0,без отделки,другое,,,,,,,,,https://msk.etagi.com/realty/11959305/
all,13990000,20.5,0,5,31,,55.692445,37.458014,Аминьевская,45,4.9,чистовая отделка,монолитные,,,,,,,,,https://msk.etagi.com/realty/11959328/
all,32000000,95.8,3,17,29,"Москва, ул. Ивана Франко, 6",55.727841,37.450872,Славянский бульвар,15,18.0,черновая отделка,монолитно-кирпичный,2022,3.0,не угловая,"пассажирский, грузовой",6,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/11932704/
all,,,,,,,,,,,,,,,,,,,,,,https://msk.etagi.com/realty/11944218/
all,4999990,64.6,3,8,16,"Москва, ул. Обручева, 65/54 (12 км до центра)",55.650592,37.56344,Зюзино,15,12.0,косметический ремонт,панельные,1974,,не угловая,"пассажирский, грузовой",65/54,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11944333/
all,17300000,39.5,1,6,20,"Москва, ул. Михалковская, 10 (12 км до центра)",55.838101,37.535898,Коптево,15,10.5,евроремонт,панельные,,2.65,не угловая,грузовой,10,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11944479/
all,23000000,58.0,2,4,17,"Москва, ул. Балаклавский проспект, 1",55.640213,37.614276,Чертановская,15,10.0,,панельные,,2.5,не угловая,"пассажирский, грузовой",1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11944952/
all,24600000,82.0,3,13,14,"Москва, ул. Новомарьинская, 12/12к1 (13 км до центра)",55.652705,37.754413,Братиславская,15,12.0,косметический ремонт,панельные,1995,,,,,,,,https://msk.etagi.com/realty/11945148/
all,289000000,81.5,1,4,6,"Москва, ул. 3-й Обыденский переулок, 1с1 (2 км до центра)",55.741966,37.604223,Парк культуры,15,8.0,без отделки,монолитно-кирпичный,,,не угловая,,1с1,Детская площадка,,нет,https://msk.etagi.com/realty/11945301/
all,16000000,49.6,3,4,9,"Москва, ул. Героев Панфиловцев, 9к1 (24 км до центра)",55.856412,37.431423,Планерная,15,6.0,косметический ремонт,панельные,1968,,,,,,,,https://msk.etagi.com/realty/11947921/
all,18000000,34.1,2,7,23,"Москва, ул. Красная Сосна, 3а/4с2",55.849913,37.683643,Ростокино,30,16.0,,монолитные,,2.7,не угловая,"пассажирский, грузовой",3а/4с2,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11947954/
all,53000000,116.2,4,6,18,"Москва, ул. 1905 года, 21 (9 км до центра)",55.767306,37.55796,Беговая,15,15.3,требует ремонта / частичный ремонт,панельные,2001,2.64,не угловая,"пассажирский, грузовой",21,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12095280/
all,13000000,26.1,0,5,24,"Москва, ул. Тагильская, 6/5 (10 км до центра)",55.813551,37.753649,Бульвар Рокоссовского,45,10.0,требует ремонта / частичный ремонт,монолитные,,,не угловая,,6/5,Двор,"подземный паркинг, наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11902321/
all,5750000,17.64,0,2,16,"Москва, Юго-Восточный административный округ, район Кузьминки, Волжский Бульвар квартал 114А, к9",55.701364,37.751529,Кузьминки,15,8.0,косметический ремонт,блоки железобетонные,,2.5,не угловая,,к9,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11927183/
all,5850000,16.0,0,1,16,"Москва, ул. Генерала Белова, 45к1 (16 км до центра)",55.606944,37.725379,Домодедовская,15,,чистовая отделка,блочные,1979,2.64,не угловая,"пассажирский, грузовой",45к1,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11927826/
all,15000000,20.0,0,20,34,"Москва, ул. Очаковское шоссе, 5к6 (12 км до центра)",55.693389,37.463655,Мичуринский проспект,30,9.0,,панельные,2024,,,,,,,,https://msk.etagi.com/realty/11928004/
all,16500000,54.3,3,1,5,"Москва, ул. 1-я Владимирская, 17а",55.757561,37.776799,Перово,15,5.8,косметический ремонт,кирпичные,1959,2.64,не угловая,,17а,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11928279/
all,42350000,70.0,3,31,38,"Москва, ул. Севастопольский проспект, 22а (9 км до центра)",55.67857,37.593641,Крымская,30,20.0,,блочные,1974,3.0,не угловая,"пассажирский, пассажирский и грузовой, грузовой",22а,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/11929676/
all,52450000,119.5,4,14,24,"Москва, ул. Тагильская, 4а (11 км до центра)",55.818103,37.752868,Бульвар Рокоссовского,15,37.9,косметический ремонт,монолитные,2024,2.64,не угловая,"пассажирский, грузовой",4а,Двор,"гостевой паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/11929899/
all,32500000,54.0,2,16,30,"Москва, ул. Волгоградский проспект, 32/3к2",55.71984,37.6941,,,12.6,евроремонт,монолитные,2021,3.0,не угловая,грузовой,32/3к2,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11930355/
all,13500000,31.0,0,12,18,"Москва, ул. Берёзовая аллея, 19к2 (10 км до центра)",55.849504,37.623196,Ботанический сад,15,4.0,,монолитно-кирпичный,2023,3.0,не угловая,,19к2,Двор,"наземный паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/11930626/
all,270000000,123.0,3,11,20,"Москва, ул. Дружинниковская, 15а",55.75974,37.574866,Улица 1905 года,15,37.0,,монолитные,,,не угловая,,15а,Двор,,нет,https://msk.etagi.com/realty/11932007/
all,13000000,25.3,0,32,33,"Москва, ул. Перовское шоссе, 2к3 (8 км до центра)",55.734233,37.74233,Нижегородская,15,9.0,евроремонт,монолитные,2022,,не угловая,,2к3,Двор,"гостевой паркинг, парковка во дворе",нет,https://msk.etagi.com/realty/11932146/
all,32490000,83.0,3,2,8,"Москва, ул. Зорге, 14к2",55.784395,37.510861,,,9.0,косметический ремонт,кирпичные,1955,,,,,,,,https://msk.etagi.com/realty/11716225/
all,4200000,10.0,0,1,12,"Москва, ул. Ореховый проезд, 29 (16 км до центра)",55.620357,37.730607,Шипиловская,15,5.0,косметический ремонт,панельные,,,не угловая,,29,Детская площадка,,нет,https://msk.etagi.com/realty/11855678/
all,12500000,21.6,0,12,24,"Москва, ул. Производственная, 17 (19 км до центра)",55.644476,37.383391,Новопеределкино,15,15.0,,кирпичные,,,не угловая,"грузовой, пассажирский",17,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/11904912/
all,30000000,76.5,3,14,17,"Москва, ул. Филёвский бульвар, 40 (17 км до центра)",55.762844,37.482609,Мнёвники,15,10.6,евроремонт,панельные,1997,,не угловая,пассажирский,40,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11905906/
all,44000000,85.0,3,16,41,"Москва, ул. Шелепихинская набережная, 34к5 (7 км до центра)",55.764587,37.511284,Шелепиха,15,18.0,черновая отделка,монолитные,,2.64,не угловая,,34к5,Двор,"гостевой паркинг, подземный паркинг, наземный паркинг, парковка во дворе",нет,https://msk.etagi.com/realty/11907072/
all,45000000,90.9,2,7,18,"Москва, ул. Новочерёмушкинская, 63к2",55.664456,37.565982,Новые Черёмушки,15,16.0,евроремонт,монолитно-кирпичный,2003,2.75,не угловая,"пассажирский, грузовой",63к2,Двор,"подземный паркинг, парковка во дворе",нет,https://msk.etagi.com/realty/11907527/
all,11600000,23.0,0,14,25,"Москва, ул. Люблинская, 72к3",55.666792,37.733069,Депо,15,5.0,косметический ремонт,монолитные,,2.5,не угловая,"пассажирский, грузовой",72к3,Двор,"наземный паркинг, подземный паркинг, гостевой паркинг, парковка во дворе",нет,https://msk.etagi.com/realty/11908605/
all,20150000,25.0,0,17,24,"Москва, ул. Академика Королёва, 21кк21",55.819909,37.60231,Бутырская,15,25.0,,монолитно-заливные,,,,,,,,,https://msk.etagi.com/realty/11908702/
all,18500000,62.7,3,1,12,"Москва, ул. Давыдковская, 10к6 (18 км до центра)",55.723263,37.470365,Славянский бульвар,15,6.6,требует ремонта / частичный ремонт,панельные,1971,2.64,не угловая,"пассажирский, грузовой",10к6,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/11909557/
all,16000000,50.2,2,18,23,"Москва, ул. Куркинское шоссе, 15",55.884272,37.40336,,,13.5,без отделки,монолитно-заливные,2026,,не угловая,,15,Детская площадка,,нет,https://msk.etagi.com/realty/11909639/
all,35000000,93.0,4,3,22,"Москва, ул. Бутлерова, 4",55.653228,37.525001,Калужская,15,10.3,косметический ремонт,панельные,1969,2.64,не угловая,"пассажирский, грузовой",4,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11912500/
all,198000000,132.0,3,5,13,"Москва, ул. Братьев Фонченко, 1к1",55.731987,37.514967,Поклонная,15,55.0,,монолитно-кирпичный,,3.62,не угловая,"грузовой, пассажирский, пассажирский и грузовой",1к1,Двор,,нет,https://msk.etagi.com/realty/11883423/
all,20600000,38.6,1,2,16,"Москва, ул. Бартеневская, 18к1 (24 км до центра)",55.54809,37.515407,Бунинская аллея,15,13.0,,монолитно-кирпичный,2025,2.87,не угловая,,18к1,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11883669/
all,23700000,62.1,2,15,24,"Москва, ул. 1-й Грайвороновский проезд, 3",55.71945,37.724894,Новохохловская,15,22.7,косметический ремонт,панельные,2022,2.7,не угловая,"пассажирский, грузовой",3,Двор,"подземный паркинг, наземный паркинг",есть,https://msk.etagi.com/realty/11884071/
all,34990000,61.0,2,9,21,"Москва, ул. Мнёвники, 5 (8 км до центра)",55.772502,37.497486,Хорошёво,15,10.0,,монолитно-кирпичный,2020,,,,,,,,https://msk.etagi.com/realty/11884209/
all,42745000,118.7,3,12,18,"Москва, ул. Соколово-Мещерская, 31",55.907152,37.386607,Молжаниново,30,30.0,косметический ремонт,монолитные,2006,2.64,не угловая,"пассажирский, грузовой",31,Двор,"наземный паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/11884243/
all,20700000,35.8,1,10,25,"Москва, ул. Зорге, 9к1 (7 км до центра)",55.782329,37.509757,Хорошёво,15,10.0,без отделки,монолитные,,,не угловая,,9к1,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/11884284/
all,127700000,144.0,4,7,29,"Москва, ул. Мытная, 40к3 (3 км до центра)",55.722781,37.61468,Серпуховская,15,45.7,,блочные,,2.64,не угловая,,40к3,Двор,,нет,https://msk.etagi.com/realty/11884525/
all,57240000,136.0,3,7,17,"Москва, ул. Гарибальди, 3 (13 км до центра)",55.677895,37.535763,Новаторская,15,20.0,евроремонт,монолитные,2006,2.64,не угловая,"пассажирский, грузовой",3,Двор,,есть,https://msk.etagi.com/realty/11884673/
all,16500000,59.8,2,14,17,"Москва, ул. Лавриненко, 11к1",55.701516,37.948898,Некрасовка,15,12.6,евроремонт,монолитно-каркасные,2019,2.64,не угловая,"пассажирский, грузовой",11к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11890735/
all,16990000,57.4,3,2,9,"Москва, ул. Молостовых, 17к2",55.752551,37.835126,Новогиреево,15,6.0,косметический ремонт,кирпичные,1972,,,,,,,,https://msk.etagi.com/realty/11891232/
all,29300000,72.0,3,3,13,"Москва, ул. Автозаводская, 5",55.708369,37.662021,Автозаводская,15,8.4,косметический ремонт,сборно-монолитный железобетонный каркас,1957,2.64,не угловая,пассажирский,5,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11891354/
all,27500000,82.2,2,5,15,"Москва, ул. Родионовская, 2к1",55.895242,37.399713,,,11.0,чистовая отделка,монолитно-кирпичный,2005,2.64,не угловая,"пассажирский, грузовой",2к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11867827/
all,18900000,47.4,1,5,8,"Москва, ул. Юровская, 95к2",55.899986,37.379195,Молжаниново,45,12.0,чистовая отделка,монолитные,2007,2.64,не угловая,"пассажирский, грузовой",95к2,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11867955/
all,8150000,15.9,0,2,5,"Москва, ул. Жигулёвская, 4к2 (10 км до центра)",55.711919,37.760099,Кузьминки,15,2.0,косметический ремонт,кирпичные,,2.5,не угловая,,4к2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11868778/
all,37000000,85.5,3,37,40,,55.813121,37.48384,Стрешнево,15,34.6,требует ремонта / частичный ремонт,монолитные,,,не угловая,,к2.3,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11870692/
all,17600000,35.3,1,5,24,"Москва, ул. Новоостаповская, 20 (6 км до центра)",55.723759,37.686025,Волгоградский проспект,15,10.0,косметический ремонт,монолитные,,,не угловая,грузовой,20,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/11870935/
