source_group,price,area_total,kitchen_area,price_per_m2,rooms,floor,floors_total,address,metro,metro_walk_min,walls,walls_clean,link,address_raw,metro_raw
2k,16350000,47.0,9.0,347872.3404255319,2.0,5.0,14.0,"ул. Чертановская, 5к1, Москва",Южная,15.0,Кирпично-панельные,кирпич,https://msk.etagi.com/realty/12025631/,"2к, 47м², 5/14 этаж, ул. Чертановская, 5к1, Москва, квартира",На карте Южная
2k,25000000,38.6,14.1,647668.3937823834,2.0,7.0,21.0,"ул. Нижние Мнёвники, 7, Москва",Терехово,11.0,Монолитные,монолит,https://msk.etagi.com/realty/12026115/,"2к, 38.6м², 7/21 этаж, ул. Нижние Мнёвники, 7, Москва, квартира",Терехово
2k,22600000,34.0,9.0,664705.8823529412,2.0,10.0,17.0,"ул. Ключевая, 22к1, Москва",Алма-Атинская,3.0,Панельные,панель,https://msk.etagi.com/realty/12026804/,"2к, 34м², 10/17 этаж, ул. Ключевая, 22к1, Москва, квартира",На карте Алма-Атинская
2k,25500000,70.9,15.6,359661.4950634696,2.0,43.0,43.0,"ул. Строительный проезд, 9к1, Москва",Тушинская,23.0,Монолитные,монолит,https://msk.etagi.com/realty/12027432/,"2к, 70.9м², 43/43 этаж, ул. Строительный проезд, 9к1, Москва, квартира",На карте Тушинская
2k,18700000,43.4,8.0,430875.57603686635,2.0,5.0,5.0,"ул. Открытое шоссе, 5к1, Москва",Бульвар Рокоссовского,3.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12028405/,"2к, 43.4м², 5/5 этаж, ул. Открытое шоссе, 5к1, Москва, квартира",На карте Бульвар Рокоссовского
2k,25350000,45.0,5.6,563333.3333333334,2.0,5.0,9.0,"ул. Панфёрова, 12, Москва",Профсоюзная,20.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12028934/,"2к, 45м², 5/9 этаж, ул. Панфёрова, 12, Москва, квартира",На карте Профсоюзная
2k,21800000,53.3,18.4,409005.62851782364,2.0,8.0,24.0,"ул. Римского-Корсакова, 11к3, Москва",Бибирево,15.0,Панельные,панель,https://msk.etagi.com/realty/11952221/,"2к, 53.3м², 8/24 этаж, ул. Римского-Корсакова, 11к3, Москва, квартира",Бибирево
2k,18500000,53.6,9.8,345149.25373134325,2.0,12.0,17.0,"ул. Авиаторов, 12, Москва",Солнцево,8.0,Панельные,панель,https://msk.etagi.com/realty/11987901/,"2к, 53.6м², 12/17 этаж, ул. Авиаторов, 12, Москва, квартира",На карте Солнцево
2k,15000000,57.8,8.8,259515.57093425607,2.0,7.0,17.0,"ул. Лавриненко, 13к3, Москва",До МКАД,15.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11992658/,"2к, 57.8м², 7/17 этаж, ул. Лавриненко, 13к3, Москва, квартира",До МКАД
2k,19000000,50.1,9.0,379241.51696606784,2.0,7.0,16.0,"ул. Кунцевская, 1, Москва",Рабочий Посёлок,8.0,Панельные,панель,https://msk.etagi.com/realty/11993033/,"2к, 50.1м², 7/16 этаж, ул. Кунцевская, 1, Москва, квартира",Рабочий Посёлок
2k,22000000,44.0,11.0,500000.0,2.0,56.0,61.0,,Кожуховская,8.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11993516/,Посмотреть 8 фото,Кожуховская
2k,2900000,43.0,6.0,67441.86046511628,2.0,1.0,14.0,"ул. Тёплый Стан, 14/2, Москва",Тропарёво,27.0,Монолитные,монолит,https://msk.etagi.com/realty/11993836/,"2к, 43м², 1/14 этаж, ул. Тёплый Стан, 14/2, Москва, квартира",Тропарёво
2k,17000000,54.0,9.0,314814.81481481483,2.0,14.0,17.0,"ул. Городецкая, 12/17к1, Москва",Новокосино,11.0,Монолитные,монолит,https://msk.etagi.com/realty/11994167/,"2к, 54м², 14/17 этаж, ул. Городецкая, 12/17к1, Москва, квартира",На карте Новокосино
2k,20990000,45.0,5.5,466444.44444444444,2.0,12.0,12.0,"ул. Яблочкова, 36, Москва",Фонвизинская,11.0,Железобетонные,железобетон,https://msk.etagi.com/realty/11995490/,"2к, 45м², 12/12 этаж, ул. Яблочкова, 36, Москва, квартира",Фонвизинская
2k,18800000,61.0,12.5,308196.7213114754,2.0,5.0,20.0,"ул. Бибиревская, 4а, Москва",Бибирево,9.0,Блочные,блочные,https://msk.etagi.com/realty/11996649/,"2к, 61м², 5/20 этаж, ул. Бибиревская, 4а, Москва, апартаменты",Бибирево
2k,22700000,64.7,18.0,350850.0772797527,2.0,23.0,25.0,"ул. Люблинская, 80к3, Москва",Братиславская,15.0,Монолитные,монолит,https://msk.etagi.com/realty/11996670/,"2к, 64.7м², 23/25 этаж, ул. Люблинская, 80к3, Москва, квартира",На карте Братиславская
2k,15200000,47.2,6.0,322033.89830508473,2.0,1.0,9.0,"ул. Шоссейная, 37, Москва",Депо,9.0,Панельные,панель,https://msk.etagi.com/realty/11996763/,"2к, 47.2м², 1/9 этаж, ул. Шоссейная, 37, Москва, квартира",Депо
2k,13200000,44.5,6.9,296629.21348314604,2.0,6.0,9.0,"ул. Зеленодольская, 16, Москва",,5.0,,,https://msk.etagi.com/realty/11939619/,"2к, 44.5м², 6/9 этаж, ул. Зеленодольская, 16, Москва, квартира",До метро Окская
2k,15500000,53.6,8.5,289179.10447761195,2.0,9.0,16.0,"ул. Скобелевская, 3, Москва",Улица Скобелевская,5.0,Железобетонные,железобетон,https://msk.etagi.com/realty/11953677/,"2к, 53.6м², 9/16 этаж, ул. Скобелевская, 3, Москва, квартира",На карте Улица Скобелевская
2k,18500000,60.0,10.0,308333.3333333333,2.0,5.0,12.0,"ул. Суздальская, 8к1, Москва",Новокосино,23.0,Монолитные,монолит,https://msk.etagi.com/realty/11966169/,"2к, 60м², 5/12 этаж, ул. Суздальская, 8к1, Москва, квартира",Новокосино
2k,18000000,50.1,10.9,359281.4371257485,2.0,6.0,25.0,,Павшино,21.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11966259/,Посмотреть 75 фото,Павшино
2k,24400000,61.6,9.0,396103.8961038961,2.0,10.0,17.0,"ул. Большая Очаковская, 1, Москва",До метро,10.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11969052/,"2к, 61.6м², 10/17 этаж, ул. Большая Очаковская, 1, Москва, квартира",До метро
2k,21400000,58.9,13.0,363327.6740237691,2.0,7.0,17.0,"ул. Юрловский проезд, 14к1, Москва",школа,5.0,Монолитные,монолит,https://msk.etagi.com/realty/11969113/,"2к, 58.9м², 7/17 этаж, ул. Юрловский проезд, 14к1, Москва, квартира",школа и детский сад в
2k,27500000,56.8,5.4,484154.9295774648,2.0,5.0,8.0,"ул. Расковой, 14, Москва",Динамо,15.0,Монолитные,монолит,https://msk.etagi.com/realty/11969407/,"2к, 56.8м², 5/8 этаж, ул. Расковой, 14, Москва, квартира",Динамо
2k,17500000,42.6,5.0,410798.12206572766,2.0,2.0,5.0,"ул. Константина Царёва, 14, Москва",Стрешнево,6.0,Кирпично-панельные,кирпич,https://msk.etagi.com/realty/11970156/,"2к, 42.6м², 2/5 этаж, ул. Константина Царёва, 14, Москва, квартира",На карте Стрешнево
2k,26000000,62.7,12.3,414673.0462519936,2.0,2.0,27.0,"ул. Дмитровское шоссе, 73бк1, Москва",Верхние Лихоборы,5.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11970332/,"2к, 62.7м², 2/27 этаж, ул. Дмитровское шоссе, 73бк1, Москва, квартира",Верхние Лихоборы
2k,26500000,57.3,25.6,462478.184991274,2.0,13.0,18.0,"ул. Карамышевская набережная, 60к1, Москва",Народное Ополчение,24.0,Монолитные,монолит,https://msk.etagi.com/realty/11970611/,"2к, 57.3м², 13/18 этаж, ул. Карамышевская набережная, 60к1, Москва, квартира",Народное Ополчение
2k,20050000,61.4,6.0,326547.2312703583,2.0,3.0,7.0,"ул. Расплетина, 2, Москва",Октябрьское Поле,15.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11970843/,"2к, 61.4м², 3/7 этаж, ул. Расплетина, 2, Москва, квартира",На карте Октябрьское Поле
2k,222222222,128.2,10.0,1733402.6677067084,2.0,18.0,39.0,"ул. Поклонная, 9, Москва",Поклонная,6.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11950101/,"2к, 128.2м², 18/39 этаж, ул. Поклонная, 9, Москва, апартаменты",Поклонная
2k,38850000,59.0,12.0,658474.5762711865,2.0,15.0,25.0,"ул. проспект Андропова, 9/1к2, Москва",Технопарк,6.0,Монолитные,монолит,https://msk.etagi.com/realty/11950971/,"2к, 59м², 15/25 этаж, ул. проспект Андропова, 9/1к2, Москва, квартира",На карте Технопарк
2k,28900000,35.0,6.0,825714.2857142857,2.0,8.0,8.0,"ул. Грузинский переулок, 14, Москва",Белорусская,6.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11952058/,"2к, 35м², 8/8 этаж, ул. Грузинский переулок, 14, Москва, квартира",На карте Белорусская
2k,12725000,50.9,9.0,250000.0,2.0,1.0,9.0,"ул. Красноярская, 3к2, Москва",Щёлковская,35.0,Панельные,панель,https://msk.etagi.com/realty/11953268/,"2к, 50.9м², 1/9 этаж, ул. Красноярская, 3к2, Москва, квартира",Щёлковская
2k,15900000,44.1,12.0,360544.2176870748,2.0,9.0,17.0,"ул. 6-я Радиальная, 3к11, Москва",Царицыно,21.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11953785/,"2к, 44.1м², 9/17 этаж, ул. 6-я Радиальная, 3к11, Москва, квартира",Царицыно
2k,18300000,44.8,6.0,408482.1428571429,2.0,7.0,12.0,"ул. 2-я Пугачёвская, 14к2, Москва",Преображенская площадь,14.0,Блочные,блочные,https://msk.etagi.com/realty/11953961/,"2к, 44.8м², 7/12 этаж, ул. 2-я Пугачёвская, 14к2, Москва, квартира",На карте Преображенская площадь
2k,14000000,40.8,6.0,343137.2549019608,2.0,10.0,12.0,"ул. Веерная, 40к5, Москва",Матвеевская,14.0,Панельные,панель,https://msk.etagi.com/realty/11954416/,"2к, 40.8м², 10/12 этаж, ул. Веерная, 40к5, Москва, квартира",Матвеевская
2k,49000000,61.0,9.0,803278.6885245901,2.0,9.0,14.0,"ул. Пресненский Вал, 14к1, Москва",года,8.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11954738/,"2к, 61м², 9/14 этаж, ул. Пресненский Вал, 14к1, Москва, квартира",года
2k,23500000,52.0,9.0,451923.07692307694,2.0,27.0,33.0,"ул. Михайлова, 30ак4, Москва",Окская,9.0,Железобетонные,железобетон,https://msk.etagi.com/realty/11954890/,"2к, 52м², 27/33 этаж, ул. Михайлова, 30ак4, Москва, квартира",На карте Окская
2k,42000000,54.2,30.0,774907.7490774908,2.0,5.0,8.0,"ул. Тверская, 27с2, Москва",метро,2.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11955197/,"2к, 54.2м², 5/8 этаж, ул. Тверская, 27с2, Москва, квартира",метро Маяковского -
2k,20250000,60.5,12.9,334710.7438016529,2.0,3.0,12.0,"ул. Перервинский бульвар, 15к2, Москва",Братиславская,21.0,Панельные,панель,https://msk.etagi.com/realty/11956294/,"2к, 60.5м², 3/12 этаж, ул. Перервинский бульвар, 15к2, Москва, квартира",Братиславская
2k,32500000,52.7,9.0,616698.2922201138,2.0,47.0,58.0,"ул. Ленинградское шоссе, 57с2, Москва",Беломорская,17.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11928476/,"2к, 52.7м², 47/58 этаж, ул. Ленинградское шоссе, 57с2, Москва, квартира",На карте Беломорская
2k,24500000,52.0,9.0,471153.8461538461,2.0,15.0,17.0,"ул. Осенний бульвар, 10к2, Москва",Крылатское,3.0,Панельные,панель,https://msk.etagi.com/realty/11929506/,"2к, 52м², 15/17 этаж, ул. Осенний бульвар, 10к2, Москва, квартира",На карте Крылатское
2k,32450000,53.9,14.0,602040.8163265307,2.0,4.0,23.0,"ул. Мичуринский проспект, 26, Москва",Раменки,5.0,Монолитные,монолит,https://msk.etagi.com/realty/11929539/,"2к, 53.9м², 4/23 этаж, ул. Мичуринский проспект, 26, Москва, квартира",На карте Раменки
2k,15150000,53.0,10.0,285849.0566037736,2.0,5.0,5.0,"ул. 11-я Парковая, 52, Москва",Щёлковская,9.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11930317/,"2к, 53м², 5/5 этаж, ул. 11-я Парковая, 52, Москва, квартира",Щёлковская
2k,34000000,54.0,13.5,629629.6296296297,2.0,16.0,30.0,"ул. Волгоградский проспект, 32/3к2, Москва",Угрешская,3.0,Монолитные,монолит,https://msk.etagi.com/realty/11930355/,"2к, 54м², 16/30 этаж, ул. Волгоградский проспект, 32/3к2, Москва, квартира",На карте Угрешская
2k,25000000,53.7,9.2,465549.34823091247,2.0,5.0,16.0,"ул. Народного Ополчения, 28к1, Москва",Народное Ополчение,11.0,Панельные,панель,https://msk.etagi.com/realty/11930571/,"2к, 53.7м², 5/16 этаж, ул. Народного Ополчения, 28к1, Москва, квартира",Народное Ополчение
2k,24800000,47.8,12.0,518828.4518828452,2.0,4.0,23.0,"ул. 3-я Хорошёвская, 19а, Москва",Зорге,11.0,Монолитные,монолит,https://msk.etagi.com/realty/11931297/,"2к, 47.8м², 4/23 этаж, ул. 3-я Хорошёвская, 19а, Москва, квартира",Зорге
2k,18200000,52.4,8.9,347328.24427480914,2.0,4.0,14.0,"ул. Братеевская, 33к1, Москва",Алма-Атинская,5.0,Панельные,панель,https://msk.etagi.com/realty/11931926/,"2к, 52.4м², 4/14 этаж, ул. Братеевская, 33к1, Москва, квартира",На карте Алма-Атинская
2k,17000000,38.0,6.3,447368.4210526316,2.0,6.0,9.0,"ул. Седова, 17к1, Москва",Свиблово,12.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11932207/,"2к, 38м², 6/9 этаж, ул. Седова, 17к1, Москва, квартира",На карте Свиблово Ботанический сад
2k,26500000,57.0,7.0,464912.2807017544,2.0,4.0,13.0,"ул. Варшавское шоссе, 16, Москва",Верхние Котлы,6.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11932508/,"2к, 57м², 4/13 этаж, ул. Варшавское шоссе, 16, Москва, квартира",Верхние Котлы
2k,29950000,39.15,4.31,765006.3856960409,2.0,6.0,20.0,,Фили,6.0,Панельные,панель,https://msk.etagi.com/realty/11932838/,Посмотреть 5 фото,На карте Фили
2k,15100000,44.6,6.0,338565.0224215246,2.0,6.0,9.0,"ул. Кантемировская, 5к2, Москва",,2.0,Панельные,панель,https://msk.etagi.com/realty/11891795/,"2к, 44.6м², 6/9 этаж, ул. Кантемировская, 5к2, Москва, квартира",- до автобусной остановки
2k,11330000,47.0,20.0,241063.82978723405,2.0,3.0,6.0,"ул. Перерва, 16, Москва",Перерва,18.0,Панельные,панель,https://msk.etagi.com/realty/11892007/,"2к, 47м², 3/6 этаж, ул. Перерва, 16, Москва, апартаменты",На карте Перерва
2k,19100000,38.0,6.0,502631.5789473684,2.0,1.0,12.0,"ул. Большая Марьинская, 1, Москва",Алексеевская,11.0,Железобетонные панели,панель,https://msk.etagi.com/realty/11894221/,"2к, 38м², 1/12 этаж, ул. Большая Марьинская, 1, Москва, квартира",На карте Алексеевская
2k,15400000,40.0,8.0,385000.0,2.0,10.0,12.0,"ул. Халтуринская, 9к4, Москва",Черкизовская,11.0,Блочные,блочные,https://msk.etagi.com/realty/11894765/,"2к, 40м², 10/12 этаж, ул. Халтуринская, 9к4, Москва, квартира",Черкизовская Преображенская площадь
2k,18500000,64.5,12.0,286821.7054263566,2.0,13.0,24.0,"ул. Ягодная, 8к1, Москва",,,Блочные,блочные,https://msk.etagi.com/realty/11896233/,"2к, 64.5м², 13/24 этаж, ул. Ягодная, 8к1, Москва, квартира",
2k,12900000,37.3,6.0,345844.50402144773,2.0,1.0,12.0,"ул. Бехтерева, 43к2, Москва",Царицыно,21.0,Блочные,блочные,https://msk.etagi.com/realty/11897060/,"2к, 37.3м², 1/12 этаж, ул. Бехтерева, 43к2, Москва, квартира",Царицыно
2k,155000000,128.2,10.0,1209048.3619344775,2.0,18.0,39.0,"ул. Поклонная, 9, Москва",Поклонная,6.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11897466/,"2к, 128.2м², 18/39 этаж, ул. Поклонная, 9, Москва, апартаменты",Поклонная
2k,22500000,53.3,12.0,422138.83677298314,2.0,13.0,14.0,"ул. Нагатинская набережная, 60к4, Москва",Нагатинский Затон,17.0,Блочные,блочные,https://msk.etagi.com/realty/11901764/,"2к, 53.3м², 13/14 этаж, ул. Нагатинская набережная, 60к4, Москва, квартира",Нагатинский Затон
2k,14500000,46.3,8.8,313174.94600431964,2.0,9.0,14.0,"ул. Яхромская, 3к3, Москва",Лианозово Яхромская,9.0,Блочные,блочные,https://msk.etagi.com/realty/11904425/,"2к, 46.3м², 9/14 этаж, ул. Яхромская, 3к3, Москва, квартира",Лианозово Яхромская
2k,15990000,54.0,8.3,296111.1111111111,2.0,12.0,17.0,"ул. Стандартная, 27, Москва",Бескудниково,6.0,Монолитные,монолит,https://msk.etagi.com/realty/11904498/,"2к, 54м², 12/17 этаж, ул. Стандартная, 27, Москва, квартира",Бескудниково
2k,25000000,45.0,6.0,555555.5555555555,2.0,1.0,5.0,"ул. Севастопольский проспект, 65/15, Москва",Каховская Зюзино,6.0,Железо-бетон,железо-бетон,https://msk.etagi.com/realty/12228034/,"2к, 45м², 1/5 этаж, ул. Севастопольский проспект, 65/15, Москва, квартира",Каховская Зюзино
2k,23950000,49.0,9.0,488775.51020408166,2.0,12.0,21.0,"ул. Ленинский проспект, 107к3, Москва",Новаторская,14.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11854945/,"2к, 49м², 12/21 этаж, ул. Ленинский проспект, 107к3, Москва, квартира",Новаторская
2k,22700000,38.5,5.0,589610.3896103896,2.0,1.0,5.0,"ул. Угловой переулок, 21, Москва",,,Кирпичные,кирпич,https://msk.etagi.com/realty/11859547/,"2к, 38.5м², 1/5 этаж, ул. Угловой переулок, 21, Москва, квартира",
2k,18600000,58.0,12.0,320689.6551724138,2.0,16.0,17.0,"ул. Вилиса Лациса, 27, Москва",,,Панельные,панель,https://msk.etagi.com/realty/11861691/,"2к, 58м², 16/17 этаж, ул. Вилиса Лациса, 27, Москва, квартира",
2k,19300000,44.2,7.0,436651.5837104072,2.0,3.0,9.0,"ул. Шелепихинское шоссе, 17к2, Москва",Шелепиха,5.0,Панельные,панель,https://msk.etagi.com/realty/11864730/,"2к, 44.2м², 3/9 этаж, ул. Шелепихинское шоссе, 17к2, Москва, квартира",На карте Шелепиха
2k,27500000,82.2,11.0,334549.87834549876,2.0,5.0,15.0,"ул. Родионовская, 2к1, Москва",,,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11867827/,"2к, 82.2м², 5/15 этаж, ул. Родионовская, 2к1, Москва, квартира",
2k,31500000,42.6,6.7,739436.6197183098,2.0,1.0,5.0,"ул. Студенческая, 16, Москва",Студенческая,9.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11869249/,"2к, 42.6м², 1/5 этаж, ул. Студенческая, 16, Москва, квартира",Студенческая
2k,18900000,41.3,6.0,457627.11864406784,2.0,2.0,5.0,"ул. Шаболовка, 59к2, Москва",Шаболовская,5.0,Панельные,панель,https://msk.etagi.com/realty/11871173/,"2к, 41.3м², 2/5 этаж, ул. Шаболовка, 59к2, Москва, квартира",Шаболовская
2k,26700000,58.9,9.4,453310.6960950764,2.0,3.0,9.0,"ул. Русаковская, 5, Москва",Красносельская,6.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/11871905/,"2к, 58.9м², 3/9 этаж, ул. Русаковская, 5, Москва, квартира",Красносельская
2k,21900000,68.0,9.0,322058.82352941175,2.0,14.0,16.0,"ул. Никитинская, 31к2, Москва",Локомотив,26.0,Монолитные,монолит,https://msk.etagi.com/realty/11873521/,"2к, 68м², 14/16 этаж, ул. Никитинская, 31к2, Москва, квартира",На карте Локомотив
2k,19500000,58.0,10.0,336206.8965517241,2.0,1.0,17.0,"ул. Крылатская, 31к1, Москва",Крылатское,24.0,Панельные,панель,https://msk.etagi.com/realty/11873834/,"2к, 58м², 1/17 этаж, ул. Крылатская, 31к1, Москва, квартира",На карте Крылатское
2k,14900000,45.9,7.0,324618.7363834423,2.0,5.0,12.0,"ул. Енисейская, 24, Москва",Отличная,1.0,Панельные,панель,https://msk.etagi.com/realty/896588/,"2к, 45.9м², 5/12 этаж, ул. Енисейская, 24, Москва, квартира",Отличная двухкомнатная квартира в
2k,23000000,57.1,8.0,402802.1015761821,2.0,6.0,8.0,"ул. Ленинский проспект, 74, Москва",,,Кирпичные,кирпич,https://msk.etagi.com/realty/11801198/,"2к, 57.1м², 6/8 этаж, ул. Ленинский проспект, 74, Москва, квартира",
2k,19800000,57.0,11.0,347368.4210526316,2.0,6.0,15.0,"ул. 15-я Парковая, 42к5, Москва",Щёлковская,24.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11831919/,"2к, 57м², 6/15 этаж, ул. 15-я Парковая, 42к5, Москва, квартира",Щёлковская
2k,14300000,40.7,5.5,351351.3513513513,2.0,1.0,5.0,"ул. Мосфильмовская, 16, Москва",Поклонная,17.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11832118/,"2к, 40.7м², 1/5 этаж, ул. Мосфильмовская, 16, Москва, квартира",Поклонная
2k,25900000,63.3,23.0,409162.7172195893,2.0,17.0,20.0,"ул. Базовская, 15бк4, Москва",Грачёвская,18.0,Панельные,панель,https://msk.etagi.com/realty/11832244/,"2к, 63.3м², 17/20 этаж, ул. Базовская, 15бк4, Москва, квартира",Грачёвская
2k,23500000,55.2,9.0,425724.6376811594,2.0,10.0,12.0,"ул. Петра Романова, 18, Москва",Кожуховская,5.0,Монолитные,монолит,https://msk.etagi.com/realty/11833195/,"2к, 55.2м², 10/12 этаж, ул. Петра Романова, 18, Москва, квартира",Кожуховская
2k,14300000,54.3,8.8,263351.74953959486,2.0,7.0,14.0,"ул. Маршала Кожедуба, 2к1, Москва",Люблино,26.0,Панельные,панель,https://msk.etagi.com/realty/11833467/,"2к, 54.3м², 7/14 этаж, ул. Маршала Кожедуба, 2к1, Москва, квартира",На карте Люблино
2k,17000000,50.6,8.6,335968.3794466403,2.0,12.0,16.0,"ул. Маршала Голованова, 12, Москва",Марьино,18.0,Панельные,панель,https://msk.etagi.com/realty/11833525/,"2к, 50.6м², 12/16 этаж, ул. Маршала Голованова, 12, Москва, квартира",Марьино
2k,35605500,89.9,25.2,396056.72969966626,2.0,9.0,22.0,"ул. Дубравная, Москва",,,Панельные,панель,https://msk.etagi.com/realty/11834857/,"2к, 89.9м², 9/22 этаж, ул. Дубравная, Москва, квартира",
2k,20000000,53.0,12.0,377358.4905660377,2.0,6.0,24.0,"ул. Салтыковская, 6/2к1, Москва",Улица Дмитриевского,30.0,Монолитные,монолит,https://msk.etagi.com/realty/11834919/,"2к, 53м², 6/24 этаж, ул. Салтыковская, 6/2к1, Москва, квартира",Улица Дмитриевского
2k,17100000,43.0,6.0,397674.4186046512,2.0,5.0,5.0,"ул. 11-я Парковая, 3к1, Москва",Первомайская,11.0,Бетонные,бетонные,https://msk.etagi.com/realty/11835036/,"2к, 43м², 5/5 этаж, ул. 11-я Парковая, 3к1, Москва, квартира",Первомайская
2k,12600000,44.5,6.0,283146.06741573033,2.0,6.0,9.0,"ул. Севанская, 3, Москва",Царицыно,5.0,Крупнопанельные железобетонные плиты,панель,https://msk.etagi.com/realty/11836162/,"2к, 44.5м², 6/9 этаж, ул. Севанская, 3, Москва, квартира",Царицыно
2k,27600000,56.0,12.0,492857.14285714284,2.0,6.0,7.0,"ул. 3-я Песчаная, 5к1, Москва",,10.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11780913/,"2к, 56м², 6/7 этаж, ул. 3-я Песчаная, 5к1, Москва, квартира",в
2k,28600000,68.9,21.0,415094.33962264145,2.0,9.0,17.0,"ул. Цимлянская, 3к2, Москва",Люблино,14.0,Монолитные,монолит,https://msk.etagi.com/realty/11798499/,"2к, 68.9м², 9/17 этаж, ул. Цимлянская, 3к2, Москва, квартира",Люблино
2k,17550000,55.4,11.9,316787.00361010834,2.0,12.0,14.0,"ул. Совхозная, 10к2, Москва",Люблино,14.0,Панельные,панель,https://msk.etagi.com/realty/11798631/,"2к, 55.4м², 12/14 этаж, ул. Совхозная, 10к2, Москва, квартира",На карте Люблино
2k,15900000,45.7,9.0,347921.22538293217,2.0,1.0,12.0,"ул. 9-я Парковая, 6, Москва",Первомайская,8.0,Кирпич красный,кирпич,https://msk.etagi.com/realty/11799694/,"2к, 45.7м², 1/12 этаж, ул. 9-я Парковая, 6, Москва, квартира",Первомайская
2k,19750000,59.1,15.0,334179.35702199664,2.0,6.0,9.0,"ул. Бориса Галушкина, 18, Москва",ВДНХ,15.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11801148/,"2к, 59.1м², 6/9 этаж, ул. Бориса Галушкина, 18, Москва, квартира",ВДНХ
2k,14840000,40.0,11.0,371000.0,2.0,12.0,12.0,"ул. Ленинградское шоссе, 228к1, Москва",Молжаниново,12.0,Монолитные,монолит,https://msk.etagi.com/realty/11801387/,"2к, 40м², 12/12 этаж, ул. Ленинградское шоссе, 228к1, Москва, квартира",Молжаниново
2k,15500000,44.7,6.0,346756.1521252796,2.0,3.0,9.0,"ул. Матвеевская, 42к2, Москва",Давыдково,15.0,Сборно-монолитный железобетонный каркас,монолит,https://msk.etagi.com/realty/11802305/,"2к, 44.7м², 3/9 этаж, ул. Матвеевская, 42к2, Москва, квартира",Давыдково
2k,14400000,54.1,8.6,266173.75231053605,2.0,9.0,17.0,"ул. Маресьева, 12к1, Москва",Некрасовка,23.0,Монолитные,монолит,https://msk.etagi.com/realty/11803478/,"2к, 54.1м², 9/17 этаж, ул. Маресьева, 12к1, Москва, квартира",Некрасовка
2k,45000000,52.0,6.7,865384.6153846154,2.0,2.0,4.0,"ул. Садовая-Каретная, 8с2, Москва",Чеховская,11.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11803745/,"2к, 52м², 2/4 этаж, ул. Садовая-Каретная, 8с2, Москва, квартира",Чеховская
2k,30495000,60.0,10.0,508250.0,2.0,21.0,24.0,"ул. Красноказарменная, 14ак6, Москва",-комнатная квартира,5.0,Монолитные,монолит,https://msk.etagi.com/realty/11804099/,"2к, 60м², 21/24 этаж, ул. Красноказарменная, 14ак6, Москва, квартира",-комнатная квартира
2k,21250000,52.0,9.6,408653.8461538461,2.0,15.0,17.0,"ул. Партизанская, 24, Москва",Молодёжная,9.0,Панельные,панель,https://msk.etagi.com/realty/11804379/,"2к, 52м², 15/17 этаж, ул. Партизанская, 24, Москва, квартира",На карте Молодёжная
2k,18800000,41.9,23.0,448687.3508353222,2.0,4.0,8.0,"ул. Нижегородская, 13а, Москва",,12.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11737304/,"2к, 41.9м², 4/8 этаж, ул. Нижегородская, 13а, Москва, квартира",а На карте Москва-Товарная
2k,16250000,48.0,6.0,338541.6666666667,2.0,6.0,9.0,"ул. Люблинская, 5к5, Москва",Текстильщики,12.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11764874/,"2к, 48м², 6/9 этаж, ул. Люблинская, 5к5, Москва, квартира",Текстильщики
2k,21500000,51.5,9.0,417475.7281553398,2.0,1.0,14.0,"ул. Складочная, 8к2, Москва",Бутырская,17.0,Монолитные,монолит,https://msk.etagi.com/realty/11766036/,"2к, 51.5м², 1/14 этаж, ул. Складочная, 8к2, Москва, квартира",Бутырская
