source_group,price,area_total,kitchen_area,price_per_m2,rooms,floor,floors_total,address,metro,metro_walk_min,walls,walls_clean,link,address_raw,metro_raw
all-novogirevo,17912615,49.7,26.9,360414.78873239434,1.0,11.0,16.0,"ул. Кусковская, 12/1, Москва",Чухлинка Перово,11.0,Панели железобетонные,панель,https://msk.etagi.com/realty/12011543/,"1к, 49.7м², 11/16 этаж, ул. Кусковская, 12/1, Москва, квартира",Чухлинка Перово
all-novogirevo,18934645,53.8,10.7,351945.0743494424,2.0,16.0,16.0,"ул. Кусковская, 12/1, Москва",Чухлинка Перово,11.0,Панели железобетонные,панель,https://msk.etagi.com/realty/12011637/,"2к, 53.8м², 16/16 этаж, ул. Кусковская, 12/1, Москва, квартира",Чухлинка Перово
all-novogirevo,16216148,39.3,10.8,412624.631043257,1.0,11.0,16.0,"ул. Кусковская, 12/1, Москва",Чухлинка Перово,11.0,Панели железобетонные,панель,https://msk.etagi.com/realty/12063490/,"1к, 39.3м², 11/16 этаж, ул. Кусковская, 12/1, Москва, квартира",Чухлинка Перово
all-novogirevo,25856715,69.2,10.1,373651.950867052,3.0,9.0,16.0,"ул. Кусковская, 12/1, Москва",Чухлинка Перово,11.0,Панели железобетонные,панель,https://msk.etagi.com/realty/12064148/,"3к, 69.2м², 9/16 этаж, ул. Кусковская, 12/1, Москва, квартира",Чухлинка Перово
all-novogirevo,12800000,38.1,6.0,335958.0052493438,2.0,1.0,9.0,"ул. Свободный проспект, 37/18, Москва",Новогиреево,6.0,Блочные,блочные,https://msk.etagi.com/realty/12176859/,"2к, 38.1м², 1/9 этаж, ул. Свободный проспект, 37/18, Москва, квартира",На карте Новогиреево
all-novogirevo,16200000,41.0,9.4,395121.9512195122,1.0,8.0,14.0,"ул. Перовская, 66к6с1, Москва",Кусково,11.0,Панели железобетонные,панель,https://msk.etagi.com/realty/12205733/,"1к, 41м², 8/14 этаж, ул. Перовская, 66к6с1, Москва, квартира",Кусково
all-novokosino,16400000,56.7,10.3,289241.62257495587,2.0,14.0,22.0,"ул. Новокосинская, 14к7, Москва",Новокосино,12.0,Панельные,панель,https://msk.etagi.com/realty/11973781/,"2к, 56.7м², 14/22 этаж, ул. Новокосинская, 14к7, Москва, квартира",Новокосино
all-novokosino,16600000,30.0,10.0,553333.3333333334,2.0,4.0,5.0,"ул. Лазо, 8с2, Москва",Перово,15.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/12242707/,"2к, 30м², 4/5 этаж, ул. Лазо, 8с2, Москва, квартира",Перово
all-novokosino,15980000,39.3,10.8,406615.77608142496,1.0,9.0,16.0,"ул. Перовская, 6а, Москва",Чухлинка Перово,18.0,Монолитные,монолит,https://msk.etagi.com/realty/12273537/,"1к, 39.3м², 9/16 этаж, ул. Перовская, 6а, Москва, квартира",На карте Чухлинка Перово
all-novokosino,34900000,110.0,20.0,317272.7272727273,3.0,10.0,16.0,"ул. Союзный проспект, 22, Москва",Новогиреево,6.0,Монолитно-Каркасные,монолит,https://msk.etagi.com/realty/9937587/,"3к, 110м², 10/16 этаж, ул. Союзный проспект, 22, Москва, квартира",На карте Новогиреево
all-novo_peredelkino,21000000,63.0,9.0,333333.3333333333,2.0,9.0,17.0,"ул. Лукинская, 7, Москва",Новопеределкино,17.0,Панельные,панель,https://msk.etagi.com/realty/12161830/,"2к, 63м², 9/17 этаж, ул. Лукинская, 7, Москва, квартира",На карте Новопеределкино
all-novo_peredelkino,10500000,24.0,9.0,437500.0,0.0,17.0,24.0,"24м², 17/24 этаж, ул. Производственная, 19к1, Москва",Боровское шоссе,11.0,Монолитный железобетонный каркас,монолит,https://msk.etagi.com/realty/12178395/,"24м², 17/24 этаж, ул. Производственная, 19к1, Москва, квартира",На карте Боровское шоссе
all-obruchevskii,42900000,47.6,23.0,901260.5042016807,2.0,18.0,25.0,"ул. Академика Челомея, 1а, Москва",Воронцовская,8.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/12098813/,"2к, 47.6м², 18/25 этаж, ул. Академика Челомея, 1а, Москва, квартира",Воронцовская
all-obruchevskii,32500000,52.9,10.0,614366.729678639,2.0,21.0,24.0,"ул. Новаторов, 4к5, Москва",Новаторская,8.0,Монолитные,монолит,https://msk.etagi.com/realty/12191306/,"2к, 52.9м², 21/24 этаж, ул. Новаторов, 4к5, Москва, квартира",Новаторская
all-orehovo_borisovo_ug,4200000,13.8,,304347.8260869565,,8.0,12.0,"14м², 8/12 этаж, ул. Ясеневая, 34, Москва, комната",Зябликово,12.0,Панельные,панель,https://msk.etagi.com/realty/10322368/,"14м², 8/12 этаж, ул. Ясеневая, 34, Москва, комната",Зябликово
all-orehovo_borisovo_ug,18500000,38.6,11.0,479274.6113989637,1.0,9.0,12.0,"ул. Каширское шоссе, 65к3, Москва",Зябликово Домодедовская,21.0,Монолитные,монолит,https://msk.etagi.com/realty/12121747/,"1к, 38.6м², 9/12 этаж, ул. Каширское шоссе, 65к3, Москва, квартира",Зябликово Домодедовская
all-orehovo_borisovo_ug,16500000,52.1,8.8,316698.6564299424,2.0,2.0,12.0,"ул. Елецкая, 8к2, Москва",Зябликово Домодедовская,12.0,Панельные,панель,https://msk.etagi.com/realty/12193150/,"2к, 52.1м², 2/12 этаж, ул. Елецкая, 8к2, Москва, квартира",Зябликово Домодедовская
all-orehovo_borisovo_ug,17950000,53.7,8.4,334264.43202979513,2.0,2.0,16.0,"ул. Елецкая, 18, Москва",Красногвардейская Зябликово,15.0,Панельные,панель,https://msk.etagi.com/realty/12232789/,"2к, 53.7м², 2/16 этаж, ул. Елецкая, 18, Москва, квартира",На карте Красногвардейская Зябликово
all-orehovo_borisovo_ug,16000000,15.0,6.0,1066666.6666666667,2.0,5.0,9.0,"ул. Ясеневая, 21к2, Москва",Домодедовская,17.0,Панельные,панель,https://msk.etagi.com/realty/12252243/,"2к, 15м², 5/9 этаж, ул. Ясеневая, 21к2, Москва, квартира",Домодедовская
all-orehovo_borisovo_ug,21000000,55.0,10.0,381818.1818181818,2.0,2.0,25.0,"ул. Ясеневая, 12к6, Москва",Красногвардейская Зябликово,23.0,Панельные,панель,https://msk.etagi.com/realty/12254493/,"2к, 55м², 2/25 этаж, ул. Ясеневая, 12к6, Москва, квартира",На карте Красногвардейская Зябликово
all-orehovo_borisovo_sever,32500000,100.7,10.0,322740.81429990067,4.0,22.0,22.0,"ул. Маршала Захарова, 6к3, Москва",Орехово,21.0,Панельные,панель,https://msk.etagi.com/realty/10638054/,"4к, 100.7м², 22/22 этаж, ул. Маршала Захарова, 6к3, Москва, квартира",Орехово
all-orehovo_borisovo_sever,2500000,46.2,8.0,54112.554112554106,2.0,12.0,12.0,"ул. Домодедовская, 22к1, Москва",Красногвардейская Домодедовская,11.0,Панельные,панель,https://msk.etagi.com/realty/11748618/,"2к, 46.2м², 12/12 этаж, ул. Домодедовская, 22к1, Москва, квартира",На карте Красногвардейская Домодедовская
all-orehovo_borisovo_sever,22000000,55.9,9.0,393559.9284436494,3.0,5.0,9.0,"ул. Шипиловская, 10, Москва",Орехово,8.0,Панельные,панель,https://msk.etagi.com/realty/11919942/,"3к, 55.9м², 5/9 этаж, ул. Шипиловская, 10, Москва, квартира",Орехово
all-orehovo_borisovo_sever,23000000,75.0,14.0,306666.6666666667,3.0,2.0,17.0,"ул. Маршала Захарова, 14к1, Москва",Орехово,15.0,Блоки железобетонные,железобетон,https://msk.etagi.com/realty/12026745/,"3к, 75м², 2/17 этаж, ул. Маршала Захарова, 14к1, Москва, квартира",Орехово
all-orehovo_borisovo_sever,6500000,14.5,9.0,448275.8620689655,0.0,1.0,12.0,"14.5м², 1/12 этаж, ул. Каширское шоссе, 106, Москва",Домодедовская,3.0,Панельные,панель,https://msk.etagi.com/realty/12080185/,"14.5м², 1/12 этаж, ул. Каширское шоссе, 106, Москва, квартира",Домодедовская
all-ostankinskii,21260000,40.0,12.8,531500.0,1.0,3.0,24.0,"ул. Годовикова, 11к1, Москва",Всего,11.0,Панельные,панель,https://msk.etagi.com/realty/10180333/,"1к, 40м², 3/24 этаж, ул. Годовикова, 11к1, Москва, квартира",Всего
all-ostankinskii,45500000,98.0,9.0,464285.71428571426,4.0,2.0,5.0,"ул. Годовикова, 5, Москва",Алексеевская,9.0,Блочные,блочные,https://msk.etagi.com/realty/11722281/,"4к, 98м², 2/5 этаж, ул. Годовикова, 5, Москва, квартира",На карте Алексеевская
all-ostankinskii,30350000,71.2,10.5,426264.0449438202,3.0,20.0,35.0,"ул. Годовикова, 11а, Москва",Алексеевская,12.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/12066448/,"3к, 71.2м², 20/35 этаж, ул. Годовикова, 11а, Москва, квартира",Алексеевская
all-ostankinskii,3990000,38.1,9.0,104724.4094488189,1.0,6.0,22.0,"ул. Академика Королёва, 4к1, Москва",ВДНХ,12.0,Панельные,панель,https://msk.etagi.com/realty/12090807/,"1к, 38.1м², 6/22 этаж, ул. Академика Королёва, 4к1, Москва, квартира",На карте ВДНХ
all-ostankinskii,15500000,37.7,7.6,411140.5835543766,2.0,4.0,9.0,"ул. Мурманский проезд, 6, Москва",Алексеевская,12.0,Блочные,блочные,https://msk.etagi.com/realty/12178005/,"2к, 37.7м², 4/9 этаж, ул. Мурманский проезд, 6, Москва, квартира",На карте Алексеевская
all-otradnoe,15340000,52.1,9.0,294433.78119001916,2.0,2.0,12.0,"ул. Олонецкая, 15б, Москва",Отрадное,21.0,Панельные,панель,https://msk.etagi.com/realty/12029542/,"2к, 52.1м², 2/12 этаж, ул. Олонецкая, 15б, Москва, квартира",Отрадное
all-otradnoe,17500000,51.0,9.5,343137.2549019608,2.0,4.0,17.0,"ул. Ясный проезд, 8к2, Москва",Бибирево,32.0,Панели железобетонные,панель,https://msk.etagi.com/realty/12031016/,"2к, 51м², 4/17 этаж, ул. Ясный проезд, 8к2, Москва, квартира",На карте Бибирево
all-otradnoe,22500000,52.4,8.6,429389.31297709927,2.0,11.0,12.0,"ул. Хачатуряна, 18, Москва",Отрадное,3.0,Панельные,панель,https://msk.etagi.com/realty/12065752/,"2к, 52.4м², 11/12 этаж, ул. Хачатуряна, 18, Москва, квартира",Отрадное
all-otradnoe,18000000,52.2,8.0,344827.5862068965,2.0,14.0,16.0,"ул. Хачатуряна, 4, Москва",Владыкино,14.0,Железобетонные,железобетон,https://msk.etagi.com/realty/12233654/,"2к, 52.2м², 14/16 этаж, ул. Хачатуряна, 4, Москва, квартира",На карте Владыкино
all-otradnoe,14100000,39.0,9.0,361538.46153846156,1.0,1.0,12.0,"ул. Алтуфьевское шоссе, 26а, Москва",Дегунино,14.0,Железобетонные,железобетон,https://msk.etagi.com/realty/12261591/,"1к, 39м², 1/12 этаж, ул. Алтуфьевское шоссе, 26а, Москва, квартира",На карте Дегунино
all-ochakovo_matveevskoe,32000000,58.3,9.0,548885.077186964,2.0,18.0,18.0,"ул. Озёрная, 9к3, Москва",Мичуринский проспект,11.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/12147461/,"2к, 58.3м², 18/18 этаж, ул. Озёрная, 9к3, Москва, квартира",Мичуринский проспект Очаково
all-ochakovo_matveevskoe,30999000,62.8,24.0,493614.6496815287,2.0,23.0,33.0,"ул. проезд Стройкомбината, 1, Москва",Очаково,5.0,Монолитные железо-керамзитно бетонные,монолит,https://msk.etagi.com/realty/12158818/,"2к, 62.8м², 23/33 этаж, ул. проезд Стройкомбината, 1, Москва, квартира",Очаково
all-ochakovo_matveevskoe,20331000,57.2,9.0,355437.06293706293,2.0,3.0,5.0,"ул. Большая Очаковская, 16, Москва",Очаково,8.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12183933/,"2к, 57.2м², 3/5 этаж, ул. Большая Очаковская, 16, Москва, квартира",Очаково
all-ochakovo_matveevskoe,22300000,40.0,10.0,557500.0,1.0,4.0,27.0,"ул. Озёрная, 9, Москва",Очаково,11.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/12236691/,"1к, 40м², 4/27 этаж, ул. Озёрная, 9, Москва, квартира",Очаково
all-perovo,13500000,49.8,7.0,271084.3373493976,2.0,6.0,18.0,"ул. Электродная, 2а, Москва",,5.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/12147247/,"2к, 49.8м², 6/18 этаж, ул. Электродная, 2а, Москва, апартаменты",а На карте Шоссе Энтузиастов
all-perovo,26500000,73.0,9.0,363013.69863013696,3.0,12.0,16.0,"ул. Новогиреевская, 5ак1, Москва",Перово,18.0,Монолитные,монолит,https://msk.etagi.com/realty/12160336/,"3к, 73м², 12/16 этаж, ул. Новогиреевская, 5ак1, Москва, квартира",Перово
all-perovo,57000000,160.0,20.0,356250.0,4.0,19.0,21.0,"ул. Новогиреевская, 5ак2, Москва",Перово,20.0,Монолитные,монолит,https://msk.etagi.com/realty/12161969/,"4к, 160м², 19/21 этаж, ул. Новогиреевская, 5ак2, Москва, квартира",Перово
all-perovo,14000000,41.0,10.0,341463.4146341463,1.0,6.0,21.0,"ул. Новогиреевская, 5ак2, Москва",Перово,20.0,Монолитные,монолит,https://msk.etagi.com/realty/12177501/,"1к, 41м², 6/21 этаж, ул. Новогиреевская, 5ак2, Москва, квартира",Перово
all-perovo,27600000,77.0,16.2,358441.55844155845,2.0,12.0,21.0,"ул. Новогиреевская, 5ак2, Москва",Перово,20.0,Монолитные,монолит,https://msk.etagi.com/realty/12253015/,"2к, 77м², 12/21 этаж, ул. Новогиреевская, 5ак2, Москва, квартира",Перово
all-perovo,25000000,73.3,7.5,341064.12005457026,3.0,10.0,16.0,"ул. Новогиреевская, 5ак1, Москва",Перово,18.0,Монолитные,монолит,https://msk.etagi.com/realty/12262699/,"3к, 73.3м², 10/16 этаж, ул. Новогиреевская, 5ак1, Москва, квартира",Перово
all-pechatniki,13000000,43.5,9.0,298850.5747126437,2.0,6.0,9.0,"ул. Шоссейная, 28, Москва",Люблино,12.0,Панельные,панель,https://msk.etagi.com/realty/11748478/,"2к, 43.5м², 6/9 этаж, ул. Шоссейная, 28, Москва, квартира",Люблино
all-pechatniki,20000000,46.9,12.1,426439.23240938166,1.0,15.0,17.0,"ул. Гурьянова, 2к1, Москва",Печатники,6.0,Панельные,панель,https://msk.etagi.com/realty/12241729/,"1к, 46.9м², 15/17 этаж, ул. Гурьянова, 2к1, Москва, квартира",Печатники
all-pechatniki,30500000,55.8,16.2,546594.9820788531,2.0,9.0,30.0,"ул. Волгоградский проспект, 32/5к1, Москва",Угрешская,6.0,Монолитные,монолит,https://msk.etagi.com/realty/12265690/,"2к, 55.8м², 9/30 этаж, ул. Волгоградский проспект, 32/5к1, Москва, квартира",Угрешская
all-pokrovskoe_strehnevo,27000000,65.1,22.1,414746.54377880186,2.0,22.0,30.0,"ул. Строительный проезд, 9, Москва",Тушинская,21.0,Монолитный железобетонный каркас,монолит,https://msk.etagi.com/realty/12041833/,"2к, 65.1м², 22/30 этаж, ул. Строительный проезд, 9, Москва, квартира",На карте Тушинская
all-pokrovskoe_strehnevo,14950000,42.4,9.6,352594.3396226415,1.0,1.0,14.0,"ул. Малая Набережная, 7к1, Москва",всё,5.0,Панельные,панель,https://msk.etagi.com/realty/12246568/,"1к, 42.4м², 1/14 этаж, ул. Малая Набережная, 7к1, Москва, квартира",всё в радиусе
all-pokrovskoe_strehnevo,12800000,28.6,5.0,447552.44755244756,0.0,7.0,23.0,"28.6м², 7/23 этаж, ул. Волоколамское шоссе, 71/22к3, Москва",Тушинская,8.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/12261619/,"28.6м², 7/23 этаж, ул. Волоколамское шоссе, 71/22к3, Москва, апартаменты",На карте Тушинская
all-pokrovskoe_strehnevo,18400000,37.0,12.0,497297.2972972973,1.0,3.0,53.0,"ул. Волоколамское шоссе, 95/2, Москва",Трикотажная,5.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12262504/,"1к, 37м², 3/53 этаж, ул. Волоколамское шоссе, 95/2, Москва, квартира",Трикотажная
all-preobrazenskoe,23900000,38.4,10.0,622395.8333333334,1.0,13.0,20.0,"ул. Лермонтовская, 1, Москва",Преображенская площадь,12.0,Монолитно-заливные,монолит,https://msk.etagi.com/realty/11791320/,"1к, 38.4м², 13/20 этаж, ул. Лермонтовская, 1, Москва, квартира",Преображенская площадь
all-preobrazenskoe,88600000,103.6,8.4,855212.3552123553,5.0,2.0,10.0,"ул. Преображенская, 5/7, Москва",минут,7.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12191191/,"5к, 103.6м², 2/10 этаж, ул. Преображенская, 5/7, Москва, квартира",минут пешком или
all-preobrazenskoe,13500000,36.0,5.0,375000.0,1.0,2.0,5.0,"ул. 2-я Пугачёвская, 10к2, Москва",Семёновская,12.0,Монолитно-Каркасные,монолит,https://msk.etagi.com/realty/12206520/,"1к, 36м², 2/5 этаж, ул. 2-я Пугачёвская, 10к2, Москва, квартира",Семёновская Преображенская площадь
all-presnenskii,59800000,97.3,15.0,614594.0390544707,3.0,5.0,22.0,"ул. Шмитовский проезд, 16с2, Москва",Выставочная,14.0,Монолитные,монолит,https://msk.etagi.com/realty/11974288/,"3к, 97.3м², 5/22 этаж, ул. Шмитовский проезд, 16с2, Москва, квартира",Выставочная
all-presnenskii,24000000,43.9,5.0,546697.0387243736,2.0,2.0,9.0,"ул. Малая Грузинская, 12, Москва",Краснопресненская,8.0,Монолитные,монолит,https://msk.etagi.com/realty/12207056/,"2к, 43.9м², 2/9 этаж, ул. Малая Грузинская, 12, Москва, квартира",Краснопресненская
all-presnenskii,31200000,79.1,19.0,394437.4209860936,3.0,2.0,51.0,"ул. Шмитовский проезд, 39к6, Москва",Шелепиха Тестовская,5.0,Монолитные,монолит,https://msk.etagi.com/realty/12240507/,"3к, 79.1м², 2/51 этаж, ул. Шмитовский проезд, 39к6, Москва, квартира",Шелепиха Тестовская
all-grospekt_vernandskogo,50500000,78.4,14.0,644132.6530612245,2.0,3.0,25.0,"ул. Удальцова, 17к1, Москва",,3.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/10668006/,"2к, 78.4м², 3/25 этаж, ул. Удальцова, 17к1, Москва, квартира",В
all-grospekt_vernandskogo,45800000,117.0,35.0,391452.99145299144,4.0,8.0,16.0,"ул. Удальцова, 3к13, Москва",,10.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/10960762/,"4к, 117м², 8/16 этаж, ул. Удальцова, 3к13, Москва, квартира",До метро Проспект Вернадского и Новаторская -
all-grospekt_vernandskogo,95000000,184.0,25.0,516304.347826087,4.0,12.0,30.0,"ул. Ленинский проспект, 106к1, Москва",Новаторская,8.0,Монолитные,монолит,https://msk.etagi.com/realty/11777548/,"4к, 184м², 12/30 этаж, ул. Ленинский проспект, 106к1, Москва, квартира",Новаторская
all-grospekt_vernandskogo,18990000,47.1,9.0,403184.71337579616,2.0,12.0,14.0,"ул. Ленинский проспект, 130к2, Москва",,10.0,Панельные,панель,https://msk.etagi.com/realty/11778241/,"2к, 47.1м², 12/14 этаж, ул. Ленинский проспект, 130к2, Москва, квартира",-
all-grospekt_vernandskogo,27580000,59.6,9.8,462751.677852349,2.0,16.0,25.0,"ул. Удальцова, 19к2, Москва",Проспект Вернадского,8.0,Монолитные,монолит,https://msk.etagi.com/realty/8482053/,"2к, 59.6м², 16/25 этаж, ул. Удальцова, 19к2, Москва, квартира",Проспект Вернадского
all-ramenki,20400000,26.5,10.0,769811.320754717,0.0,18.0,49.0,"26.5м², 18/49 этаж, ул. Василия Ланового, 6к3, Москва",Аминьевская,9.0,Монолитные,монолит,https://msk.etagi.com/realty/12135038/,"26.5м², 18/49 этаж, ул. Василия Ланового, 6к3, Москва, квартира",Аминьевская
all-ramenki,41900000,64.8,18.0,646604.938271605,2.0,9.0,41.0,"ул. 1-й Сетуньский проезд, 8, Москва",Кутузовская,15.0,Монолитные,монолит,https://msk.etagi.com/realty/12141200/,"2к, 64.8м², 9/41 этаж, ул. 1-й Сетуньский проезд, 8, Москва, квартира",На карте Кутузовская
all-ramenki,33000000,64.0,7.0,515625.0,3.0,2.0,8.0,"ул. Университетский проспект, 21к4, Москва",Ломоносовский проспект,11.0,Кирпич красный,кирпич,https://msk.etagi.com/realty/12177160/,"3к, 64м², 2/8 этаж, ул. Университетский проспект, 21к4, Москва, квартира",На карте Ломоносовский проспект
all-ramenki,48000000,106.1,30.0,452403.39302544773,3.0,37.0,42.0,"ул. Лобачевского, 120к1, Москва",Аминьевская,3.0,Монолитные,монолит,https://msk.etagi.com/realty/12265093/,"3к, 106.1м², 37/42 этаж, ул. Лобачевского, 120к1, Москва, квартира",Аминьевская
all-ramenki,23990000,28.5,5.0,841754.3859649122,0.0,3.0,29.0,"28.5м², 3/29 этаж, ул. Мосфильмовская, 100, Москва",Аминьевская,3.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/12268643/,"28.5м², 3/29 этаж, ул. Мосфильмовская, 100, Москва, квартира",Аминьевская
all-ramenki,52000000,100.1,15.3,519480.5194805195,3.0,9.0,13.0,"ул. Столетова, 7к1, Москва",Раменки,12.0,Монолитные,монолит,https://msk.etagi.com/realty/11833478/,"3к, 100.1м², 9/13 этаж, ул. Столетова, 7к1, Москва, квартира",На карте Раменки
all-ramenki,18300000,23.5,16.5,778723.4042553192,0.0,18.0,49.0,"23.5м², 18/49 этаж, ул. Василия Ланового, 6к3, Москва",Аминьевская,9.0,Монолитные,монолит,https://msk.etagi.com/realty/11837275/,"23.5м², 18/49 этаж, ул. Василия Ланового, 6к3, Москва, квартира",Аминьевская
all-ramenki,42950000,78.3,8.0,548531.2899106003,3.0,12.0,12.0,"ул. Мосфильмовская, 11к3, Москва",Ломоносовский проспект,18.0,Кирпичные,кирпич,https://msk.etagi.com/realty/11881831/,"3к, 78.3м², 12/12 этаж, ул. Мосфильмовская, 11к3, Москва, квартира",На карте Ломоносовский проспект
all-ramenki,29000000,46.1,22.0,629067.2451193058,2.0,18.0,31.0,"ул. Василия Ланового, 5, Москва",Матвеевская Аминьевская,9.0,"Кирпичные, монолитно-каркасные",монолит,https://msk.etagi.com/realty/10272987/,"2к, 46.1м², 18/31 этаж, ул. Василия Ланового, 5, Москва, квартира",На карте Матвеевская Аминьевская
all-ramenki,39500000,74.5,9.0,530201.3422818792,2.0,2.0,12.0,"ул. Мосфильмовская, 11к4, Москва",Ломоносовский проспект,17.0,Кирпичные,кирпич,https://msk.etagi.com/realty/10289461/,"2к, 74.5м², 2/12 этаж, ул. Мосфильмовская, 11к4, Москва, квартира",На карте Ломоносовский проспект
all-ramenki,21000000,28.9,3.9,726643.598615917,0.0,3.0,32.0,"28.9м², 3/32 этаж, ул. Василия Ланового, 7с1, Москва",Мичуринский проспект,8.0,Монолитные,монолит,https://msk.etagi.com/realty/10304982/,"28.9м², 3/32 этаж, ул. Василия Ланового, 7с1, Москва, квартира",Мичуринский проспект
all-ramenki,24000000,53.6,9.2,447761.1940298507,2.0,3.0,17.0,"ул. Раменки, 25к2, Москва",Мичуринский проспект,9.0,Панельные,панель,https://msk.etagi.com/realty/10367400/,"2к, 53.6м², 3/17 этаж, ул. Раменки, 25к2, Москва, квартира",Мичуринский проспект
all-ramenki,30000000,46.0,9.0,652173.9130434783,2.0,13.0,31.0,"ул. Василия Ланового, 5, Москва",Матвеевская Аминьевская,9.0,"Кирпичные, монолитно-каркасные",монолит,https://msk.etagi.com/realty/10395101/,"2к, 46м², 13/31 этаж, ул. Василия Ланового, 5, Москва, квартира",На карте Матвеевская Аминьевская
all-ramenki,40200000,78.2,26.0,514066.49616368284,2.0,42.0,52.0,"ул. Мичуринский проспект, 56, Москва",Мичуринский проспект,12.0,Монолитные,монолит,https://msk.etagi.com/realty/10441215/,"2к, 78.2м², 42/52 этаж, ул. Мичуринский проспект, 56, Москва, квартира",Мичуринский проспект
all-ramenki,20000000,45.7,4.0,437636.76148796495,2.0,6.0,9.0,"ул. Мосфильмовская, 4а, Москва",Кутузовская Поклонная,14.0,Монолитно-Каркасные,монолит,https://msk.etagi.com/realty/10494404/,"2к, 45.7м², 6/9 этаж, ул. Мосфильмовская, 4а, Москва, квартира",Кутузовская Поклонная
all-ramenki,53700000,98.0,30.0,547959.1836734693,4.0,9.0,25.0,"ул. Янковского, 1к1, Москва",,,Кирпичные,кирпич,https://msk.etagi.com/realty/5891722/,"4к, 98м², 9/25 этаж, ул. Янковского, 1к1, Москва, квартира",
all-ramenki,500000000,221.4,9.0,2258355.916892502,4.0,4.0,6.0,"ул. Минская, 2вк6, Москва",Минская,12.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/6788860/,"4к, 221.4м², 4/6 этаж, ул. Минская, 2вк6, Москва, квартира",Минская
all-ramenki,123500000,195.0,38.8,633333.3333333334,4.0,28.0,30.0,,Мичуринский проспект,9.0,Монолитный железобетонный каркас,монолит,https://msk.etagi.com/realty/7664593/,Посмотреть 5 фото,Мичуринский проспект
all-ramenki,320000000,250.0,45.0,1280000.0,5.0,3.0,12.0,"ул. Сергея Бондарчука, 6, Москва",Мичуринский проспект,8.0,Монолитные,монолит,https://msk.etagi.com/realty/7696418/,"5к, 250м², 3/12 этаж, ул. Сергея Бондарчука, 6, Москва, квартира",Мичуринский проспект
all-ramenki,47400000,102.3,20.0,463343.10850439884,4.0,11.0,17.0,"ул. Мичуринский проспект, 21к2, Москва",,5.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/7703251/,"4к, 102.3м², 11/17 этаж, ул. Мичуринский проспект, 21к2, Москва, квартира",находится в
all-ramenki,38800000,60.7,14.6,639209.2257001647,2.0,34.0,38.0,"ул. Мосфильмовская, 98к1, Москва",Аминьевская,6.0,Монолитные,монолит,https://msk.etagi.com/realty/7804434/,"2к, 60.7м², 34/38 этаж, ул. Мосфильмовская, 98к1, Москва, квартира",Аминьевская
all-ramenki,95000000,155.0,55.0,612903.2258064516,4.0,35.0,38.0,"ул. Мосфильмовская, 70к1, Москва",Минская Минская,15.0,Арбоблок,блок,https://msk.etagi.com/realty/7826453/,"4к, 155м², 35/38 этаж, ул. Мосфильмовская, 70к1, Москва, квартира",Минская Минская
all-rostokino,14800000,38.5,6.0,384415.5844155844,2.0,13.0,14.0,"ул. Малахитовая, 8к2, Москва",мин,7.0,Монолитные,монолит,https://msk.etagi.com/realty/11845833/,"2к, 38.5м², 13/14 этаж, ул. Малахитовая, 8к2, Москва, квартира",мин пешком или
all-rostokino,41590000,66.0,12.7,630151.5151515151,3.0,16.0,29.0,"ул. Вильгельма Пика, 1к1, Москва",Ботанический сад,17.0,Монолитные,монолит,https://msk.etagi.com/realty/12065725/,"3к, 66м², 16/29 этаж, ул. Вильгельма Пика, 1к1, Москва, квартира",На карте Ботанический сад
all-rostokino,16500000,44.0,6.0,375000.0,2.0,3.0,9.0,"ул. Малахитовая, 13к1, Москва",Всего,10.0,Сборно-монолитный железобетонный каркас,монолит,https://msk.etagi.com/realty/12094751/,"2к, 44м², 3/9 этаж, ул. Малахитовая, 13к1, Москва, квартира",Всего
all-rostokino,34500000,98.0,10.0,352040.8163265306,4.0,23.0,38.0,"ул. проспект Мира, 188бк4, Москва",Ростокино,12.0,Монолитные,монолит,https://msk.etagi.com/realty/12176560/,"4к, 98м², 23/38 этаж, ул. проспект Мира, 188бк4, Москва, квартира",Ростокино
all-ryazanskii,13500000,27.7,5.0,487364.62093862816,0.0,5.0,31.0,"27.7м², 5/31 этаж, ул. Зеленодольская, 1а, Москва",Рязанский проспект,2.0,Монолитные,монолит,https://msk.etagi.com/realty/11952001/,"27.7м², 5/31 этаж, ул. Зеленодольская, 1а, Москва, квартира",Рязанский проспект
